"step_link","recipe_id","name","order"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/co-s-krouticim-se-papirem-na-peceni/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Videonávod: Jak si poradit s papírem na pečení

		</a>
</p>","6","



					Zapneme troubu na 170-180 ° C a formu na koláč vyložíme pečicím papírem.
				








        
											Videonávod: Jak si poradit s papírem na pečení

		

","1"
"","6","



					Na koláč nejprve ušleháme celá vejce a cukr, šleháme ručním šlehačem nejméně 10 minut. Přidáme prosátou mouku smíchanou s práškem do pečiva, olej a vmícháme pomocí metličky povolený špenát.
				

","2"
"","6","



					Dáme do připravené formy na koláč, uhladíme povrch a vložíme do trouby. Pečeme  cca 25 min na 170 °C podle trouby, propečenost zkusíme špejlí.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-na-dokonalou-slehacku-video-navod/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Videonávod: Jak vyšlehat dokonalou šlehačku

		</a>
</p>","6","



					Zatím uděláme lehký krém tak, že do ušlehané šlehačky vmícháme ručně metličkou zakysanou smetanu a vanilkový cukr.
				








        
											Videonávod: Jak vyšlehat dokonalou šlehačku

		

","4"
"","6","



					Korpus necháme na mřížce vychladnout, ozdobíme krémem podle fantazie. Nebo na dané téma třeba ovocem, čokoládovými ozdobami apod.
				

","5"
"","6","



					Listy medvědího česneku propereme na sítu pod studenou tekoucí vodou a necháme okapat nebo odstředíme. 
Kopřivy spaříme a zchladíme.
				

","1"
"","6","



					Bramboru očistíme, nakrájíme na malé kostičky, opláchneme, dáme do vývaru, osolíme, opepříme a uvaříme doměkka.
				

","2"
"","6","



					Přidáme spařené kopřivy, nakrájené listy česneku, 1 lžíci odložíme k servírování, krátce povaříme.
				

","3"
"","6","



					Strouhneme oříšek a vše rozmixujeme.
				

","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/medvedi-cesnek-nejlepsi-recepty/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Nejlepší recepty z medvědího česneku
</span>
</a>
</p>","6","



					Podáváme polévku posypanou odloženými lístky a přidáme nočky zakysané smetany. 
V době, kdy česnek již kvete, můžeme talíře s polévkou ozdobit i kvítky česneku.
				



TIP 					Nejlepší recepty z medvědího česneku



","5"
