"recipe_source_id","recipe_name","recipe_link","recipe_image","recipe_batch-id","id","recipe_stars","recipe_rating_cnt","recipe_author","recipe_created","recipe_comment_cnt","recipe_time","serve_cnt","serve_unit","sections","favourites_cnt","ingredient_nutrition_url"
"73986","Špenátový koláč se smetanovým krémem","https://www.toprecepty.cz/recept/73986-spenatovy-kolac-se-smetanovym-kremem/","https://static.toprecepty.cz/fotky/recepty/0653/spenatovy-kolac-se-smetanovym-kremem-245372-270-160-exact.jpg","5","6","5,0","(2×)","Marie Svarcova","5. 4. 2023 15:36","4 názory","






        
												40 min
							
							
 (15 min 
 příprava + 25 min 
 tepelná úprava, bez doby chladnutí korpusu) 
				
","1","kus","['Suroviny', 'Korpus', 'Krém']","





Přidat do oblíbených (9x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73986"
"73985","Jarní polévka s medvědím česnekem a kopřivami","https://www.toprecepty.cz/recept/73985-jarni-polevka-s-medvedim-cesnekem-a-koprivami/","https://static.toprecepty.cz/fotky/recepty/0653/jarni-polevka-s-medvedim-cesnekem-a-koprivami-245368-270-160-exact.jpg","5","6","0,0","(0×)","Marie Svarcova","5. 4. 2023 10:45","2 názory","






        
												20 min
							
							
 (10 min 
 příprava + 10 min 
 tepelná úprava) 
				
","1","litr","['Suroviny']","





Přidat do oblíbených
","https://www.toprecepty.cz/nutricni-hodnoty/73985"
"73984","Kuřecí kousky v česnekové marinádě s pestem","https://www.toprecepty.cz/recept/73984-kureci-kousky-v-cesnekove-marinade-s-pestem/","https://static.toprecepty.cz/fotky/recepty/0653/kureci-kousky-v-cesnekove-marinade-s-pestem-245366-270-160-exact.jpg","5","6","5,0","(1×)","Marie Svarcova","5. 4. 2023 08:44","4 názory","






        
												25 min
							
							
 (10 min 
 příprava + 15 min 
 tepelná úprava) 
				
","2","porce","['Suroviny', 'Dále', 'Pesto']","





Přidat do oblíbených (3x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73984"
"73983","Grilované jablko a mandarinka","https://www.toprecepty.cz/recept/73983-grilovane-jablko-a-mandarinka/","https://static.toprecepty.cz/fotky/recepty/0653/grilovane-jablko-a-mandarinka-245364-270-160-exact.jpg","5","6","5,0","(1×)","RubyRom","4. 4. 2023 19:48","1 názor","






        
												25 min
							
							
 (15 min 
 příprava + 10 min 
 tepelná úprava) 
				
","2","porce","['Suroviny', 'K podávání']","





Přidat do oblíbených (3x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73983"
"73982","Návykový domácí jogurt","https://www.toprecepty.cz/recept/73982-navykovy-domaci-jogurt/","https://static.toprecepty.cz/design/img/bg/no-photo-270-160.png","5","6","0,0","(0×)","Autor/ka fotky","4. 4. 2023 18:30","6 názorů","






        
												540 min
							
							
 (60 min 
 příprava + 480 min 
 tepelná úprava, Příprava trvá cca hodinu, potom 8 hodin jen leží v teple. ) 
				
","1","dávka","['Suroviny']","





Přidat do oblíbených (1x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73982"
"73980","Vepřový závitek plněný žampiony","https://www.toprecepty.cz/recept/73980-veprovy-zavitek-plneny-zampiony/","https://static.toprecepty.cz/fotky/recepty/0653/veprovy-zavitek-plneny-zampiony-245361-270-160-exact.jpg","5","6","0,0","(0×)","RubyRom","4. 4. 2023 13:40","1 názor","






        
												80 min
							
							
 (35 min 
 příprava + 45 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (7x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73980"
"73979","Pikantní grilovaná kuřecí prsa","https://www.toprecepty.cz/recept/73979-pikantni-grilovana-kureci-prsa/","https://static.toprecepty.cz/fotky/recepty/0653/pikantni-grilovana-kureci-kursa-245356-270-160-exact.jpg","5","6","0,0","(0×)","Lenka Škulinová","4. 4. 2023 11:36","1 názor","






        
												25 min
							
							
 (10 min 
 příprava + 15 min 
 tepelná úprava, + hodina na uležení masa v marinádě) 
				
","2","porce","['Suroviny', 'Marináda']","





Přidat do oblíbených (7x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73979"
"73978","Tvarohové lívanečky s kysanou smetanou s domácími povidly","https://www.toprecepty.cz/recept/73978-tvarohove-livanecky-s-kysanou-smetanou-s-domacimi-povidly/","https://static.toprecepty.cz/fotky/recepty/0653/tvarohove-livanecky-s-kysanou-smetanou-s-domacimi-povidly-245355-270-160-exact.jpg","5","6","0,0","(0×)","RubyRom","4. 4. 2023 11:13","3 názory","






        
												40 min
							
							
 (30 min 
 příprava + 10 min 
 tepelná úprava) 
				
","4","porce","['Suroviny', 'Na povrch']","





Přidat do oblíbených (7x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73978"
"73977","Murgh korma – indická kuřecí korma s ořechy","https://www.toprecepty.cz/recept/73977-murgh-korma-indicka-kureci-korma-s-orechy/","https://static.toprecepty.cz/fotky/recepty/0653/murgh-korma-indicka-kureci-korma-s-orechy-245352-270-160-exact.jpg","5","6","5,0","(3×)","Marie Svarcova","4. 4. 2023 08:05","4 názory","






        
												50 min
							
							
 (20 min 
 příprava + 30 min 
 tepelná úprava, bez doby marinování masa) 
				
","2","porce","['Suroviny', 'Marináda', 'Korma']","





Přidat do oblíbených (9x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73977"
"73976","Hrstková polévka s uzeným masem","https://www.toprecepty.cz/recept/73976-hrstkova-polevka-s-uzenym-masem/","https://static.toprecepty.cz/fotky/recepty/0653/hrstkova-polevka-s-uzenym-masem-245350-270-160-exact.jpg","5","6","0,0","(0×)","Ev_Ca_pek","3. 4. 2023 20:43","0 názorů","






        
												210 min
							
							
 (30 min 
 příprava + 180 min 
 tepelná úprava) 
				
","10","porcí","['Suroviny']","





Přidat do oblíbených (9x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73976"
