"step_link","recipe_id","name","order"
"","15","



					Mrkvu a jablká nahrubo nastrúhame.
				

","1"
"","15","



					Pridáme na tenké kolieska nakrájaný pór.
				

","2"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/zimni-salaty/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Zimní saláty podle oblíbených receptů
</span>
</a>
</p>","15","



					Jogurt premiešame s olejom, korením a soľou a vmiešame do zeleniny.
				



TIP 					Zimní saláty podle oblíbených receptů



","3"
"","15","



					Dortovou formu vytřeme olejem nebo máslem a vysypeme moukou.
				

","1"
"","15","



					Všechny suroviny na těsto dáme do mísy a ručním šlehačem ušleháme.
				

","2"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/slehacka-rady-a-tipy/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak vyšlehat pevnou šlehačku

		</a>
</p>","15","



					Těsto vlijeme do formy a vložíme do předem vyhřáté trouby. 
Pečeme na 180 °C asi 35-45 minut, podle typu trouby.
Po upečení necháme vychladnout.
				








        
											Jak vyšlehat pevnou šlehačku

		

","3"
"","15","



					Krém z mascarpone:
Šlehačku ušleháme zvlášť a mascarpone ušleháme s cukrem. Pak do mascarpone přidáme ušlehanou šlehačku a vše prošleháme.
				

","4"
"","15","



					Krém z tvarohu:
Krém můžeme udělat místo z mascarpone taky z tvarohu. 
Tvaroh, kysanou smetanu, tekutou šlehačku  a cukr ušleháme dohromady.
				

","5"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/desatero-dorty-nejcastejsi-otazky-a-odpovedi/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Vše, co potřebujete znát o pečení dortů
</span>
</a>
</p>","15","



					Vychladlý korpus potřeme marmeládou, pak krémem, trochu krému dáme stranou na ozdobu, a ozdobíme dort po obvodu.
				



TIP 					Vše, co potřebujete znát o pečení dortů



","6"
"","15","



					Mražené ovoce vsypeme do hrnce, přidáme trochu vody a cukru a krátce svaříme. 
Pak v trošce vody rozmícháme Solamyl, vlijeme k ovoci, promícháme a necháme zhoustnout. Vychladlé nalijeme doprostřed dortu, roztřeme a uhladíme.
				

","7"
"","15","



					Strany dortu potřeme marmeládou nebo krémem a naneseme nasekané ořechy.
				

","8"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-zabranit-skraloupu-na-pudinku-jednoduche-tipy/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak zabránit škraloupu na pudinku

		</a>
</p>","15","



					Z mléka, cukru a pudinkových prášků uvaříme podle návodu hustý pudink. Povrch zakryjeme fólií, kterou k povrchu přitiskneme a necháme vychladnout. Zapneme troubu na 180  °C a 2 plechy vyložíme papírem na pečení. Podle velikosti plechu zvolíme velikost hrnků 250 ml na velký, 125 ml na malý plech. Z množství krému bude na malém vyšší vrstva.
				








        
											Jak zabránit škraloupu na pudinku

		

","1"
"","15","



					Na spodní těsto smícháme v míse všechny sypké suroviny, v menší misce všechny tekuté a poté vše promícháme, nalijeme na plech, uhladíme a dáme upéct. Jakmile těsto ""vyskočí"" snížíme teplotu na 160 °C ( nevyboulí se) a dopečeme podle trouby - zkusíme špejlí. Necháme na mřížce vychladnout.
Opět zvýšíme teplotu trouby na 180 °C.
				

","2"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/snih-z-bilku/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak vyšlehat pevný sníh z bílků

		</a>
</p>","15","



					Zatím vyšleháme 5 bílků s cukrem do hustého sněhu, postupně zašleháme žloutky a nakonec ručně zlehka metličkou vmícháme mouku promíchanou s kakaem. Nalijeme na plech, uhladíme a pečeme stejným způsobem jako první těsto.
				








        
											Jak vyšlehat pevný sníh z bílků

		

","3"
"","15","



					Na spodní plát těsta rozetřeme džem rozmíchaný s rumem a necháme vsáknout.
				

","4"
