"author","recipe_id","date","text"
"Marie Svarcova","1","před 4 hodinami","RubyRom:  děkuji za hezký komentář a přeji krásný den "
"RubyRom","1","před 4 hodinami","Moc hezké, rolády dělám na různé způsoby, ale v listovém těstě jsem nezkoušela. Dík za inspiraci."
"Marie Svarcova","1","před 4 hodinami","Moanka: moc děkuji za milá slova a přeji krásný den "
"Moanka","1","před 5 hodinami","Mňam. 😋 A jak krásně to vypadá… 👌"
"Marie Svarcova","1","před 5 hodinami","zdenka.s:  Zdeničko, moc děkuji za komentář  - určitě to musíš na koncích uzavřít  - vešlo se mi to na šířku těsta (dvojitě) , zarolovat a konce dobře stisknout , vršek potřít zbylým vejcem a několikrát propíchnout, aby unikala pára a nepopraskalo. - Šťastnou cestu.  krásný den"
"zdenka.s","1","před 5 hodinami","Marie Svarcova:  Maruško, parádní recept  pro moje ruce ideální a ten výsledek  na pohled luxusní a na chuť jistě zrovna tak, to budou doma spokojeni.Všechno mám i  listové těsto.Má být to těsto  po stranách úplně uzavřené?Hloupý dotaz,viď 
Po obědě vyrážíme domů . . ."
"Marie Svarcova","1","27. 4. 2023 11:31","Anna Kocikova:  moc děkuji za milý komentář, klidně jsi mohla dát i recept určitě je trochu jiný, já tam nemám zeleninu tak proč ne - děkuji i za moc heké foto krásný den"
"Anna Kocikova","1","27. 4. 2023 11:26","Maruško,stejnou polévečku jsem vařila v neděli,když jsem dělala pořádek v mrazáku. Bylo mi hloupé tady dávat receptTak ti přidávám alespoň fotoPodle babičky dávám ještě mrkev a trošku sušené majoránkyTuto polévku si bez máslové zásmažky nedovedu představit"
"Marie Svarcova","1","27. 4. 2023 10:47","zdenka.s:   Super Zdeničko, moc děkuji za milý komentář i foto   hezký den"
"zdenka.s","1","27. 4. 2023 10:34","Marie Svarcova: Maruško , opět dokonale popsaný postup (pro mě hlavně ta jíška  ),už je uvařeno a potvrdilo se znovu ,že v jednoduchosti je krása 
Všem chutnala - 9 lidičkám .Dovolím si přidat foto
Hurá, povedlo se "
"Marie Svarcova","1","27. 4. 2023 09:05","Eja57:  moc děkuji za komentář, já to mám také od babičky  a vždy to funguje , rady našich babiček jsou k nezaplacení   Krásný den"
