"author","recipe_id","date","text"
"Marie Svarcova","3","21. 4. 2023 14:44","Anna Kocikova: Děkuji, také máme rádi polévky všeho druhu, tohle je taková ""co dům dá"" jaká zelenina zrovna je doma.  Přeji krásný slunečný den."
"Anna Kocikova","3","21. 4. 2023 14:22","Maruško my jsme polévkoví a tvá by nám určitě chutnala "
"Marie Svarcova","3","20. 4. 2023 16:19","Jaromira18:  děkuji  hezký zbytek dne"
"Jaromira18","3","20. 4. 2023 16:08",""
"Marie Svarcova","3","20. 4. 2023 13:55","Majkaa:  Díky za komentář, mám réda i třeba vločky apod, a do klasických udělám jíšku.  hezký den"
"Majkaa","3","20. 4. 2023 13:50","Taky zahušťuji některé polévky červenou čočkou"
"tejaja","3","19. 4. 2023 18:32","Eja57:  Ďakujem za rýchlu realizáciu a pekný komentár. Potešila si ma."
"Eja57","3","19. 4. 2023 12:33","Jsem neváhala, rychlý oběd. Bez slaniny a křen až úplně nakonec. Dobré to bylo"
"Eevous","3","19. 4. 2023 12:33","Merylas (moderátorka): dobrý den, vývaru je akorát, trochu se během vaření vyvaří. A porce odhaduju dle sebe, pro někoho jiného by mohly být třeba jen 3 porce.🙂"
"Merylas (moderátorka)","3","19. 4. 2023 10:47","Chtěla bych se zeptat, není toho vývaru moc? 2 až 2,5 litru na pět porcí? Maso se má na začátku dusit, přidala bych na začátku vývaru méně. A později při přípravě omáčky bych přidala v množství úměrně k mouce, podle požadované konzistence omáčky. Děkuji."
"Eevous","3","21. 4. 2023 15:11","Anna Kocikova: dobrý den, děkuji mnohokrát. Šunky jsem dala cca 80 g a žervé jeden čtvereček.😊"
"Anna Kocikova","3","21. 4. 2023 14:28","Eevous: Jani,recept se mi opravdu moc líbí a hodnocení přidávám i bez vyzkoušeníŠneci jsou krásní
Kolik asi toho žervé a šunky"
"Moanka","3","20. 4. 2023 21:06","Eevous: To se ví… 😉 Na to se vždycky moc těším… 😃 Dělávám jen šneky z listového těsta a vždy rychle zmizí… 😋 Ale brokolicoví šneci, to je výzva… 😉"
"Eevous","3","20. 4. 2023 20:53","Moanka: Určitě vyzkoušejte, budu ráda za zpětnou vazbu a případně i nějakou tu fotku.😊"
"Moanka","3","20. 4. 2023 20:40","To vypadá velmi zajímavě… Vyzkoším. Snad se povede… 😋"
"Eevous","3","20. 4. 2023 21:42","Moanka: to jsem moc ráda, děkuji. ❤️"
"Moanka","3","20. 4. 2023 21:18","Hmmm… Nemám slov. 😊 Vyzkouším. 👌 Moc se mi tvé recepty líbí, i fotky náramné. 😉"
"Moanka","3","21. 4. 2023 05:15","Eevous: To jsou mi věci. Moc děkuji Vám oběma za informace. 😊😉 Brzy se pochlubím mými sušenkami. 😉😋"
"RubyRom","3","20. 4. 2023 22:18","Moanka: Výborný je také xylitol, je to březový cukr."
"Eevous","3","20. 4. 2023 21:44","Moanka: Erythritol je sladidlo bez kalorií. Dá se nahradit jakýmkoli jiným sladidlem nebo klidně obyčejným cukrem nebo medem.😊"
"Moanka","3","20. 4. 2023 21:15","Nevím úplně, co je erythritol. 🤔 Dá se něčím nahradit? Děkuji za odpověď… 
Sušenky se mi moc líbí… 👌"
"Eevous","3","20. 4. 2023 21:41","Moanka: z květáku jsem ještě nezkoušela, ale určitě to mám také v plánu. ❤️"
"Moanka","3","20. 4. 2023 21:21","Taky vyzkouším. A jak píše Marie S., i z květáku může být super… 👌👩‍🍳"
"Eevous","3","19. 4. 2023 08:58","Marie Svarcova: budu ráda, když se podělíte o výsledek. ❤️"
"Marie Svarcova","3","19. 4. 2023 08:13"," líbí se mi , určitě zkusím, dělám podobně z květáku "
"Eevous","3","19. 4. 2023 08:58","Marie Svarcova: to jsem moc ráda, děkuji Vám."
"Marie Svarcova","3","19. 4. 2023 08:10"," recept i foto se mi líbí"
"Eevous","3","22. 4. 2023 00:13","Moanka: dobrý večer, jsem moc ráda, že bagetky chutnají. Vůbec nevadí, že nevykynuly tolik. Koukala jsem na Vaši fotku a vypadají výborně. Mockrát děkuji za hodnocení. ❤️"
"Moanka","3","21. 4. 2023 20:30","Tak bagetky jsou výborné!!! 👌 Jen asi neumím pracovat se sušeným droždím (možná je i od každé firmy jiné) a moc mi to těsto nevykynulo. 🤔 Přesto jsem bagetky upekla a rodina se olizuje až za ušima. Ani si je nechtějí ničím namazat… Fakt famózní. 😋 Upeču znova a zkusím dát o něco víc droždí… 😊
Děkuji za recept. 👩‍🍳 Dávám 5 hvězdiček. 😉"
"Moanka","3","21. 4. 2023 12:54","Eevous: Pečivo jsem si dnes nekoupila, tak to musí klapnout, jinak nevím, co bychom jedli. "
"Eevous","3","21. 4. 2023 09:40","Moanka: dopsáno, budu moc ráda za zpětnou vazbu po upečení. Držím palce.😊"
"Eevous","3","21. 4. 2023 09:40","Moanka: dopsáno, budu moc ráda za zpětnou vazbu po upečení. Držím palce.😊"
"Moanka","3","21. 4. 2023 05:19","Eevous: Tak to moc děkuji za upřesnění, protože kdoví, co by mě napadlo, až bych těsto vyklepla. 😃😁 Každopádně bych to takhle dopsala i do receptu, protože to je důležité pro výsledek baget… 👌 Určitě je upeču už tento víkend… 😋"
"Eevous","3","20. 4. 2023 21:47","Moanka: doufám, že budou chutnat.😊
Hlavně nehnětat, jen párkrát zatočit a položit na plech. Pár lidí to už podle mého receptu zkoušelo, ale díky tomu, že těsto zkoušeli prohnětat, tak ho srazili a nebylo tak nadýchané.😊"
"Moanka","3","20. 4. 2023 21:10","No pane jo!!! 👩‍🍳👌 Už se vidím v kuchyni!! 👩‍🍳😃 Paráda. 😋"
"Eevous","3","19. 4. 2023 10:42","Eja57: děkuji mockrát. ❤️"
"Eja57","3","19. 4. 2023 10:29","Vítej na TOPkach Ať se ti tu líbí. Máš hezké recepty a moc hezké fotky"
"Marie Svarcova","3","21. 4. 2023 14:50","Anna Kocikova: Děkuji za komentář, ohlásily se kámošky, že za hodinu přijdou a nechtělo se mi do obchodu tak rychle nápad a vznikla dobrota. Dala jsem k tomu jen plátky šunky od kosti. Moc všem chutnalo a všechny chtěly recept tak jsem to napsala  Měj se hezky a zkus to -fak moc cdobré i studené "
"Anna Kocikova","3","21. 4. 2023 14:34","Mě by takto připravený salát také chutnal"
"Marie Svarcova","3","18. 4. 2023 18:05","Jaromira18:  moc děkuji za komentář, rychle jsi to zkusila mohlas přidat i foto  Přeji hezký zbytek dne"
"Jaromira18","3","18. 4. 2023 17:39","Dobrůtka."
"tejaja","3","18. 4. 2023 20:09","Jaromira18: Ďakujem. "
"Jaromira18","3","18. 4. 2023 17:37","Moc bych si pochutnala."
"tejaja","3","17. 4. 2023 20:49","Eja57: Ďakujem ti veľmi pekne za milý komentár. "
"Eja57","3","17. 4. 2023 20:04","Moc dobre to bylo, fajn recept. Líbí se mi, že se brambory dávají až do talíře.
"
"Marie Svarcova","3","17. 4. 2023 08:37"," určitě moc dobré "
"Marie Svarcova","3","17. 4. 2023 22:34","Nadja:  děkuji, je to zajímavé "
"Nadja","3","17. 4. 2023 22:22","Marie Svarcova: Když máš vyzkoušeno, tak určitě neměň. Mne to jen zarazilo, protože jsem to nikdy neslyšela. Máš-li chuť, podívej se tady: cs.wikipedia.org/wiki/Kyp%C5%99ic%C3%AD_pr%C3%A1%C5%A1ek "
"Marie Svarcova","3","17. 4. 2023 21:09","Nadja:  děkuji za informaci, já jsem ten recept dostala asi před 15 -20 lety a už podle něj peču  celou dobu a nikdy nebyl problém - vždy je upečený korpus velmi dobrý tak na tom nic měnit nebudu. Možná to má ještě jiný důvod ale netuším jaký a zeptat už se nemohu - je mi líto.   Hezký zbytek večera, "
"Nadja","3","17. 4. 2023 20:37","Marie Svarcova:  Maruško, děkuji za odpověď, ale prášek do pečiva již kyselou složku nebo složky obsahuje, takže není nutné přidávat ocet, spíše naopak.  Tím se jen urychlí reakce a prášek nebude správně působit v troubě."
"Marie Svarcova","3","17. 4. 2023 17:29","Nadja:  děkuji za komentář a přesně tak funguje i prášek do pečiva také pění když se přidá ocet - zkusila jsem to .  Přeji krásný den"
"Nadja","3","17. 4. 2023 17:03","Jaký účel plní ocet v těstě? Vím, že je nutný v případě použití sody, aby se uvolnil oxid uhličitý pro nakypření těsta. Ale při použití prášku do pečiva?"
"Anna Kocikova","3","22. 4. 2023 19:12","RubyRom: "
"RubyRom","3","21. 4. 2023 17:51","Anna Kocikova: přesně, babiččina polívčička vždycky chutnala všem."
"Anna Kocikova","3","21. 4. 2023 14:37","Klasika,která mi chutná už od dětstvíRomi,díky na vzpomínku  na babičku"
"Marie Svarcova","3","16. 4. 2023 08:08",""
"RubyRom","3","16. 4. 2023 10:24","Marie Svarcova: Maruško moc děkuji, no vzhled mohl být lepší, ale hlavní je, že to bylo hodně žravé a bylo po nich během chvilky. "
"Marie Svarcova","3","16. 4. 2023 08:14"," máš je moc hezké, já jsem je zkoušela ale neměla jsem je tak pěkné a byly spíš jak krokety Takže kdo umí - UMÍ   "
"RubyRom","3","19. 4. 2023 10:00","Oskeruska: "
"Oskeruska","3","18. 4. 2023 23:50","ty voní až ke mně domů"
"RubyRom","3","16. 4. 2023 10:25","Marie Svarcova: Ten můj by je mohl obden"
"Marie Svarcova","3","16. 4. 2023 08:16"," to měl moc rád můj manžel "
"Marie Svarcova","3","20. 4. 2023 15:26","RubyRom:  děkuji a přeji krásný den "
"RubyRom","3","20. 4. 2023 15:25","Nádhera"
"Jaromira18","3","15. 4. 2023 18:46","Vynikající dobrůtka."
"Merylas","3","15. 4. 2023 17:49","Dajda: Tak u nás bez tvarohu a sníh se vmíchal do rýže, nahoru se jen dávaly ty plátky másla. Ale s tvarohem bude , příště ho přidám. "
"Merylas","3","15. 4. 2023 17:45","Marie Svarcova:  U nás nebylo zvykem dávat do rýžového nákypu sušené ovoce. Tak mně pořád chutná nejvíce s jablky a nebo pak s meruňkami, případně ještě s broskvemi. Ty dost často používám z kompotu. Jelikož už teď připravuju málo porcí, tak dost využívám k pečení remosku."
"Dajda","3","15. 4. 2023 09:29","Marie Svarcova: Já ho takhle znám od babičky - s čerstvými meruňkami a navíc ještě s tvarohovou náplní a sladkou sněhovou čepicé na povrchu (do rýže se dávaly jen žloutky). Byl úžasný."
"Marie Svarcova","3","15. 4. 2023 08:40"," přesně tak ho dělávala mamka a nejvíc chutnal se sušenými švestkami a meruňkami"
"marunda","3","1. 4. 2012 19:58","díky, 
Ivusa: no vyzvedl si ho nevlastní tatínek, ale maminka mi pak psala, že moc děkuje, že je krásnej, oslavenec měl radost a že je výbornej. A že jsem moc šikovná. Tak to vždy potěší. Ve skutečnosti vypadá krásně, ale to všechny dorty, fotka je nic"
"Ivusa","3","1. 4. 2012 16:30","Ptro,to musela být maminka malého šachisty nadšená....Fakt obdivuhodný výkon"
"jirholu","3","1. 4. 2012 15:29","Moc pěkný dort  +"
"marunda","3","1. 4. 2012 14:13","všem moc díky.
Ivusa: bylo to pro chlapce, který hraje šachy. Ozvala se mi jeho maminka, jestli bych to zvládla. A hurááá jsem spokojená"
"nofrona","3","1. 4. 2012 13:43","Krása"
"jarka skrobakova","3","1. 4. 2012 13:01","nádherné"
"senky","3","1. 4. 2012 12:25","Precizní nádhera a fotopostup+"
"Ivusa","3","1. 4. 2012 12:22","krásný dortík....ten byl asi pro nějakého šachového mistra,že????Ten se má"
"Bibinka","3","1. 4. 2012 12:08","Marundo, jedním slovem-pěkné a dávám 5.bod"
"rebeka","3","1. 4. 2012 11:05","hned bych dala dortíkovi šach-mat
ale můžu jen obdivovat a poslat bodík"
"yanull","3","1. 4. 2012 11:02","Šikovnice šikovná  +2"
"JanaDorazinova","3","1. 4. 2012 10:50","Petro, to je nádhera!!!"
