"step_link","recipe_id","name","order"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-nakrajet-cibuli/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Videonávod: Jak nakrájet cibuli

		</a>
</p>","7","



					Hermelín nastrouháme na hrubém struhadle, přidáme prolisovaný česnek, pepř, tatarskou omáčku, najemno nakrájenou cibuli, hořčici, smetanu a nasekanou pažitku.
				








        
											Videonávod: Jak nakrájet cibuli

		

","1"
"","7","



					Promícháme a necháme odležet v chladu alespoň hodinku.
				

","2"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/topinky/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Oblíbené způsoby pečení topinek
</span>
</a>
</p>","7","



					Chleby opečeme a potřeme česnekem, pomazánkou a ozdobíme opečenou slaninou a nakrájenou cibulí.
				



TIP 					Oblíbené způsoby pečení topinek



","3"
"","7","



					Omytý neloupaný lilek nastrouháme na hrubším struhadle. Oškrábané syrové brambory nastrouháme najemno.
				

","1"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-snadno-oloupat-cesnek-jednoduchy-navod/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Snadné loupání česneku

		</a>
</p>","7","



					Přidáme sůl, koření podle chuti, prolisovaný česnek, vejce, trošku mléka, 2-3 lžíce mouky a dobře promícháme.
				








        
											Snadné loupání česneku

		

","2"
"","7","



					Na pánvi rozehřejeme olej nebo sádlo a do horkého oleje vložíme naběračkou vytvořenou bramborákovou směs. Lžící uhladíme rovnoměrně v tenkou placku přes celou pánev.
Smažíme z obou stran dozlatova.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/nejoblibenejsi-bramborove-placky/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Oblíbené bramborové placky
</span>
</a>
</p>","7","



					Na talířek rozprostřeme papírový ubrousek, na který odkládáme usmažené bramboráky. Ubrousek vysaje přebytečný tuk.
				



TIP 					Oblíbené bramborové placky



","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-spravne-smazit-cibuli-jednoduchy-navod-a-video/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Videonávod: Jak osmahnout cibuli

		</a>
</p>","7","



					Do tlakového hrnce dáme sádlo, nadrobno nakrájenou cibuli a necháme jí do žluta osmahnout.
				








        
											Videonávod: Jak osmahnout cibuli

		

","1"
"","7","



					Přidáme maso nakrájené na kostky. Chvíli restujeme, dokud nám maso nepustí šťávu. Přidáme mletý kmín, nové koření, pepř, sůl, sladkou papriku, promícháme a zalijeme teplou vodou a přidáme masox.
				

","2"
"","7","



					Uzavřené vaříme v tlakovém hrnci asi 40 minut doměkka.
				

","3"
