"recipe_source_id","recipe_name","recipe_link","recipe_image","recipe_batch-id","id","recipe_stars","recipe_rating_cnt","recipe_author","recipe_created","recipe_comment_cnt","recipe_time","serve_cnt","serve_unit","sections","favourites_cnt","ingredient_nutrition_url"
"73891","Banánový pohár s Lučinou","https://www.toprecepty.cz/recept/73891-bananovy-pohar-s-lucinou/","https://static.toprecepty.cz/fotky/recepty/0649/bananovy-pohar-s-lucinou-244984-270-160-exact.jpg","8","9","5,0","(2×)","Anna Kocikova","21. 3. 2023 21:59","5 názorů","






        
												10 min
							
							
 (10 min 
 příprava) 
				
","3","porce","['Suroviny']","





Přidat do oblíbených (9x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73891"
"73890","Rohlíková polévka s čerstvým zelím a uzeným masem","https://www.toprecepty.cz/recept/73890-rohlikova-polevka-s-cerstvym-zelim-a-uzenym-masem/","https://static.toprecepty.cz/fotky/recepty/0649/rohlikova-polevka-s-cerstvym-zelim-a-uzenym-masem-244979-270-160-exact.jpg","8","9","5,0","(1×)","Anna Kocikova","21. 3. 2023 21:44","3 názory","






        
												30 min
							
							
 (10 min 
 příprava + 20 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (6x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73890"
"73889","Camembert s bramborem a klobásou z horkovzdušné fritézy","https://www.toprecepty.cz/recept/73889-camembert-s-bramborem-a-klobasou-z-horkovzdusne-fritezy/","https://static.toprecepty.cz/fotky/recepty/0649/camembert-s-bramborem-a-klobasou-z-horkovzdusne-fritezy-244972-270-160-exact.jpg","8","9","5,0","(1×)","Anna Kocikova","21. 3. 2023 20:37","9 názorů","






        
												18 min
							
							
 (10 min 
 příprava + 8 min 
 tepelná úprava) 
				
","1","porce","['Suroviny']","





Přidat do oblíbených (4x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73889"
"73888","Francouzské brambory pro jednoho (z HF)","https://www.toprecepty.cz/recept/73888-francouzske-brambory-pro-jednoho-z-hf/","https://static.toprecepty.cz/fotky/recepty/0649/francouzske-brambory-pro-jednoho-z-hf-244970-270-160-exact.jpg","8","9","0,0","(0×)","mika59","21. 3. 2023 16:04","6 názorů","






        
												23 min
							
							
 (10 min 
 příprava + 13 min 
 tepelná úprava) 
				
","1","porce","['Suroviny']","





Přidat do oblíbených (19x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73888"
"73887","Pečené brambory s mrkví a libečkem","https://www.toprecepty.cz/recept/73887-pecene-brambory-s-mrkvi-a-libeckem/","https://static.toprecepty.cz/fotky/recepty/0628/pecene-brambory-s-mrkvi-a-libeckem-242736-270-160-exact.jpg","8","9","5,0","(2×)","RubyRom","21. 3. 2023 14:08","6 názorů","






        
												35 min
							
							
 (10 min 
 příprava + 25 min 
 tepelná úprava) 
				
","2","porce","['Suroviny']","





Přidat do oblíbených (6x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73887"
"73886","Rybízový závin s tvarohem","https://www.toprecepty.cz/recept/73886-rybizovy-zavin-s-tvarohem/","https://static.toprecepty.cz/fotky/recepty/0628/rybizovy-zavin-s-tvarohem-242735-270-160-exact.jpg","8","9","0,0","(0×)","Majkaa","21. 3. 2023 13:06","2 názory","






        
												45 min
							
							
 (15 min 
 příprava + 30 min 
 tepelná úprava) 
				
","1","kus","['Suroviny']","





Přidat do oblíbených (5x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73886"
"73885","Černé palačinky s pomerančovou marmeládou a omáčkou","https://www.toprecepty.cz/recept/73885-cerne-palacinky-s-pomerancovou-marmeladou-a-omackou/","https://static.toprecepty.cz/fotky/recepty/0626/cerne-palacinky-s-pomerancovou-marmeladou-a-omackou-242553-270-160-exact.jpg","8","9","5,0","(1×)","Marie Svarcova","21. 3. 2023 11:25","11 názorů","






        
												45 min
							
							
 (30 min 
 příprava + 15 min 
 tepelná úprava) 
				
","15","kusů","['Suroviny', 'Těstíčko', 'Omáčka', 'Domácí pomerančová marmeláda']","





Přidat do oblíbených (2x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73885"
"73884","Sumeček africký na zelenině a žampionech","https://www.toprecepty.cz/recept/73884-sumecek-africky-na-zelenine-a-zampionech/","https://static.toprecepty.cz/fotky/recepty/0626/sumecek-africky-na-zelenine-a-zampionech-242550-270-160-exact.jpg","8","9","0,0","(0×)","Marie Svarcova","21. 3. 2023 11:16","0 názorů","






        
												25 min
							
							
 (10 min 
 příprava + 15 min 
 tepelná úprava) 
				
","2","porce","['Suroviny', 'Dále']","





Přidat do oblíbených (1x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73884"
"73883","Pomazánka z tresčích jater s vejci","https://www.toprecepty.cz/recept/73883-pomazanka-z-trescich-jater-s-vejci/","https://static.toprecepty.cz/fotky/recepty/0626/pomazanka-z-trescich-jater-s-vejci-242544-270-160-exact.jpg","8","9","5,0","(1×)","Marie Svarcova","20. 3. 2023 09:33","8 názorů","






        
												15 min
							
							
 (15 min 
 příprava) 
				
","1","dávka","['Suroviny']","





Přidat do oblíbených (12x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73883"
"73882","Marinované mexické kuřecí plátky","https://www.toprecepty.cz/recept/73882-marinovane-mexicke-kureci-platky/","https://static.toprecepty.cz/fotky/recepty/0626/marinovane-mexicke-kureci-platky-242542-270-160-exact.jpg","8","9","5,0","(1×)","Marie Svarcova","20. 3. 2023 09:24","4 názory","






        
												30 min
							
							
 (10 min 
 příprava + 20 min 
 tepelná úprava, bez doby marinování masa) 
				
","2","porce","['Suroviny', 'Marináda', 'Dále']","





Přidat do oblíbených (12x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73882"
