"author","recipe_id","date","text"
"RubyRom","4","14. 4. 2023 09:31","Marie Svarcova: Ano je to skvělé, zázvor mám ráda. Dodá pokrmů zajímavou chuť."
"Marie Svarcova","4","14. 4. 2023 09:07"," velmi dobré, voňavé jídlo z dob našich babiček, často jsem ho dříve vařívala"
"ing.zdenek.trojan@seznam.cz","4","18. 4. 2023 11:06","tejaja (moderátorka): Nojo, všiml jsem si, že soja zvětšuje objem (bobtná) tak maximálně do těch 12ti hodin. A jako zemědělec a zahradník vím, že pak již začínají v bobech celkem nepotřebné pro vaření procesy. Takže jsem přidal čas vaření a tlak jako na vepřové (hrnec Tescoma má pouze obrázky na stupnici). Přitom zůstává měkká. A na použití soji jte mě inspirovala  právě Vy se svými recepty a tak zkouším a tvořím...
Poznámka na okraj, zkoušelo se pěstování soji v ČR tak v 70-80tých letech bez valného úspěchu. A tak zůstalo v Československu že na horách sejí hrách a na dolině čočku.
Děkuji za názor"
"tejaja (moderátorka)","4","14. 4. 2023 08:10","Zaujala ma tá sója, je to moja surovina.  Ja namáčam sóju na cca 24 hod a potom varím v tlakovom hrnci len 20 minút. "
"bofinka","4","14. 4. 2023 11:33","Dynove risotto s gorgonzolou delam rada. Priste pridam i brusinky, neco mi rika, ze to bude "
"Marie Svarcova","4","14. 4. 2023 09:23"," pěkný recept "
"Marie Svarcova","4","14. 4. 2023 09:26"," líbí se mi recept i foto "
"Marie Svarcova","4","13. 4. 2023 11:18","zdenka.s:  Zdeničko děkuji za milý komentář - je to jednoduché ale napsala jsem to tak, aby to zvládl snad uvařit každý  indická kuchyně je velmi zdravá, dobrá a voňavá a po té spoustě svátečních dobrot je potřeba trochu odlehčení.   Krásný den "
"zdenka.s","4","13. 4. 2023 10:55","Marie Svarcova: Maruško ,to musí být SYMFONIE chutí , spojení samých dobrých surovin ,dala bych si ,leč znám své limity  já prostě zůstala doslova s otevřenou pusou  "
"RubyRom","4","13. 4. 2023 09:20","zdenka.s: Moc děkuji za milý komentář "
"zdenka.s","4","13. 4. 2023 08:51","Nádherné a lákavé pro oko a určitě pochoutka pro chuťově pohárky, já oceňuji nenáročné suroviny i ,,výrobu""  ,návštěva se už teď může těšit  , děkuji   "
"RubyRom","4","13. 4. 2023 08:38","tejaja Moc děkuji, bylo to lahodné. A přestože to byly kupované jahody , byly sladké a moc dobré. "
"Marie Svarcova","4","13. 4. 2023 07:27"," vypadá to krásně ale není to nic pro mne, dělám takové dobroty jen pro ostatní "
"tejaja (moderátorka)","4","13. 4. 2023 06:36","Veľmi pekné a výborná kombinácia surovín. Jahody dodajú pohárom eleganciu. "
"RubyRom","4","13. 4. 2023 08:42","Toto je moc dobré jídlo, mám to ráda a maso by mi vůbec nechybělo. "
"Marie Svarcova","4","13. 4. 2023 07:31"," je  to jedno z mých oblíbených jídel i bez masa "
"Sigiczek","4","14. 4. 2023 14:59","radekhk: pak dejte vědět jak chutnalo "
"Sigiczek","4","14. 4. 2023 14:59","Marie Svarcova: děkuji"
"radekhk","4","13. 4. 2023 12:11","vypadá jedle...bude o víkendu"
"Marie Svarcova","4","13. 4. 2023 07:33"," líbí se mi recept i foto "
"RubyRom","4","13. 4. 2023 11:13","zdenka.s: No já ani nevím zda byly jahody španělské, ale byly kupodivu moc dobré a sladké. Už dlouho jsem jahody nekoupila protože mi nikdy nechutnaly, nejlepší jsou že zahrádky, ale tentokrát jsem na ně dostala obrovskou chuť a neodolala jsem ."
"zdenka.s","4","13. 4. 2023 09:37","RubyRom :a teď jsem objevila tyto poháry a to samé : moc hezky vypadají a ten vaječný koňak 👍
zde platí stoprocentně: jeden recept lepší než druhý  ještě se zeptám:dají španělské  jahody chuť ? Děkuji"
"Marie Svarcova","4","13. 4. 2023 07:36"," Pěkná práce , vyhraješ si "
"tejaja","4","12. 4. 2023 19:48","Dievčatá, díky.  Keby ste boli prišli, dostali by ste aj vy. "
"RubyRom","4","12. 4. 2023 18:04","Pěkný recept, to by mi chutnalo "
"Eja57","4","12. 4. 2023 11:52","By mi chutnalo. Hvězdičky letí"
"Marie Svarcova","4","12. 4. 2023 18:09","RubyRom:  moc děkuji za komentář, já je také miluji Přeji krásný zbytek dne"
"RubyRom","4","12. 4. 2023 18:01","Skvělý salát, chutnal by mi, miluju takové saláty. "
"Marie Svarcova","4","12. 4. 2023 15:51","zdenka.s:  Zdeničko moc děkuji za komentář, salátek je moc dobrý a díky té cibuli je chuťově trošku jiný než ty obvyklé. Tvé šikovné ruce to určitě zvládnou  krásný den "
"zdenka.s","4","12. 4. 2023 14:52","Marie Svarcova: Maruško , takové saláty se synem milujeme a vypadá to , že ho zvládnou i moje (ne) šikovné ruce  a bezva pohoštění pro návštěvu.Jak je u tebe obvyklé: dokonale popsaný postup    hezký den"
"RubyRom","4","12. 4. 2023 17:59","Výborný dort, ten bych si s chutí dala. "
"Marie Svarcova","4","12. 4. 2023 15:55"," recept se mi líbí, krém s jíškou dlouho vydrží a je moc dobrý "
"Anna Kocikova","4","21. 4. 2023 14:41","Marie Svarcova: Jaromira18: Moc děkuji"
"Jaromira18","4","12. 4. 2023 10:46","Tomu nelze odolat, jen co je koupím játra tak nám to udělám."
"Marie Svarcova","4","12. 4. 2023 07:32"," to vypadá na velikou dobrotu - určitě udělám brzy. "
"RubyRom","4","25. 4. 2023 21:20","Moanka: To je krásný, právě pro inspiraci tady jsme, jsem ráda, že Vám polévka chutnala. "
"Moanka","4","25. 4. 2023 20:18","RubyRom: Nakonec se mi přece jen trochu zadařilo...  Polévka nám moc chutnala...  Jsem ráda, že jsem mezi Vás na Topky přišla, hned je to vaření radostnější a jídelníček bohatší... "
"RubyRom","4","25. 4. 2023 17:44","Moanka: Moc děkuji za hezké foto "
"RubyRom","4","25. 4. 2023 07:59","Moanka: Moc děkuji za vyzkoušení a mám radost "
"Moanka","4","25. 4. 2023 07:55","Tak za mne/za nás pět hvězdiček! Moc dobrá polévka. Ten zázvor v ní dělá své... 
Jen foto tentokrát nepřidávám, protože si talíř dozdobila malá a asi to není ke zveřejnění.  Tak příště...  
Pochutnali jsme si a rozhodně řadíme do receptáře oblíbených... "
"Moanka","4","21. 4. 2023 12:56","Eja57: Já dávám hvězdičky vždy po uvaření receptu.  A tento víkend u nás mrkvový krém rozhodně nebude chybět... "
"Eja57","4","21. 4. 2023 10:30","Nějak se tu zapomíná na hvězdičky. A tento recept si je jistě zaslouží Posílám.
Kdo nemůže laktosu použije kokosové mléko. Vařím hodně podobně a je to s ním moc dobré."
"RubyRom","4","21. 4. 2023 10:10","Moanka: Moc děkuji, určitě vám bude chutnat. "
"Moanka","4","21. 4. 2023 05:30","Dost souhlasím s paní Marií. Polévka je příliš krásná. Chutná i z fotky… 😋 O víkendu bude na našem stole. 😉👌"
"RubyRom","4","12. 4. 2023 16:53","Marie Svarcova: Maruško, moc ti děkuji "
"Marie Svarcova","4","12. 4. 2023 07:35"," nádherné foto , polévku dělám ale tak krásnou jsem ji nikdy neměla "
"RubyRom","4","12. 4. 2023 16:58","Eja57: no u nás tuňák je často a tak ho dělám různě. "
"RubyRom","4","12. 4. 2023 16:54","Marie Svarcova: No jo, chlebíčky u nás frčí a ten tuňák je v pomazánce dobrý."
"Eja57","4","12. 4. 2023 08:57","Marie Svarcova: souhlasím, pěkné, ale taky bych na tunaka dala tak max kousek citronu nebo plátek vajíčka ll"
"Marie Svarcova","4","12. 4. 2023 07:39"," koukám, že jsi také chlebíčková - mňam, to já můžu , jen se mi tam ten tuňák trochu ztrácí ale určitě bych si dala "
"Marie Svarcova","4","12. 4. 2023 07:41"," líbí se mi "
"Jaromira18","4","11. 4. 2023 15:01","Peču podobné a jsou vynikající."
"RubyRom","4","12. 4. 2023 16:56","Marie Svarcova: ze sterilovaného jsem ještě nedělala, tak vyzkouším. Díky "
"Marie Svarcova","4","12. 4. 2023 07:46"," hanácký salát mám ráda a dělám klasicky ze serilovaného zelí , 100 lidí =100 chutí, máš parádní foto "
"Marie Svarcova","4","10. 4. 2023 10:55","RubyRom:  to jen když máš vejce všude kam se podíváš - ale aspoň se tohle sní , však je děláváš i ty krásné  hodně sluníčka a hezké odpoledne"
"RubyRom","4","10. 4. 2023 10:49","Tohle je paráda, skvělé pohoštění. "
"Shela","4","30. 9. 2019 11:33","Naprosto famózní recept. V srpnu jsem udělala 20 skleniček a teď - konec září - jsou tam 3 poslední. Tak jsem udělala další dvojitou várku - cuket máme nadbytek + přidala jsem hříbky. Nemá chybu"
"Nadja","4","31. 8. 2019 23:50"," "
