"step_link","recipe_id","name","order"
"","9","



					Čokoládu pro snadnější nastrouhání dáme do mrazáku.
Banány oloupeme a nakrájíme na silnější kolečka.
				

","1"
"","9","



					Ve vyšší nádobě ušleháme Lučinu s mlékem a cukrem.
				

","2"
"","9","



					Skleničky po stranách obložíme kolečky banánu.
				

","3"
"","9","



					Pomocí lžíce navršíme ochucenou Lučinu a do ní ještě zatlačíme zbylá kolečka banánů.
				

","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/pohary-pro-svatecni-chvile/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Poháry pro sváteční chvíle
</span>
</a>
</p>","9","



					Zmrzlou čokoládu nastrouháme na jemných slzách a povrch ve skleničkách před podáváním čokoládou posypeme.
Podáváme vychlazené.
				



TIP 					Poháry pro sváteční chvíle



","5"
"","9","



					Tři dny staré rohlíky nakrájíme na kostičky, dáme je do hlubšího hrnce, zalijeme půl litrem vývaru a necháme odpočinout.
				

","1"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-snadno-oloupat-cesnek-jednoduchy-navod/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak snadno oloupat česnek

		</a>
</p>","9","



					Mezitím očistíme česnek, zelí a brambory.
				








        
											Jak snadno oloupat česnek

		

","2"
"","9","



					Česnek prolisujeme a odložíme stranou na později.
Brambory a bůček nakrájíme na kostičky a zelí nakrájíme na tenké nudličky.
				

","3"
"","9","



					Vše dáme do hrnce a zalijeme litrem vývaru. Přidáme kmín, lehce osolíme a opepříme.
Slabým varem, přikryté pokličkou, vaříme 15 minut.
				

","4"
"","9","



					Mezitím tyčovým mixérem rozmixujeme vývarem nasáklé rohlíky a přidáme je společně s česnekem k uvařené zelenině.
				

","5"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/jak-vyuzit-vyvar-oblibene-zpusoby-pouziti/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Jak a na co použít vývar
</span>
</a>
</p>","9","



					Zamícháme, podle potřeby naředíme zbytkem vývaru a ještě 2 minuty povaříme.
				



TIP 					Jak a na co použít vývar



","6"
"","9","



					Bramboru a klobásu nakrájíme na silnější kolečka a nať nadrobno.
				

","1"
"","9","



					Do sádlem zlehka vytřené kameninové misky (ale může to být i papír na pečení nebo dvojitě přeložený alobal) dáme nakrájenou bramboru, osolíme a posypeme troškou jarní cibulky.
				

","2"
"","9","



					Poklademe klobásou, do středu položíme sýr a misku vložíme do koše horkovzdušné fritézy (HF).
				

","3"
"","9","



					Teplotu nastavíme na 170 °C a minutník na 8 minut.
				

","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/jak-ukladat-syry/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Jak ukládat sýry
</span>
</a>
</p>","9","



					Hotové jídlo posypeme nakrájenou natí.
				



TIP 					Jak ukládat sýry



","5"
"","9","



					Oloupané brambory, rajčátka, hermelín a cibuli nakrájíme na kousky. Vše osolíme, opepříme a přidáme bylinky.
				

","1"
"","9","



					Vejce rozmícháme se smetanou a smícháme s bramborovou směsí. Dochutíme případně oblíbeným kořením.
				

","2"
"","9","



					Z pečicího papíru vystřihneme podle tvaru mističku s lehce zvýšenými okraji. Směs na papír vylejeme a pečeme na 180 °C 8 minut.
				

","3"
"","9","



					Poté směs pomocí papíru vytáhneme a na další papír překlopíme. Pečeme z druhé strany posypané sýrem 5-6 minut.
				

","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/francouzske-brambory-nejlepsi-recepty/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Oblíbené recepty na francouzské brambory
</span>
</a>
</p>","9","



					Brambory podáváme ihned, sýr je krásně vláčný. K tomu se hodí nakládané okurky, nebo dobrý zeleninový salát.
				



TIP 					Oblíbené recepty na francouzské brambory



","5"
"","9","



					Brambory a mrkev oloupeme, omyjeme a osušíme. Nakrájíme na menší kousky.
				

","1"
