"recipe_source_id","recipe_name","recipe_link","recipe_image","recipe_batch-id","id","recipe_stars","recipe_rating_cnt","recipe_author","recipe_created","recipe_comment_cnt","recipe_time","serve_cnt","serve_unit","sections","favourites_cnt","ingredient_nutrition_url"
"73731","Zeleninový salát s jablky","https://www.toprecepty.cz/recept/73731-zeleninovy-salat-s-jablky/","https://static.toprecepty.cz/fotky/recepty/0605/zeleninovy-salat-s-jablky-240389-270-160-exact.jpg","14","15","5,0","(2×)","tejaja","19. 2. 2023 21:46","4 názory","






        
												15 min
							
							
 (15 min 
 příprava) 
				
","3","porce","['Suroviny']","





Přidat do oblíbených (4x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73731"
"73730","Lehký kakaový dort s krémem, ovocem a ořechy","https://www.toprecepty.cz/recept/73730-lehky-kakaovy-dort-s-kremem-ovocem-a-orechy/","https://static.toprecepty.cz/fotky/recepty/0605/lehky-kakaovy-dort-s-kremem-ovocem-a-orechy-240381-270-160-exact.jpg","14","15","5,0","(1×)","RubyRom","19. 2. 2023 11:54","2 názory","






        
												70 min
							
							
 (35 min 
 příprava + 35 min 
 tepelná úprava, bez doby chladnutí korpusu) 
				
","1","kus","['Suroviny', 'Korpus', 'Krém', 'Nebo tvarohový krém', 'Dále']","





Přidat do oblíbených (17x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73730"
"73729","Řezy z dvojího těsta s krémem a šlehačkou","https://www.toprecepty.cz/recept/73729-rezy-z-dvojiho-testa-s-kremem-a-slehackou/","https://static.toprecepty.cz/fotky/recepty/0605/rezy-z-dvojiho-testa-s-kremem-a-slehackou-240380-270-160-exact.jpg","14","15","5,0","(2×)","Marie Svarcova","19. 2. 2023 11:13","4 názory","






        
												80 min
							
							
 (60 min 
 příprava + 20 min 
 tepelná úprava) 
				
","1","plech","['Suroviny', '1. plát těsta', '2. plát těsta', 'Krém', 'Dále']","





Přidat do oblíbených (10x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73729"
"73728","Krůtí maso se zeleninou a žampiony","https://www.toprecepty.cz/recept/73728-kruti-maso-se-zeleninou-a-zampiony/","https://static.toprecepty.cz/fotky/recepty/0605/kruti-maso-se-zeleninou-a-zampiony-240378-270-160-exact.jpg","14","15","5,0","(1×)","RubyRom","19. 2. 2023 09:13","2 názory","






        
												75 min
							
							
 (35 min 
 příprava + 40 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (12x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73728"
"73727","Smažený mořský vlk s citronem","https://www.toprecepty.cz/recept/73727-smazeny-morsky-vlk-s-citronem/","https://static.toprecepty.cz/fotky/recepty/0605/smazeny-morsky-vlk-s-citronem-240376-270-160-exact.jpg","14","15","0,0","(0×)","Lenka Škulinová","19. 2. 2023 08:46","0 názorů","






        
												20 min
							
							
 (10 min 
 příprava + 10 min 
 tepelná úprava) 
				
","2","porce","['Suroviny']","





Přidat do oblíbených (2x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73727"
"73726","Mleté maso v bramborovém hnízdě","https://www.toprecepty.cz/recept/73726-mlete-maso-v-bramborovem-hnizde/","https://static.toprecepty.cz/fotky/recepty/0605/maso-v-bramborovem-hnizde-240368-270-160-exact.jpg","14","15","0,0","(0×)","Majkaa","18. 2. 2023 17:51","2 názory","






        
												85 min
							
							
 (30 min 
 příprava + 55 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (7x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73726"
"73725","Vepřový guláš se slaninou, celerem a čerstvou paprikou","https://www.toprecepty.cz/recept/73725-veprovy-gulas-se-slaninou-celerem-a-cerstvou-paprikou/","https://static.toprecepty.cz/fotky/recepty/0604/veprovy-gulas-se-slaninou-celerem-a-cerstvou-paprikou-240341-270-160-exact.jpg","14","15","5,0","(1×)","Anna Kocikova","17. 2. 2023 21:57","3 názory","






        
												240 min
							
							
 (30 min 
 příprava + 210 min 
 tepelná úprava) 
				
","6","porcí","['Suroviny']","





Přidat do oblíbených (5x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73725"
"73724","Tatarák z uzeného lososa s avokádem","https://www.toprecepty.cz/recept/73724-tatarak-z-uzeneho-lososa-s-avokadem/","https://static.toprecepty.cz/fotky/recepty/0604/tatarak-z-uzeneho-lososa-s-avokadem-240339-270-160-exact.jpg","14","15","0,0","(0×)","Lenka Škulinová","17. 2. 2023 21:20","0 názorů","






        
												15 min
							
							
 (15 min 
 příprava) 
				
","2","porce","['Suroviny']","





Přidat do oblíbených
","https://www.toprecepty.cz/nutricni-hodnoty/73724"
"73723","Cuketové kari s cizrnou","https://www.toprecepty.cz/recept/73723-cuketove-kari-s-cizrnou/","https://static.toprecepty.cz/fotky/recepty/0604/cuketove-kari-s-cizrnou-240334-270-160-exact.jpg","14","15","0,0","(0×)","Marie Svarcova","17. 2. 2023 11:34","4 názory","






        
												20 min
							
							
 (10 min 
 příprava + 10 min 
 tepelná úprava) 
				
","2","porce","['Suroviny']","





Přidat do oblíbených (15x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73723"
"73722","Těstoviny se zelím a tofu","https://www.toprecepty.cz/recept/73722-testoviny-se-zelim-a-tofu/","https://static.toprecepty.cz/fotky/recepty/0604/testoviny-se-zelim-a-tofu-240331-270-160-exact.jpg","14","15","0,0","(0×)","tejaja","17. 2. 2023 09:18","1 názor","






        
												30 min
							
							
 (10 min 
 příprava + 20 min 
 tepelná úprava) 
				
","3","porce","['Suroviny']","





Přidat do oblíbených (8x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73722"
"73720","Kuřecí stehna na černém pivu s mrkví","https://www.toprecepty.cz/recept/73720-kureci-stehna-na-cernem-pivu-s-mrkvi/","https://static.toprecepty.cz/fotky/recepty/0604/kureci-stehna-na-cernem-pivu-s-mrkvi-240314-270-160-exact.jpg","14","15","0,0","(0×)","Lenka Škulinová","16. 2. 2023 17:51","1 názor","






        
												70 min
							
							
 (10 min 
 příprava + 60 min 
 tepelná úprava) 
				
","2","porce","['Suroviny', 'Marináda']","





Přidat do oblíbených (3x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73720"
"73719","Krůtí roládky se slaninou a švestkami","https://www.toprecepty.cz/recept/73719-kruti-roladky-se-slaninou-a-svestkami/","https://static.toprecepty.cz/fotky/recepty/0604/kruti-roladky-se-slaninou-a-svestkami-240306-270-160-exact.jpg","14","15","5,0","(1×)","Marie Svarcova","16. 2. 2023 09:04","0 názorů","






        
												45 min
							
							
 (15 min 
 příprava + 30 min 
 tepelná úprava) 
				
","3","porce","['Suroviny']","





Přidat do oblíbených (2x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73719"
"73717","Pikantní masové ruličky v omáčce z remosky","https://www.toprecepty.cz/recept/73717-pikantni-masove-rulicky-v-omacce-z-remosky/","https://static.toprecepty.cz/fotky/recepty/0604/pikantni-masove-rulicky-v-omacce-z-remosky-240299-270-160-exact.jpg","14","15","5,0","(1×)","Lenka Škulinová","15. 2. 2023 21:26","2 názory","






        
												55 min
							
							
 (15 min 
 příprava + 40 min 
 tepelná úprava) 
				
","2","porce","['Suroviny', 'Masové ruličky', 'Dále']","





Přidat do oblíbených (4x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73717"
"73716","Pečená krkovička s cuketou","https://www.toprecepty.cz/recept/73716-pecena-krkovicka-s-cuketou/","https://static.toprecepty.cz/fotky/recepty/0604/pecena-krkovicka-s-cuketou-240273-270-160-exact.jpg","14","15","0,0","(0×)","Lenka Škulinová","15. 2. 2023 17:34","0 názorů","






        
												75 min
							
							
 (15 min 
 příprava + 60 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (1x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73716"
"73715","Krém z kinder čokolády s mangem","https://www.toprecepty.cz/recept/73715-krem-z-kinder-cokolady-s-mangem/","https://static.toprecepty.cz/fotky/recepty/0604/krem-z-kinder-cokolady-s-mangem-240268-270-160-exact.jpg","14","15","0,0","(0×)","RubyRom","15. 2. 2023 15:35","1 názor","






        
												25 min
							
							
 (20 min 
 příprava + 5 min 
 tepelná úprava) 
				
","2","porce","['Suroviny', '']","





Přidat do oblíbených (4x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73715"
"73714","Červená čočka na kari s rajčaty","https://www.toprecepty.cz/recept/73714-cervena-cocka-na-kari-s-rajcaty/","https://static.toprecepty.cz/fotky/recepty/0604/cervena-cocka-na-kari-s-rajcaty-240266-270-160-exact.jpg","14","15","4,0","(1×)","Zdrava5","15. 2. 2023 14:07","2 názory","






        
												35 min
							
							
 (5 min 
 příprava + 30 min 
 tepelná úprava) 
				
","2","porce","['Suroviny']","





Přidat do oblíbených (14x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73714"
"73713","Avokádový dip s bezlepkovými chipsy","https://www.toprecepty.cz/recept/73713-avokadovy-dip-s-bezlepkovymi-chipsy/","https://static.toprecepty.cz/fotky/recepty/0604/avokadovy-dip-s-bezlepkovymi-chipsy-240264-270-160-exact.jpg","14","15","0,0","(0×)","Lenka Škulinová","15. 2. 2023 11:07","1 názor","






        
												15 min
							
							
 (15 min 
 příprava) 
				
","1","dávka","['Suroviny']","





Přidat do oblíbených (3x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73713"
"73712","Smetanová bramboračka s česnekem a sýrem","https://www.toprecepty.cz/recept/73712-smetanova-bramboracka-s-cesnekem-a-syrem/","https://static.toprecepty.cz/fotky/recepty/0604/smetanova-bramboracka-s-cesnekem-a-syrem-240262-270-160-exact.jpg","14","15","5,0","(1×)","Marie Svarcova","15. 2. 2023 10:10","2 názory","






        
												25 min
							
							
 (10 min 
 příprava + 15 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (32x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73712"
"73711","Hovězí maso na špeku s těstovinami","https://www.toprecepty.cz/recept/73711-hovezi-maso-na-speku-s-testovinami/","https://static.toprecepty.cz/fotky/recepty/0604/hovezi-maso-na-speku-s-testovinami-240261-270-160-exact.jpg","14","15","5,0","(1×)","RubyRom","14. 2. 2023 19:00","2 názory","






        
												75 min
							
							
 (15 min 
 příprava + 60 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (7x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73711"
"73710","Pikantní krůtí kousky na cibuli a pórku","https://www.toprecepty.cz/recept/73710-pikantni-kruti-kousky-na-cibuli-a-porku/","https://static.toprecepty.cz/fotky/recepty/0604/pikantni-kruti-kousky-na-cibuli-a-porku-240257-270-160-exact.jpg","14","15","0,0","(0×)","Marie Svarcova","14. 2. 2023 14:30","2 názory","






        
												60 min
							
							
 (45 min 
 příprava + 15 min 
 tepelná úprava) 
				
","2","porce","['Suroviny']","





Přidat do oblíbených (5x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73710"
"73709","Rybí filety na zelenině","https://www.toprecepty.cz/recept/73709-rybi-filety-na-zelenine/","https://static.toprecepty.cz/fotky/recepty/0604/rybi-filety-na-zelenine-240254-270-160-exact.jpg","14","15","0,0","(0×)","tejaja","14. 2. 2023 10:44","1 názor","






        
												35 min
							
							
 (10 min 
 příprava + 25 min 
 tepelná úprava) 
				
","4","porce","['Suroviny', 'Omáčka']","





Přidat do oblíbených (1x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73709"
"73708","Hovězí játra a cibule","https://www.toprecepty.cz/recept/73708-hovezi-jatra-a-cibule/","https://static.toprecepty.cz/fotky/recepty/0604/hovezi-jatra-a-cibule-240249-270-160-exact.jpg","14","15","5,0","(1×)","hazel","14. 2. 2023 02:50","3 názory","






        
												70 min
							
							
 (45 min 
 příprava + 25 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (3x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73708"
"73707","Makové rohlíčky kynuté LM kváskem","https://www.toprecepty.cz/recept/73707-makove-rohlicky-kynute-lm-kvaskem/","https://static.toprecepty.cz/fotky/recepty/0604/makove-rohlicky-kynute-lm-kvaskem-240246-270-160-exact.jpg","14","15","0,0","(0×)","Mama-mia","13. 2. 2023 23:57","1 názor","






        
												140 min
							
							
 (120 min 
 příprava + 20 min 
 tepelná úprava) 
				
","16","porcí","['Suroviny', 'Rozkvas', 'Těsto', 'Náplň', 'Na pomazání']","





Přidat do oblíbených (2x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73707"
"73706","Italský kvásek Lievito Madre neboli LM kvásek","https://www.toprecepty.cz/recept/73706-italsky-kvasek-lievito-madre-neboli-lm-kvasek/","https://static.toprecepty.cz/fotky/recepty/0603/italsky-kvasek-lievito-madre-neboli-lm-kvasek-240244-270-160-exact.jpg","14","15","5,0","(2×)","Mama-mia","13. 2. 2023 23:16","1 názor","","1","porce","['Suroviny', 'Na krmení kvásku']","





Přidat do oblíbených (17x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73706"
"56431","Srbské rizoto z vepřové plece","https://www.toprecepty.cz/recept/56431-srbske-rizoto-z-veprove-plece/","https://static.toprecepty.cz/fotky/recepty/0482/srbske-rizoto-z-veprove-plece-225882-413-295-exact.jpg","14","15","4,9","(63×)","ingi79","26. 3. 2018 18:13","13 názorů","






        
												70 min
							
							
 (20 min 
 příprava + 50 min 
 tepelná úprava) 
				
","3","porce","['Suroviny']","





Přidat do oblíbených (539x)
					","https://www.toprecepty.cz/nutricni-hodnoty/56431"
