"recipe_source_id","recipe_name","recipe_link","recipe_image","recipe_batch-id","id","recipe_stars","recipe_rating_cnt","recipe_author","recipe_created","recipe_comment_cnt","recipe_time","serve_cnt","serve_unit","sections","favourites_cnt","ingredient_nutrition_url"
"74127","Kuřecí roláda s nádivkou, zabalená do listového těsta","https://www.toprecepty.cz/recept/74127-kureci-rolada-s-nadivkou-zabalena-do-listoveho-testa/","https://static.toprecepty.cz/fotky/recepty/0658/kureci-rolada-s-nadivkou-zabalena-do-listoveho-testa-245900-270-160-exact.jpg","0","1","5,0","(2×)","Marie Svarcova","před 7 hodinami","6 názorů","






        
												60 min
							
							
 (20 min 
 příprava + 40 min 
 tepelná úprava) 
				
","4","porce","['Suroviny', '', 'Nádivka', 'Nádivka']","





Přidat do oblíbených (2x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74127"
"74126","Máslová polévka s houbami a bramborem","https://www.toprecepty.cz/recept/74126-maslova-polevka-s-houbami-a-bramborem/","https://static.toprecepty.cz/fotky/recepty/0658/maslova-polevka-s-houbami-a-bramborem-245890-270-160-exact.jpg","0","1","5,0","(3×)","Marie Svarcova","27. 4. 2023 07:40","6 názorů","






        
												35 min
							
							
 (10 min 
 příprava + 25 min 
 tepelná úprava, bez doby rozmražení hub a namáčení sušených hub) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (4x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74126"
"74125","Králík na smetaně z pomalého hrnce","https://www.toprecepty.cz/recept/74125-kralik-na-smetane-z-pomaleho-hrnce/","https://static.toprecepty.cz/fotky/recepty/0658/kralik-na-smetane-z-pomaleho-hrnce-245887-270-160-exact.jpg","0","1","5,0","(3×)","Anna Kocikova","26. 4. 2023 19:42","8 názorů","






        
												250 min
							
							
 (250 min 
 tepelná úprava) 
				
","2","porce","['Suroviny']","





Přidat do oblíbených (1x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74125"
"74124","Červený talíř","https://www.toprecepty.cz/recept/74124-cerveny-talir/","https://static.toprecepty.cz/fotky/recepty/0658/cerveny-talir-245883-270-160-exact.jpg","0","1","4,8","(4×)","tejaja","26. 4. 2023 19:09","6 názorů","






        
												25 min
							
							
 (10 min 
 příprava + 15 min 
 tepelná úprava) 
				
","2","porce","['Suroviny', 'Dip']","





Přidat do oblíbených (1x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74124"
"74123","Salát s kuřecím masem, opečenou slaninou a parmazánem","https://www.toprecepty.cz/recept/74123-salat-s-kurecim-masem-opecenou-slaninou-a-parmazanem/","https://static.toprecepty.cz/fotky/recepty/0658/salat-s-opecenou-slaninou-a-parmazanem-245882-270-160-exact.jpg","0","1","0,0","(0×)","RubyRom","26. 4. 2023 18:54","4 názory","






        
												25 min
							
							
 (20 min 
 příprava + 5 min 
 tepelná úprava) 
				
","4","porce","['Suroviny', '']","





Přidat do oblíbených (3x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74123"
"74122","Dýňové placičky z trouby","https://www.toprecepty.cz/recept/74122-dynove-placicky-z-trouby/","https://static.toprecepty.cz/fotky/recepty/0658/dynove-placicky-z-trouby-245881-270-160-exact.jpg","0","1","5,0","(2×)","RubyRom","26. 4. 2023 17:59","4 názory","






        
												60 min
							
							
 (20 min 
 příprava + 40 min 
 tepelná úprava) 
				
","20","kusů","['Suroviny', 'Dip']","





Přidat do oblíbených (4x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74122"
"74120","Grilovaná marinovaná krkovička s žampionovou omáčkou","https://www.toprecepty.cz/recept/74120-grilovana-marinovana-krkovicka-s-zampionovou-omackou/","https://static.toprecepty.cz/fotky/recepty/0658/grilovana-marinovana-krkovicka-s-zampionovou-omackou-245880-270-160-exact.jpg","0","1","5,0","(2×)","RubyRom","26. 4. 2023 12:22","6 názorů","






        
												45 min
							
							
 (25 min 
 příprava + 20 min 
 tepelná úprava, Bez doby marinování masa) 
				
","4","porce","['Suroviny', '', 'Marináda', 'Marináda', 'Omáčka']","





Přidat do oblíbených (8x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74120"
"74119","Guláš z kuřecích stehen s paprikou a rajčaty","https://www.toprecepty.cz/recept/74119-gulas-z-kurecich-stehen-s-paprikou-a-rajcaty/","https://static.toprecepty.cz/fotky/recepty/0658/gulas-z-kurecich-stehen-s-paprikou-a-rajcaty-245877-270-160-exact.jpg","0","1","0,0","(0×)","RubyRom","26. 4. 2023 10:04","4 názory","






        
												65 min
							
							
 (35 min 
 příprava + 30 min 
 tepelná úprava) 
				
","4","porce","['Suroviny', 'Na vývar']","





Přidat do oblíbených (3x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74119"
"74118","Hovězí nudličky na kampotském pepři","https://www.toprecepty.cz/recept/74118-hovezi-nudlicky-na-kampotskem-pepri/","https://static.toprecepty.cz/fotky/recepty/0658/hovezi-nudlicky-na-kampotskem-pepri-245874-270-160-exact.jpg","0","1","0,0","(0×)","Marie Svarcova","26. 4. 2023 09:39","0 názorů","






        
												15 min
							
							
 (5 min 
 příprava + 10 min 
 tepelná úprava) 
				
","2","porce","['Suroviny']","





Přidat do oblíbených (1x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74118"
"74117","TOP Banánový chlebík","https://www.toprecepty.cz/recept/74117-top-bananovy-chlebik/","https://static.toprecepty.cz/fotky/recepty/0658/top-bananovy-chlebik-245871-270-160-exact.jpg","0","1","5,0","(1×)","Zuzkamo","26. 4. 2023 07:54","1 názor","






        
												75 min
							
							
 (15 min 
 příprava + 60 min 
 tepelná úprava) 
				
","4","porce","['Suroviny', 'Dále']","





Přidat do oblíbených (4x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74117"
