"recipe_source_id","recipe_name","recipe_link","recipe_image","recipe_batch-id","id","recipe_stars","recipe_rating_cnt","recipe_author","recipe_created","recipe_comment_cnt","recipe_time","serve_cnt","serve_unit","sections","favourites_cnt","ingredient_nutrition_url"
"74068","Marinované maso s domácími hranolky","https://www.toprecepty.cz/recept/74068-marinovane-maso-s-domacimi-hranolky/","https://static.toprecepty.cz/fotky/recepty/0656/marinovane-maso-s-domacimi-hranolky-245726-270-160-exact.jpg","2","3","0,0","(0×)","Eevous","20. 4. 2023 11:08","0 názorů","






        
												135 min
							
							
 (70 min 
 příprava + 65 min 
 tepelná úprava) 
				
","2","porce","['Suroviny']","





Přidat do oblíbených (10x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74068"
"74067","Zeleninová polévka zahuštěná červenou čočkou","https://www.toprecepty.cz/recept/74067-zeleninova-polevka-zahustena-cervenou-cockou/","https://static.toprecepty.cz/fotky/recepty/0656/zeleninova-polevka-zahustena-cervenou-cockou-245721-270-160-exact.jpg","2","3","5,0","(2×)","Marie Svarcova","20. 4. 2023 09:29","6 názorů","






        
												25 min
							
							
 (5 min 
 příprava + 20 min 
 tepelná úprava) 
				
","3","porce","['Suroviny']","





Přidat do oblíbených (8x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74067"
"74066","Cuketa s rajčaty a křenem","https://www.toprecepty.cz/recept/74066-cuketa-s-rajcaty-a-krenem/","https://static.toprecepty.cz/fotky/recepty/0656/cuketa-s-rajcaty-a-krenem-245715-270-160-exact.jpg","2","3","0,0","(0×)","tejaja","19. 4. 2023 11:06","2 názory","






        
												30 min
							
							
 (10 min 
 příprava + 20 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (5x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74066"
"74065","Vepřový plátek s fazolkami","https://www.toprecepty.cz/recept/74065-veprovy-platek-s-fazolkami/","https://static.toprecepty.cz/fotky/recepty/0656/veprovy-platek-s-fazolkami-245712-270-160-exact.jpg","2","3","5,0","(2×)","tejaja","19. 4. 2023 10:38","0 názorů","






        
												25 min
							
							
 (10 min 
 příprava + 15 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (2x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74065"
"74064","Kuře na paprice","https://www.toprecepty.cz/recept/74064-kure-na-paprice/","https://static.toprecepty.cz/fotky/recepty/0656/kure-na-paprice-vol-2-245711-270-160-exact.jpg","2","3","5,0","(1×)","Eevous","19. 4. 2023 09:38","2 názory","






        
												70 min
							
							
 (10 min 
 příprava + 60 min 
 tepelná úprava) 
				
","5","porcí","['Suroviny']","





Přidat do oblíbených (6x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74064"
"74063","Brokolicoví šneci","https://www.toprecepty.cz/recept/74063-brokolicovi-sneci/","https://static.toprecepty.cz/fotky/recepty/0656/brokolicovi-sneci-245709-270-160-exact.jpg","2","3","5,0","(1×)","Eevous","19. 4. 2023 09:33","5 názorů","






        
												15 min
							
							
 (15 min 
 tepelná úprava) 
				
","20","kusů","['Suroviny']","





Přidat do oblíbených (5x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74063"
"74062","Crinckles","https://www.toprecepty.cz/recept/74062-crinckles/","https://static.toprecepty.cz/fotky/recepty/0656/crinckles-245705-270-160-exact.jpg","2","3","0,0","(0×)","Eevous","19. 4. 2023 09:30","2 názory","






        
												42 min
							
							
 (30 min 
 příprava + 12 min 
 tepelná úprava, +odležení) 
				
","50","kusů","['Suroviny']","





Přidat do oblíbených (1x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74062"
"74061","Kuřecí prsa v sýrové krustě ve vinné omáčce","https://www.toprecepty.cz/recept/74061-kureci-prsa-v-syrove-kruste-ve-vinne-omacce/","https://static.toprecepty.cz/fotky/recepty/0656/kureci-prsa-v-syrove-kruste-ve-vinne-omacce-245701-270-160-exact.jpg","2","3","0,0","(0×)","Marie Svarcova","19. 4. 2023 08:31","0 názorů","






        
												35 min
							
							
 (10 min 
 příprava + 25 min 
 tepelná úprava) 
				
","3","porce","['Suroviny']","





Přidat do oblíbených (2x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74061"
"74059","Odlehčené ovesné sušenky","https://www.toprecepty.cz/recept/74059-odlehcene-ovesne-susenky/","https://static.toprecepty.cz/fotky/recepty/0656/odlehcene-ovesne-susenky-245703-270-160-exact.jpg","2","3","0,0","(0×)","Eevous","18. 4. 2023 23:01","4 názory","






        
												42 min
							
							
 (30 min 
 příprava + 12 min 
 tepelná úprava) 
				
","40","kusů","['Suroviny']","





Přidat do oblíbených (3x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74059"
"74058","Brokolicová pizza","https://www.toprecepty.cz/recept/74058-brokolicova-pizza/","https://static.toprecepty.cz/fotky/recepty/0656/brokolicova-pizza-245698-270-160-exact.jpg","2","3","0,0","(0×)","Eevous","18. 4. 2023 22:56","4 názory","






        
												40 min
							
							
 (15 min 
 příprava + 25 min 
 tepelná úprava) 
				
","2","porce","['Suroviny']","





Přidat do oblíbených (3x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74058"
"74057","Mascarpone bábovka","https://www.toprecepty.cz/recept/74057-mascarpone-babovka/","https://static.toprecepty.cz/fotky/recepty/0656/mascarpone-babovka-245697-270-160-exact.jpg","2","3","0,0","(0×)","Eevous","18. 4. 2023 22:52","2 názory","






        
												50 min
							
							
 (10 min 
 příprava + 40 min 
 tepelná úprava) 
				
","1","kus","['Suroviny']","





Přidat do oblíbených (1x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74057"
"74056","Pečené kuřecí maso s bramborami","https://www.toprecepty.cz/recept/74056-pecene-kureci-maso-s-bramborami/","https://static.toprecepty.cz/fotky/recepty/0656/pecene-kureci-maso-s-bramborem-245696-270-160-exact.jpg","2","3","0,0","(0×)","Eevous","18. 4. 2023 22:20","0 názorů","






        
												100 min
							
							
 (20 min 
 příprava + 80 min 
 tepelná úprava, +marinování) 
				
","2","porce","['Suroviny']","





Přidat do oblíbených (3x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74056"
"74055","Cibulové bagetky","https://www.toprecepty.cz/recept/74055-cibulove-bagetky/","https://static.toprecepty.cz/fotky/recepty/0656/cibulove-bagetky-245694-270-160-exact.jpg","2","3","5,0","(1×)","Eevous","18. 4. 2023 22:16","10 názorů","






        
												45 min
							
							
 (30 min 
 příprava + 15 min 
 tepelná úprava, + kynutí) 
				
","1","dávka","['Suroviny']","





Přidat do oblíbených (15x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74055"
"74054","Teplý salát z červené čočky","https://www.toprecepty.cz/recept/74054-teply-salat-z-cervene-cocky/","https://static.toprecepty.cz/fotky/recepty/0656/teply-salat-z-cervene-cocky-245688-270-160-exact.jpg","2","3","5,0","(2×)","Marie Svarcova","18. 4. 2023 08:21","4 názory","






        
												15 min
							
							
 (5 min 
 příprava + 10 min 
 tepelná úprava) 
				
","3","porce","['Suroviny']","





Přidat do oblíbených (14x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74054"
"74053","Polévka z červené řepy s bramborami","https://www.toprecepty.cz/recept/74053-polevka-z-cervene-repy-s-bramborami/","https://static.toprecepty.cz/fotky/recepty/0656/polevka-z-cervene-repy-s-bramborami-245681-270-160-exact.jpg","2","3","3,7","(3×)","tejaja","17. 4. 2023 10:11","4 názory","






        
												25 min
							
							
 (10 min 
 příprava + 15 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (5x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74053"
"74052","Thajské kuřecí kousky s ananasem","https://www.toprecepty.cz/recept/74052-thajske-kureci-kousky-s-ananasem/","https://static.toprecepty.cz/fotky/recepty/0656/thajske-kureci-kousky-s-ananasem-245679-270-160-exact.jpg","2","3","5,0","(1×)","Marie Svarcova","17. 4. 2023 08:54","0 názorů","






        
												20 min
							
							
 (5 min 
 příprava + 15 min 
 tepelná úprava) 
				
","2","porce","['Suroviny', 'K dokončení']","





Přidat do oblíbených (10x)
					","https://www.toprecepty.cz/nutricni-hodnoty/74052"
