"step_link","recipe_id","name","order"
"","3","



					Brambory očistíme, oloupeme a nakrájíme na cca 1 cm silné špalíčky. 
Necháme cca 15 minut provařit v osolené vodě, poté scedíme a lehce osušíme v papírové utěrce.
				

","1"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/co-s-krouticim-se-papirem-na-peceni/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Videonávod: Jak si poradit s papírem na pečení

		</a>
</p>","3","



					Uvařené hranolky vyskládáme na plech vyložený pečicím papírem, posypeme sušeným česnekem, solí a lehce postříkáme olejem.
				








        
											Videonávod: Jak si poradit s papírem na pečení

		

","2"
"","3","



					Hranolky pečeme v troubě vyhřáté na 190 °C cca 40 minut na horkovzduch.
				

","3"
"","3","



					Maso naložíme do směsi cukru, soli, sójové omáčky a worcesteru a necháme alespoň hodinu marinovat v lednici.
				

","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/tatarska-omacka-nejlepsi-recepty/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Nejlepší recepty na tatarskou omáčku
</span>
</a>
</p>","3","



					Naložené maso pak pozvolna restujeme na malém množství oleje nebo nasucho cca 10 minut.
				



TIP 					Nejlepší recepty na tatarskou omáčku



","5"
"","3","



					Všechnu zeleninu očistíme a nakrájíme. Mrkev na kolečka, česnek najemno, hrášek propláchneme na sítu a ostatní zeleninu nakrájíme na drobné kousky.
				

","1"
"","3","



					Do rozehřátého hrnce dáme olej a orestujeme mrkev do barvy, cca 3-5 minut, přidáme česnek, promícháme a necháme rozvonět.
				

","2"
"","3","



					Zalijeme vodou a přidáme všechnu ostatní zeleninu, kromě hrášku. Mírně osolíme a přivedeme k varu. Na sníženém stupni tepla vaříme cca 10 minut. Poté přidáme hrášek a čočku a už jen krátce povaříme.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/jak-se-vari-z-cervene-cocky/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Tipy, jak vařit z červené čočky
</span>
</a>
</p>","3","



					Přidáme nasekaný libeček a petrželku, dosolíme, opepříme dle chuti a ihned podáváme.
				



TIP 					Tipy, jak vařit z červené čočky



","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-poznat-mlade-cukety/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak poznat mladé cukety

		</a>
</p>","3","



					Cuketu narežeme na menšie kocky, paradajky na mesiačiky.
				








        
											Jak poznat mladé cukety

		

","1"
