"recipe_source_id","recipe_name","recipe_link","recipe_image","recipe_batch-id","id","recipe_stars","recipe_rating_cnt","recipe_author","recipe_created","recipe_comment_cnt","recipe_time","serve_cnt","serve_unit","sections","favourites_cnt","ingredient_nutrition_url"
"73627","Míchaný zelný salát","https://www.toprecepty.cz/recept/73627-michany-zelny-salat/","https://static.toprecepty.cz/fotky/recepty/0601/michany-zelny-salat-239978-270-160-exact.jpg","18","19","0,0","(0×)","Lenka Škulinová","3. 2. 2023 12:13","0 názorů","






        
												15 min
							
							
 (15 min 
 příprava) 
				
","3","porce","['Suroviny', 'Salát', 'Zálivka']","





Přidat do oblíbených (3x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73627"
"73626","Špagety s uzeným masem, nivou a kysanou smetanou","https://www.toprecepty.cz/recept/73626-spagety-s-uzenym-masem-nivou-a-kysanou-smetanou/","https://static.toprecepty.cz/fotky/recepty/0601/spagety-s-uzenym-masem-nivou-a-kysanou-smetanou-239977-270-160-exact.jpg","18","19","0,0","(0×)","RubyRom","3. 2. 2023 11:58","2 názory","






        
												55 min
							
							
 (25 min 
 příprava + 30 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (9x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73626"
"73625","Staročeská drožďovka","https://www.toprecepty.cz/recept/73625-staroceska-drozdovka/","https://static.toprecepty.cz/fotky/recepty/0601/staroceska-drozdovka-239987-270-160-exact.jpg","18","19","5,0","(1×)","RubyRom","3. 2. 2023 11:37","0 názorů","






        
												40 min
							
							
 (20 min 
 příprava + 20 min 
 tepelná úprava) 
				
","1","dávka","['Suroviny']","





Přidat do oblíbených (6x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73625"
"73624","Čerstvý zelný salát s mrkví a sójovými boby","https://www.toprecepty.cz/recept/73624-cerstvy-zelny-salat-s-mrkvi-a-sojovymi-boby/","https://static.toprecepty.cz/fotky/recepty/0601/cerstvy-zelny-salat-s-mrkvi-a-boby-239974-270-160-exact.jpg","18","19","0,0","(0×)","Marie Svarcova","3. 2. 2023 10:38","0 názorů","






        
												15 min
							
							
 (15 min 
 příprava) 
				
","2","porce","['Suroviny']","





Přidat do oblíbených (3x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73624"
"73623","Šťavnatý mrkvovo řepný salát s jablky a citrónem","https://www.toprecepty.cz/recept/73623-stavnaty-mrkvovo-repny-salat-s-jablky-a-citronem/","https://static.toprecepty.cz/fotky/recepty/0601/stavnaty-mrkvovo-repny-salat-s-jablky-a-citronem-239972-270-160-exact.jpg","18","19","5,0","(2×)","janky3","3. 2. 2023 10:36","2 názory","






        
												30 min
							
							
 (30 min 
 příprava) 
				
","5","porcí","['Suroviny']","





Přidat do oblíbených (6x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73623"
"73622","Zabíjačková polévka","https://www.toprecepty.cz/recept/73622-zabijackova-polevka/","https://static.toprecepty.cz/fotky/recepty/0601/zabijackova-polivka-239971-270-160-exact.jpg","18","19","5,0","(1×)","janky3","3. 2. 2023 01:24","12 názorů","






        
												40 min
							
							
 (10 min 
 příprava + 30 min 
 tepelná úprava) 
				
","5","porcí","['Suroviny']","





Přidat do oblíbených (4x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73622"
"73621","Zdravý koláč z vloček a banánů","https://www.toprecepty.cz/recept/73621-zdravy-kolac-z-vlocek-a-bananu/","https://static.toprecepty.cz/fotky/recepty/0601/zdravy-kolac-z-vlocek-a-bananu-239966-270-160-exact.jpg","18","19","5,0","(1×)","vikikl","2. 2. 2023 21:05","4 názory","






        
												70 min
							
							
 (30 min 
 příprava + 40 min 
 tepelná úprava) 
				
","4","porce","['Suroviny', 'Těsto', 'Poleva', 'Dále']","





Přidat do oblíbených (10x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73621"
"73620","Domácí noky zapečené s lososem a špenátem","https://www.toprecepty.cz/recept/73620-domaci-noky-zapecene-s-lososem-a-spenatem/","https://static.toprecepty.cz/fotky/recepty/0601/domaci-noky-zapecene-s-lososem-a-spenatem-239963-270-160-exact.jpg","18","19","5,0","(1×)","Mama-mia","2. 2. 2023 19:58","2 názory","






        
												60 min
							
							
 (30 min 
 příprava + 30 min 
 tepelná úprava) 
				
","4","porce","['Suroviny', 'Noky', 'K zapečení']","





Přidat do oblíbených (4x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73620"
"73619","Těsto na housky, bulky, rohlíky - bez vajec","https://www.toprecepty.cz/recept/73619-testo-na-housky-bulky-rohliky-bez-vajec/","https://static.toprecepty.cz/fotky/recepty/0601/testo-na-housky-bulky-rohliky-bez-vajec-239970-270-160-exact.jpg","18","19","0,0","(0×)","Anyzek","2. 2. 2023 18:22","0 názorů","






        
												140 min
							
							
 (120 min 
 příprava + 20 min 
 tepelná úprava) 
				
","2","porce","['Suroviny', 'Na potření a posyp']","





Přidat do oblíbených (4x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73619"
"73617","Kváskový žitno pšeničný chléb s pohankou","https://www.toprecepty.cz/recept/73617-kvaskovy-zitno-psenicny-chleb-s-pohankou/","https://static.toprecepty.cz/fotky/recepty/0601/kvaskovy-zitno-psenicny-chleb-s-pohankou-239961-270-160-exact.jpg","18","19","5,0","(1×)","Javor","2. 2. 2023 18:21","2 názory","






        
												60 min
							
							
 (30 min 
 příprava + 30 min 
 tepelná úprava, +12 hod rozkvas
+4,5 hod kynutí) 
				
","1","dávka","['Suroviny', 'Rozkvas', 'Chléb', 'Chléb']","





Přidat do oblíbených (3x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73617"
