"recipe_source_id","recipe_name","recipe_link","recipe_image","recipe_batch-id","id","recipe_stars","recipe_rating_cnt","recipe_author","recipe_created","recipe_comment_cnt","recipe_time","serve_cnt","serve_unit","sections","favourites_cnt","ingredient_nutrition_url"
"73758","Vaječná pomazánka s majonézou a sýrem","https://www.toprecepty.cz/recept/73758-vajecna-pomazanka-s-majonezou-a-syrem/","https://static.toprecepty.cz/fotky/recepty/0606/vajecna-pomazanka-s-majolkou-a-syrem-240507-270-160-exact.jpg","13","14","0,0","(0×)","RubyRom","26. 2. 2023 14:11","9 názorů","






        
												28 min
							
							
 (20 min 
 příprava + 8 min 
 tepelná úprava) 
				
","1","dávka","['Suroviny']","





Přidat do oblíbených (19x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73758"
"73757","Krokety z pečeného masa","https://www.toprecepty.cz/recept/73757-krokety-z-peceneho-masa/","https://static.toprecepty.cz/fotky/recepty/0606/krokety-z-peceneho-masa-240495-270-160-exact.jpg","13","14","0,0","(0×)","Marie Svarcova","26. 2. 2023 12:22","2 názory","






        
												30 min
							
							
 (10 min 
 příprava + 20 min 
 tepelná úprava) 
				
","12","kusů","['Suroviny', 'Masová směs', 'Na obalení', 'Dále']","





Přidat do oblíbených (5x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73757"
"73756","Zelný salát s řepou a mrkví","https://www.toprecepty.cz/recept/73756-zelny-salat-s-repou-a-mrkvi/","https://static.toprecepty.cz/fotky/recepty/0606/zelny-salat-s-repou-a-mrkvi-240481-270-160-exact.jpg","13","14","0,0","(0×)","RubyRom","25. 2. 2023 19:54","1 názor","






        
												35 min
							
							
 (35 min 
 příprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (13x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73756"
"73755","Ořechové řezy s vanilkovým a čokoládovým krémem","https://www.toprecepty.cz/recept/73755-orechove-rezy-s-vanilkovym-a-cokoladovym-kremem/","https://static.toprecepty.cz/fotky/recepty/0606/orechove-rezy-s-vanilkovym-a-cokoladovym-kremem-240463-270-160-exact.jpg","13","14","5,0","(1×)","Marie Svarcova","25. 2. 2023 09:27","4 názory","






        
												70 min
							
							
 (35 min 
 příprava + 35 min 
 tepelná úprava, bez doby tuhnutí) 
				
","1","plech","['Suroviny', 'Korpus', 'Krém', 'Dále']","





Přidat do oblíbených (15x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73755"
"73754","Cheesecake ze sušenek","https://www.toprecepty.cz/recept/73754-cheesecake-ze-susenek/","https://static.toprecepty.cz/fotky/recepty/0606/cheesecake-ze-susenek-240462-270-160-exact.jpg","13","14","0,0","(0×)","jirka__officialni","24. 2. 2023 23:14","1 názor","






        
												65 min
							
							
 (20 min 
 příprava + 45 min 
 tepelná úprava) 
				
","1","kus","['Suroviny', 'Náplň']","





Přidat do oblíbených (4x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73754"
"73753","Kuřecí kousky se zeleninou a hoisin omáčkou","https://www.toprecepty.cz/recept/73753-kureci-kousky-se-zeleninou-a-hoisin-omackou/","https://static.toprecepty.cz/fotky/recepty/0605/kureci-kousky-se-zeleninou-a-hoisin-omackou-240449-270-160-exact.jpg","13","14","0,0","(0×)","Marie Svarcova","24. 2. 2023 09:44","2 názory","






        
												20 min
							
							
 (10 min 
 příprava + 10 min 
 tepelná úprava) 
				
","2","porce","['Suroviny', '']","





Přidat do oblíbených (3x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73753"
"73752","Hrachová kaše s rýží, varianta Indie, základní","https://www.toprecepty.cz/recept/73752-hrachova-kase-s-ryzi-varianta-indie-zakladni/","https://static.toprecepty.cz/design/img/bg/no-photo-270-160.png","13","14","0,0","(0×)","Autor/ka fotky","23. 2. 2023 22:30","0 názorů","






        
												90 min
							
							
 (70 min 
 příprava + 20 min 
 tepelná úprava, Bez doby namáčení hrachu) 
				
","1","dávka","['Suroviny']","





Přidat do oblíbených
","https://www.toprecepty.cz/nutricni-hodnoty/73752"
"73750","Zelené smoothie s jogurtem","https://www.toprecepty.cz/recept/73750-zelene-smoothie-s-jogurtem/","https://static.toprecepty.cz/fotky/recepty/0605/zelene-smoothie-s-jogurtem-240443-270-160-exact.jpg","13","14","0,0","(0×)","Zdrava5","23. 2. 2023 16:39","0 názorů","






        
												5 min
							
							
 (5 min 
 příprava) 
				
","2","porce","['Suroviny', 'Na dozdobení (podle chuti)', 'Na dozdobení (podle chuti)']","





Přidat do oblíbených (7x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73750"
"73749","Zimní fazolová polévka se zelím","https://www.toprecepty.cz/recept/73749-zimni-fazolova-polevka-se-zelim/","https://static.toprecepty.cz/fotky/recepty/0605/zimni-fazolova-polevka-se-zelim-240432-270-160-exact.jpg","13","14","5,0","(2×)","Marie Svarcova","23. 2. 2023 10:22","4 názory","






        
												40 min
							
							
 (10 min 
 příprava + 30 min 
 tepelná úprava) 
				
","3","porce","['Suroviny']","





Přidat do oblíbených (27x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73749"
"73748","Krůtí prsa a fazolky na slanině","https://www.toprecepty.cz/recept/73748-kruti-prsa-a-fazolky-na-slanine/","https://static.toprecepty.cz/fotky/recepty/0605/kruti-prsa-a-fazolky-na-slanine-240429-270-160-exact.jpg","13","14","0,0","(0×)","RubyRom","22. 2. 2023 23:00","2 názory","






        
												50 min
							
							
 (30 min 
 příprava + 20 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (11x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73748"
"73747","Perníkové palačinky s kysanou smetanou a pomeranči","https://www.toprecepty.cz/recept/73747-pernikove-palacinky-s-kysanou-smetanou-a-pomeranci/","https://static.toprecepty.cz/fotky/recepty/0605/pernikove-palacinky-s-kysanou-smetanou-a-pomeranci-240426-270-160-exact.jpg","13","14","5,0","(1×)","RubyRom","22. 2. 2023 19:55","2 názory","






        
												30 min
							
							
 (20 min 
 příprava + 10 min 
 tepelná úprava, bez doby odležení těsta) 
				
","6","kusů","['Suroviny', 'Palačinky', 'Náplň a dozdobení']","





Přidat do oblíbených (13x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73747"
"73746","Mexický bramborový salát","https://www.toprecepty.cz/recept/73746-mexicky-bramborovy-salat/","https://static.toprecepty.cz/fotky/recepty/0605/mexicky-bramborovy-salat-240422-270-160-exact.jpg","13","14","5,0","(3×)","Marie Svarcova","22. 2. 2023 10:47","8 názorů","






        
												35 min
							
							
 (20 min 
 příprava + 15 min 
 tepelná úprava) 
				
","2","porce","['Suroviny', 'Zálivka']","





Přidat do oblíbených (14x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73746"
"73745","Salát z goudy a ementálu s vejci","https://www.toprecepty.cz/recept/73745-salat-z-goudy-a-ementalu-s-vejci/","https://static.toprecepty.cz/fotky/recepty/0605/salat-z-goudy-a-ementalu-s-vejci-240420-270-160-exact.jpg","13","14","5,0","(2×)","RubyRom","21. 2. 2023 18:26","3 názory","






        
												37 min
							
							
 (30 min 
 příprava + 7 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (10x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73745"
"73744","Zdravá veka","https://www.toprecepty.cz/recept/73744-zdrava-veka/","https://static.toprecepty.cz/fotky/recepty/0605/zdrava-veka-240416-270-160-exact.jpg","13","14","0,0","(0×)","Petra Dvor.","21. 2. 2023 13:58","2 názory","






        
												75 min
							
							
 (15 min 
 příprava + 60 min 
 tepelná úprava) 
				
","1","dávka","['Suroviny']","





Přidat do oblíbených (3x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73744"
"73742","Vepřové kostky po bratislavsku","https://www.toprecepty.cz/recept/73742-veprove-kostky-po-bratislavsku/","https://static.toprecepty.cz/fotky/recepty/0605/veprove-kostky-po-bratislavsku-240415-270-160-exact.jpg","13","14","5,0","(6×)","RubyRom","21. 2. 2023 10:57","4 názory","






        
												70 min
							
							
 (20 min 
 příprava + 50 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (45x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73742"
"73741","Smažené nudle se zelím s trojím masem","https://www.toprecepty.cz/recept/73741-smazene-nudle-se-zelim-s-trojim-masem/","https://static.toprecepty.cz/fotky/recepty/0605/smazene-nudle-se-zelim-s-trojim-masem-240414-270-160-exact.jpg","13","14","5,0","(1×)","Marie Svarcova","21. 2. 2023 10:26","2 názory","






        
												17 min
							
							
 (5 min 
 příprava + 12 min 
 tepelná úprava) 
				
","2","porce","['Suroviny', '']","





Přidat do oblíbených (3x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73741"
"73740","Domácí rohlíky bez kynutí","https://www.toprecepty.cz/recept/73740-domaci-rohliky-bez-kynuti/","https://static.toprecepty.cz/fotky/recepty/0605/domace-rozky-bez-kynutia-240413-270-160-exact.jpg","13","14","5,0","(1×)","Diana24","21. 2. 2023 09:25","4 názory","






        
												80 min
							
							
 (60 min 
 příprava + 20 min 
 tepelná úprava) 
				
","8","kusů","['Suroviny']","





Přidat do oblíbených (14x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73740"
"73739","Rafaelo cheesecake","https://www.toprecepty.cz/recept/73739-rafaelo-cheesecake/","https://static.toprecepty.cz/fotky/recepty/0605/rafaelo-cheesecake-240410-270-160-exact.jpg","13","14","0,0","(0×)","Diana24","20. 2. 2023 17:47","5 názorů","






        
												65 min
							
							
 (60 min 
 příprava + 5 min 
 tepelná úprava, Bez doby chlazení. ) 
				
","1","kus","['Suroviny', 'Korpus', 'Krém', 'Poleva', 'Dále']","





Přidat do oblíbených (30x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73739"
"73738","Telecí roláda s omáčkou","https://www.toprecepty.cz/recept/73738-teleci-rolada-s-omackou/","https://static.toprecepty.cz/fotky/recepty/0605/teleci-rolada-s-omackou-240406-270-160-exact.jpg","13","14","5,0","(2×)","RubyRom","20. 2. 2023 11:12","3 názory","






        
												100 min
							
							
 (40 min 
 příprava + 60 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (2x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73738"
"73737","Citrónový tvarohový koláč","https://www.toprecepty.cz/recept/73737-citronovy-tvarohovy-kolac/","https://static.toprecepty.cz/fotky/recepty/0605/citronovy-tvarohovy-kolac-240405-270-160-exact.jpg","13","14","4,0","(4×)","jirka__officialni","20. 2. 2023 10:53","0 názorů","






        
												60 min
							
							
 (30 min 
 příprava + 30 min 
 tepelná úprava, bábovku pečeme déle
bez doby chladnutí) 
				
","12","porcí","['Suroviny']","





Přidat do oblíbených (11x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73737"
