"author","recipe_id","date","text"
"RubyRom","14","11. 3. 2023 08:02","Moanka: Moc děkuji a také přeji hezký víkend "
"Moanka","14","10. 3. 2023 22:26","Tak ji dělávala moje maminka.  Ráda si ji připomenu. Děkuji.  Hezký víkend přeji. "
"RubyRom","14","27. 2. 2023 10:26","Marie Svarcova: děkuji Maruško, já ani jinou Majolku® neznám "
"Marie Svarcova","14","26. 2. 2023 20:40","RubyRom: Romanko, už vidím, že úřadoval trošku šotek - ona ale existuje tzv. mléčná Majolka® Reg  tak mi to ani nepřišlo divné ale jsem ráda, že je tam obyčejná majonéza, protože tu mám nejraději  díky za zprávu a užij si večer"
"RubyRom","14","26. 2. 2023 19:56","magdalenka: tak jsem zjistila, že to reg tam naskočilo samo, nechápu. Tak jsem napsala majonéza a je to v pořádku. Omlouvám se, ale opravdu nevím jak je to možné. "
"RubyRom","14","26. 2. 2023 19:45","magdalenka: Tak to nevím kde se to tam vzalo, nepsala jsem ani ve slově Majolka® velké M. Nejde mi to ani opravit, nerozumím tomu."
"magdalenka","14","26. 2. 2023 19:04","RubyRom: ani ja neviem, akú majolk u si použila, názov receptu ma mätie... je tam to reg"
"RubyRom","14","26. 2. 2023 18:16","Marie Svarcova: Maruško nějak nerozumím otázce jakou Majolku® myslíš."
"Marie Svarcova","14","26. 2. 2023 17:55"," paráda - v jednoduchosti je krása  Ta Majolka® & reg  je asi ta mléčná ? moc ji nemám vyzkoušenou ."
"Marie Svarcova","14","26. 2. 2023 17:45","Eja57:  Díky za komentář , je to pravda - já jsem to nevymyslela tak si to nepřisvojuji, jinak krokety už dělala moje mamka ale ta jíška je tam nová   Krásný zbytek neděle"
"Eja57","14","26. 2. 2023 17:39","Dobře že jsi dala Flo do poznámky"
"Marie Svarcova","14","26. 2. 2023 10:09","   skvělý salát , ten také mám ráda "
"Marie Svarcova","14","26. 2. 2023 10:07","Gabina: Děkuji za komentář, dělám ten korpus velmi oblíbený s kakaem (3 lžíce) a tentokrát jsem místo kakaa dala ořechy, aby byla změna , obojí je moc dobré. Přeji krásnou neděli"
"Gabina","14","26. 2. 2023 01:18","To musí být dobrota  co nejdříve vyzkousim. Líbí se mi ten korpus, že je bez vajec"
"Marie Svarcova","14","25. 2. 2023 16:14","RubyRom:  Romanko moc děkuji, od tebe obzvlášť pochvala těší, Ač nemusím sladké ten krém je tak dobrý, že jsem si dala i já.  Přeji krásnou sobotu"
"RubyRom","14","25. 2. 2023 15:50","Nádherné řezy, jak z cukrárny. Moc se Ti povedly. "
"Marie Svarcova","14","25. 2. 2023 16:15",""
"Marie Svarcova","14","24. 2. 2023 22:33","Tonja: děkujihezký večer"
"Tonja","14","24. 2. 2023 22:29","Jídla s Hoisin sojovou omáčkou miluju. Používám ji dost často."
"Marie Svarcova","14","26. 2. 2023 12:31","beruna1:  moc děkuji za komentář a mám radost z hezké fotečky  Přeji krásnou neděli "
"beruna1","14","26. 2. 2023 12:27","Výborná"
"Marie Svarcova","14","23. 2. 2023 14:13","Eja57:  děkuji za komentář, já je tam dávám ale jedna moje dcera vůbec houby nejí tak jí je nenutím krásný den"
"Eja57","14","23. 2. 2023 13:29","Ty houby bych tam určitě dala. Dělám podobně, s bílými fazolemi, není to tak barevné ale také 👍. Hezký recept"
"RubyRom","14","23. 2. 2023 18:21","Marie Svarcova:  děkuji "
"Marie Svarcova","14","23. 2. 2023 10:59"," parádní recept - fazolky mňam "
