"recipe_source_id","recipe_name","recipe_link","recipe_image","recipe_batch-id","id","recipe_stars","recipe_rating_cnt","recipe_author","recipe_created","recipe_comment_cnt","recipe_time","serve_cnt","serve_unit","sections","favourites_cnt","ingredient_nutrition_url"
"73841","Krakonošův králík","https://www.toprecepty.cz/recept/73841-krakonosuv-kralik/","https://static.toprecepty.cz/fotky/recepty/0623/krakonosuv-kralik-242269-270-160-exact.jpg","10","11","5,0","(1×)","RubyRom","12. 3. 2023 16:07","4 názory","






        
												160 min
							
							
 (40 min 
 příprava + 120 min 
 tepelná úprava) 
				
","2","porce","['Suroviny']","





Přidat do oblíbených (7x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73841"
"73839","Žitný kváskový chleba s pšeničnou moukou","https://www.toprecepty.cz/recept/73839-zitny-kvaskovy-chleba-s-psenicnou-moukou/","https://static.toprecepty.cz/fotky/recepty/0623/zitna-kvaskovy-chleba-s-psenicnou-moukou-242265-270-160-exact.jpg","10","11","0,0","(0×)","Foxinka","12. 3. 2023 15:27","0 názorů","






        
												80 min
							
							
 (40 min 
 příprava + 40 min 
 tepelná úprava, bez doby kynutí rozkvasu a těsta) 
				
","1","kus","['Suroviny', 'Rozkvas', 'Dále']","





Přidat do oblíbených (5x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73839"
"73838","Tvarohový trhanec s ovocem a kysanou smetanou","https://www.toprecepty.cz/recept/73838-tvarohovy-trhanec-s-ovocem-a-kysanou-smetanou/","https://static.toprecepty.cz/fotky/recepty/0623/tvarohovy-trhanec-s-ovocem-a-kysanou-smetanou-242263-270-160-exact.jpg","10","11","0,0","(0×)","RubyRom","12. 3. 2023 14:51","2 názory","






        
												50 min
							
							
 (35 min 
 příprava + 15 min 
 tepelná úprava) 
				
","2","porce","['Suroviny', 'Omáčka', 'Na ozdobu']","





Přidat do oblíbených (4x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73838"
"73837","Piškotové řezy s ovocem a tvarohovým krémem","https://www.toprecepty.cz/recept/73837-piskotove-rezy-s-ovocem-a-tvarohovym-kremem/","https://static.toprecepty.cz/fotky/recepty/0623/piskotove-rezy-s-ovocem-a-tvarohovym-kremem-242254-270-160-exact.jpg","10","11","0,0","(0×)","Marie Svarcova","12. 3. 2023 09:29","2 názory","






        
												80 min
							
							
 (65 min 
 příprava + 15 min 
 tepelná úprava, bez doby chlazení) 
				
","1","plech","['Suroviny', 'Piškot', 'Náplň', 'Krém', 'Poleva']","





Přidat do oblíbených (7x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73837"
"73836","Zeleninový salát s křenem a šunkou","https://www.toprecepty.cz/recept/73836-zeleninovy-salat-s-krenem-a-sunkou/","https://static.toprecepty.cz/fotky/recepty/0623/zeleninovy-salat-s-krenem-a-sunkou-242250-270-160-exact.jpg","10","11","5,0","(2×)","RubyRom","11. 3. 2023 18:32","6 názorů","






        
												30 min
							
							
 (30 min 
 příprava) 
				
","3","porce","['Suroviny']","





Přidat do oblíbených (7x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73836"
"73832","Kuřecí stehna s brambory a zeleninou z remosky","https://www.toprecepty.cz/recept/73832-kureci-stehna-s-brambory-a-zeleninou-z-remosky/","https://static.toprecepty.cz/fotky/recepty/0623/kureci-stehna-s-brambory-a-zeleninou-z-remosky-242244-270-160-exact.jpg","10","11","0,0","(0×)","Lenka Škulinová","11. 3. 2023 12:30","1 názor","






        
												60 min
							
							
 (10 min 
 příprava + 50 min 
 tepelná úprava) 
				
","2","porce","['Suroviny']","





Přidat do oblíbených (4x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73832"
"73830","Plněná mořská štika","https://www.toprecepty.cz/recept/73830-plnena-morska-stika/","https://static.toprecepty.cz/fotky/recepty/0623/plnena-morska-stika-242239-270-160-exact.jpg","10","11","0,0","(0×)","Lenka Škulinová","11. 3. 2023 11:42","3 názory","






        
												60 min
							
							
 (15 min 
 příprava + 45 min 
 tepelná úprava) 
				
","2","porce","['Suroviny']","





Přidat do oblíbených (1x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73830"
"73829","Vepřová panenka v omáčce teriyaki","https://www.toprecepty.cz/recept/73829-veprova-panenka-v-omacce-teriyaki/","https://static.toprecepty.cz/fotky/recepty/0623/veprova-panenka-v-omacce-teriyaki-242237-270-160-exact.jpg","10","11","4,0","(1×)","Marie Svarcova","11. 3. 2023 11:25","2 názory","






        
												55 min
							
							
 (40 min 
 příprava + 15 min 
 tepelná úprava) 
				
","2","porce","['Suroviny', 'Omáčka']","





Přidat do oblíbených (8x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73829"
"73827","Pomazánka z uzené makrely s křenem a kapary","https://www.toprecepty.cz/recept/73827-pomazanka-z-uzene-makrely-s-krenem-a-kapary/","https://static.toprecepty.cz/fotky/recepty/0623/pomazanka-z-uzene-makrely-s-krenem-a-kapary-242236-270-160-exact.jpg","10","11","5,0","(2×)","RubyRom","11. 3. 2023 11:04","6 názorů","






        
												25 min
							
							
 (25 min 
 příprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (7x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73827"
"73826","Bezlepkové těstoviny s kuřecím masem a mletými žampinony","https://www.toprecepty.cz/recept/73826-bezlepkove-testoviny-s-kurecim-masem-a-mletymi-zampinony/","https://static.toprecepty.cz/fotky/recepty/0623/bezlepkove-testoviny-s-kurecim-masem-a-mletymi-zampinony-242233-270-160-exact.jpg","10","11","0,0","(0×)","Lenka Škulinová","11. 3. 2023 10:01","1 názor","






        
												60 min
							
							
 (20 min 
 příprava + 40 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (2x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73826"
