"step_link","recipe_id","name","order"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-uvarit-vejce-namekko-nahnilicku-nebo-natvrdo/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak dlouho vařit vejce

		</a>
</p>","14","



					Vejce uvaříme natvrdo 8 minut a nadrobno nakrájíme.
				








        
											Jak dlouho vařit vejce

		

","1"
"","14","



					Přidáme nakrájenou cibuli, nasekanou petrželku, okurky, nastrouhaný sýr, hořčici, majonézu a promícháme.
				

","2"
"","14","



					Ochutíme troškou láku z okurek a solí a pepřem.
				

","3"
"","14","



					Zeleninu očistíme a krátce povaříme. Maso nakrájíme nadrobno nebo ručním sekáčkem nasekáme do misky. Přidáme nasekanou zeleninu a cibuli.
				

","1"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-pripravit-jisku-navod-na-pripravu/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak připravit jíšku

		</a>
</p>","14","



					Ze sádla a mouky uděláme jíšku, mírně osolíme a zalijeme vývarem. Na sníženém stupni tepla provaříme cca 5 minut. Měla by mít konzistenci řidší, než kaše. Vmícháme masovou směs, dochutíme kořením a necháme mírně vychladnout.
				








        
											Jak připravit jíšku

		

","2"
"","14","



					Do směsi přidáme vejce, strouhanku a promícháme. Navlhčenou rukou vytvarujeme válečky, cca 10-12 ks, které obalíme v mouce, rozšlehaném vejci a strouhance.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/smazeni/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Jak a na čem správně smažit
</span>
</a>
</p>","14","



					V hrnci rozehřejeme větší vrstvu oleje a na sníženém stupni pomalu smažíme dozlatova. Dáváme na papírovou utěrku odsát přebytečný tuk. Podáváme s různě upraveným bramborem a salátem nebo s chlebem, nakládanou zeleninou nebo hořčicí a křenem.
				



TIP 					Jak a na čem správně smažit



","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-nakrajet-zeli/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak snadno nakrájet zelí

		</a>
</p>","14","



					Zelí nakrouháme najemno, osolíme a rukou promneme, aby zelí pustilo šťávu.
				








        
											Jak snadno nakrájet zelí

		

","1"
"","14","



					Pak přidáme nastrouhanou mrkev a řepu, na plátky nakrájenou cibuli. Přidáme nasekanou petrželku, cukr, šťávu z citronu a olej. 
Vše promícháme a necháme hodinku uležet.
				

","2"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-zabranit-skraloupu-na-pudinku-jednoduche-tipy/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak zabránit vzniku škraloupu na pudinku

		</a>
</p>","14","



					Z uvedených surovin na krém uvaříme hustý pudink a zakrytý přitisknutou fólií necháme vychladnout, Zapneme troubu na 180 °C a plech o velikosti 23x32 cm vyložíme pečicím papírem.
				








        
											Jak zabránit vzniku škraloupu na pudinku

		

","1"
"","14","



					Do mísy dáme všechny suché ingredience a dobře promícháme, přilijeme všechny tekuté a vše promícháme. Vlijeme na plech, uhladíme stěrkou a dáme do vyhřáté trouby. Jakmile těsto ""vyběhne"", snížíme teplotu na 160 °C a dopečeme cca 20-25 minut dozlatova.
				

","2"
"","14","



					Při pečení se řídíme vlastní troubou, zkusíme špejlí, ale když se těsto odděluje od stran plechu bývá upečené. Necháme zcela vychladnout na mřížce a uděláme krém.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/pudinkovy-krem-navod-na-pripravu/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Pudinkový krém - návod

		</a>
</p>","14","



					Nejprve prošleháme vychladlý pudink ručním šlehačem, poté přidáme po 3 částech změklé máslo a vyšleháme hladký krém. Hotový krém rozdělíme na 2 části. Na vychladlý korpus (můžeme pokapat rumem ale není nutné) naneseme polovinu krému a uhladíme. Dáme ztuhnout do chladničky na cca 30 minut.
				








        
											Pudinkový krém - návod

		

","4"
"","14","



					Zatím do druhé části krému zašleháme tekutou čokoládu, kterou jsme rozpustili s kouskem másla nebo omegy. Tmavý krém naneseme na světlý, uhladíme a dáme do chladu.
				

","5"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/slehacka-rady-a-tipy/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak vyšlehat pevnou šlehačku

		</a>
</p>","14","



					Před podáváním cca hodinu vyšleháme šlehačku a navrstvíme na tmavý krém. Uhladíme a můžeme stěrkou s vroubky ozdobit. Nakonec posypeme nasucho opraženými nasekanými ořechy nebo čokoládovým zdobením.
				








        
											Jak vyšlehat pevnou šlehačku

		

","6"
"","14","



					Sušenky rozmixujeme (rozdrtíme) spolu s mandlemi a smícháme s rozpuštěným máslem.
				

","1"
