"step_link","recipe_id","name","order"
"","5","



					Nejprve z mouky, soli a studeného másla nakrájeného na kousky vytvoříme ručně nebo v robotu drobenku. Přidáme cukr, žloutek, zakysanou smetanu a kápneme citronovou šťávu. Vypracujeme těsto a ve fólii necháme na lince 15 minut.
				

","1"
"","5","



					Odpočinuté těsto rozválíme a 3x přeložíme vodorovně (od stran ke středu) a pak svisle. Zabalíme do fólie a dáme na 15 minut do chladu. Opět rozválíme, přeložíme 3x vodorovně a 3x svisle a dáme do chladu na 1 hodinu
				

","2"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-rozvalet-testo/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak rozválet těsto

		</a>
</p>","5","



					Těsto vyválíme na 3-4 mm a vykrajovátky na cukroví ve dvou velikostech vykrájíme tvar kytiček.
Poté větší maličko uprostřed potřeme bílkem a přitiskneme menší tvar, koncem vařečky uprostřed stlačíme.
				








        
											Jak rozválet těsto

		

","3"
"","5","



					Smažíme malý počet v rozpálené větší vrstvě tuku sádla nebo oleje, těsto musí plavat. Odkládáme na papírové utěrky a ještě vlahé obalíme v cukru nebo cukru se skořicí.
				

","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-pripravit-bozi-milosti/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Příprava  Božích milostí

		</a>
</p>","5","



					Do některých nebo všech důlků uprostřed ještě můžeme dát trošku pikantního džemu, nejlépe domácího.
				








        
											Příprava  Božích milostí

		

","5"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/snih-z-bilku/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Videonávod: Jak ušlehat sníh

		</a>
</p>","5","



					Z bílků se špetkou soli ušleháme tuhý sníh.
				








        
											Videonávod: Jak ušlehat sníh

		

","1"
"","5","



					Žloutky s cukrem a vanilkou ušleháme do pěny. Zašleháme rum, citronovou šťávu a vodu.
				

","2"
"","5","



					Všechny suché ingredience smícháme a prosejeme.
				

","3"
"","5","



					Ke žloutkové směsi přišleháme ghee a nakonec zapracujeme směs mouky, brusinek a kandovaného ovoce. Směs bude hutnější.
				

","4"
"","5","



					Postupně vpracujeme sníh. Chce to trpělivě obracet.
				

","5"
"","5","



					Obě části velké formy důkladně vymažeme změklým máslem a vysypeme bezlepkovou moukou - využita celozrnná rýžová.
				

","6"
"","5","



					Těsto přendáme do větší části formy a stěrkou rozetřeme.
				

","7"
"","5","



					Troubu vyhřejeme na 180 °C. Formu vložíme do trouby a teplotu snížíme na 160 °C a pečeme cca 40 minut.
				

","8"
