"step_link","recipe_id","name","order"
"","1","



					Kuřecí prsa nařízneme a vytvoříme plát, který mezi fóliemi lehce naklepeme. Plát masa položíme na plát listového těsta, osolíme, opepříme a poprášíme paprikou.
				

","1"
"","1","



					Půlku včerejšího rohlíku (bez špičky) nakrájíme na kostičky do misky, pokropíme mlékem a
rozmačkáme.
Přidáme nastrouhaný sýr, na nudličky nakrájenou šunku nebo uzené a polovinu vejce (v hrnečku rozšleháme vidličkou a část necháme na potření rolády).
				

","2"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/co-s-krouticim-se-papirem-na-peceni/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Videonávod: Jak na kroutící se papír na pečení

		</a>
</p>","1","



					Zapneme troubu na 180 °C a pekáček na zapékání vyložíme pečícím papírem.
Vše na nádivku dle chuti maličko přisolíme, opepříme, přidáme špetku muškátového květu, pažitku a důkladně promícháme. Nádivku navrstvíme na maso a zavineme spolu s těstem do rolády.
				








        
											Videonávod: Jak na kroutící se papír na pečení

		

","3"
"","1","



					Roládu vložíme do připraveného pekáčku, potřeme vejcem a dáme do trouby péct asi na 40-45 minut.
Řídíme se vlastní troubou a upečeme dozlatova. Necháme pár minut ustát a nakrájíme na plátky.
				

","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/chrest-nejlepsi-recepty/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Nejlepší recepty na zpracování chřestu
</span>
</a>
</p>","1","



					Teplou roládu podáváme s bramborem a salátem nebo například s pečeným chřestem s parmezánem slaninou a rajčátky. Dobrá je i studená se salátem nebo zeleninou podle chuti.
				



TIP 					Nejlepší recepty na zpracování chřestu



","5"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-dlouho-namacet-susene-houby/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak dlouho namáčet sušené houby

		</a>
</p>","1","



					Mražené houby necháme povolit, sušené namočíme do misky s vlahou vodou.
				








        
											Jak dlouho namáčet sušené houby

		

","1"
"","1","



					V rozehřátém hrnci zpěníme na másle cibuli nasekanou najemno, přidáme očištěné, nakrájené brambory a všechny houby i vodu z namočených hříbků.
				

","2"
"","1","



					Zalijeme cca 1,2 litrem vody a přivedeme k varu, okořeníme a mírně osolíme.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-pripravit-jisku-navod-na-pripravu/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Vodeonávod: Jak připravit jíšku

		</a>
</p>","1","



					Na pánvičce z 1 lžíce másla a 1 lžíce mouky usmažíme světlou jíšku, maličko osolíme, aby se neudělaly žmolky a přidáme do vroucí polévky.
				








        
											Vodeonávod: Jak připravit jíšku

		

","4"
"","1","



					Promícháme a na sníženém stupni tepla vaříme do změknutí cca 15-20 minut.
				

","5"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/jak-zamrazit-houby/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Víte, jak správně zamrazit houby?
</span>
</a>
</p>","1","



					Dochutíme solí, libečkem, petrželkou a podáváme.
				



TIP 					Víte, jak správně zamrazit houby?



","6"
"","1","



					Bobkový list a kuličky pepře a nového koření dáme do nerezového vajíčka na čaj.
				

","1"
"","1","



					Očištěnou zeleninu nakrájíme na větší kousky a dáme ji do kameninové nádoby pomalého hrnce (PH).
				

","2"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-naporcovat-kralika-navod-na-zpracovani-masa/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Videonávod: Jak naporcovat králíka

		</a>
</p>","1","



					Stehna opláchneme, osušíme, do každého po všech stranách vetřeme trochu soli a položíme je do PH na zeleninu.
				








        
											Videonávod: Jak naporcovat králíka

		

","3"
"","1","



					Hrnec přiklopíme poklicí, program nastavíme na High a necháme pracovat 3,5 hodiny.
				

","4"
"","1","



					Poté PH vypneme, měkké maso vyndáme a odložíme stranou do tepla. 
Z PH vytáhneme koření a zeleninu rozmixujeme ponorným mixérem.
				

","5"
"","1","



					Podle potřeby naředíme smetanou na námi požadovanou hustotu, dochutíme a hrnec opět zapneme. 
Necháme přiklopený pokličkou pracovat na High ještě 20 minut.
				

","6"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/vareni-v-pomalem-hrnci/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Vaření v pomalém hrnci
</span>
</a>
</p>","1","



					Na přílohu se hodí knedlík, rýže i těstoviny.
				



TIP 					Vaření v pomalém hrnci



","7"
"","1","



					Ošúpanú cviklu nakrájame na kolieska asi 7-8 mm hrubé.
Okrúhlou vykrajovačkou vyrežeme väčší stred (použijeme vykrajovačku na cukroví) tak, aby nám ostalo medzikružie.
				

","1"
"","1","



					Olej zohrejeme na panvici a vložíme cviklové medzikružia. 
Osolíme ich a posypeme drvenou rascou.
Opekáme asi 3 minúty a potom ich otočíme.
				

","2"
"","1","



					Opäť posypeme drvenou rascou a do stredu každého opatrne vyklepneme vajce.
Stiahneme oheň a na slabom plameni pomaly smažíme, kým žĺtky nestuhnú.
Potom ich vyberieme na teplý tanier a udržiavame v teple.
				

","3"
"","1","



					Do výpeku vložíme zvyšok cvikly narezanej na tenké hranolčeky. 
Osolíme a smažíme asi 3 minúty.
				

","4"
"","1","



					Pridáme na kolieska narezané redkvičky a už len prehrejeme.
				

","5"
"","1","



					Na taniere nasypeme zmes cvikly a redkvičiek, do stredu položíme cviklové oko, okolo rozložíme kolieska paradajok a ozdobíme pažitkou.
				

","6"
"","1","



					Jogurt zmiešame so strúhaným chrenom a pridáme k zelenine.
				

","7"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/cervena-repa-v-kuchyni/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Červená řepa v kuchyni - syrová, vařená i pečená
</span>
</a>
</p>","1","



					Podávame s tmavým chlebom.
				



TIP 					Červená řepa v kuchyni - syrová, vařená i pečená



","8"
"","1","



					Olej, citronovou šťávu a cukr smícháme.
				

","1"
"","1","



					Salát natrháme na talíře a pokapeme zálivkou.
				

","2"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-spravne-restovat-opekat-maso-navod/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Poradíme, jak restovat - opékat maso

		</a>
</p>","1","



					Maso nakrájíme, osolíme, opepříme a opečeme na oleji, přidáme slaninu nakrájenou na proužky a opečeme dokřupava.
				








        
											Poradíme, jak restovat - opékat maso

		

","3"
"","1","



					Na ochucený salát rozložíme maso se slaninou a pokapeme výpekem.
				

","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/hlavkovy-salat-oblibene-recepty/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Hlávkový salát - nejlepší recepty
</span>
</a>
</p>","1","



					Nakonec ozdobíme na plátky nastrouhaným parmazánem.
				



TIP 					Hlávkový salát - nejlepší recepty



","5"
"","1","



					Všechny suroviny na dip smícháme a dáme odležet.
				

","1"
