"step_link","recipe_id","name","order"
"","13","



					Hermelín dáme na 10 minut do mrazáku, pak ho nastrouháme nahrubo.
				

","1"
"","13","



					Přidáme nastrouhané vejce, jogurt, najemno nakrájenou šunku, hořčici, tatarku, osolíme a opepříme.
				

","2"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/syry-v-kuchyni/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Sýry v naší kuchyni
</span>
</a>
</p>","13","



					Všechno důkladně promícháme a namažeme na pečivo.
				



TIP 					Sýry v naší kuchyni



","3"
"","13","



					Maso očistíme a každé prso podélně rozkrojíme na dva plátky. Z obou stran osolíme a opepříme. 
Ve vyšší pánvi rozpálíme velkou lžíci olivového oleje a kuřecí prsa zprudka opečeme z obou stran do zlatohněda. Trvá to asi 4 minuty z každé strany, podle tloušťky plátků. 
Poté odložíme opečené maso stranou.
				

","1"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-ocistit-zampiony/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak očistit žampiony

		</a>
</p>","13","



					Do pánve k výpeku přidáme další lžíci oleje a orestujeme najemno nakrájenou cibuli. Očištěné a na plátky nakrájené žampiony přidáme asi po minutě k cibuli a smažíme další 3 minuty. Poté přidáme utřený česnek, promícháme. Po cca 1 minutě zakápneme citronovou šťávou a necháme zcela zredukovat do objemu zhruba jedné lžíce hustější tekutiny.
				








        
											Jak očistit žampiony

		

","2"
"","13","



					Dále vše zalijeme smetanou, přidáme pokrájená sušená rajčata, parmazán a necháme zhruba 3 minuty probublávat, dokud nezhoustne.
Nyní můžeme část omáčky (ideálně bez rajčat) odebrat, rozmixovat dohladka a vrátit zpět do pánve.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/stouchane-brambory-oblibeny-postup/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Šťouchané brambory - oblíbený postup
</span>
</a>
</p>","13","



					Dochutíme podle potřeby a nyní vložíme do omáčky odložená kuřecí prsa. Necháme je prohřát a ihned podáváme. 
Jako příloha jsou vhodné brambory v různých přípravách (pečené, vařené, šťouchané apod.) nebo těstoviny.
				



TIP 					Šťouchané brambory - oblíbený postup



","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/treny-cesnek/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak správně utřít česnek

		</a>
</p>","13","



					Žampiony očistíme a nakrájíme na čtvrtiny nebo šestiny podle velikosti, omytou cuketu na silnější čtvrtkolečka, mrkev na tenká kolečka, cibuli nasekáme nadrobno a česnek utřeme nebo prolisujeme.
				








        
											Jak správně utřít česnek

		

","1"
"","13","



					Do hluboké rozehřáté pánve dáme sádlo s olejem a necháme osmažit cibuli. Kdo nechce sádlo dá 1 PL oleje. Přidáme mrkev a orestujeme. Poté přidáme česnek, žampiony, cuketu i papriku, promícháme a restujeme cca 2 minuty.
				

","2"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/jak-pripravit-beznou-prilohovou-ryzi/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Jak připravit běžnou přílohovou rýži
</span>
</a>
</p>","13","



					Přidáme rajčatovou i paprikovou pastu, přilijeme 200 ml vody a při snížené teplotě dusíme cca 5 minut. Přidáme tmavou jíšku, dle potřeby ještě podlijeme a povaříme dalších 5 minut. Podáváme s rýží, ale hodí se i knedlík nebo těstoviny.
				



TIP 					Jak připravit běžnou přílohovou rýži



","3"
