"step_link","recipe_id","name","order"
"","16","



					Do väčšieho hrnca pridáme rebierka, vodu a bobkový list. Privedieme k varu, znížime plameň a zakrýté varíme 45 minút.
				

","1"
"","16","



					Medzitým na oleji opražíme nakrájanú slaninu,  zhruba 3 minúty. 
Pridáme k nej nakrájanú cibuľu a mrkvu a smažíme ďalšie 4 minúty.
				

","2"
"","16","



					Rebierka vyberieme, dáme na tanier a odložíme bokom. 
Do hrnca pridáme smaženú zeleninu so slaninou, nakrájané zemiaky, celé strúčiky cesnaku, kyslú kapustu, soľ a korenie. 
Varíme ďalších 20 minút, kým zemiaky nezmäknú.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/desatero-kysane-zeli/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Desatero otázek a odpovědí na téma kysané zelí
</span>
</a>
</p>","16","



					Mäso z rebierok nakrájame na kocky a pridáme k polievke. 
Vyberieme bobkový list a dosolíme podľa chuti.
				



TIP 					Desatero otázek a odpovědí na téma kysané zelí



","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-snadno-oloupat-cesnek-jednoduchy-navod/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak snadno oloupat česnek

		</a>
</p>","16","



					Do panvice dáme na strednom stupni zohriať olej a pridáme pretlačený cesnak. Smažíme minútu,  pokým sa pekne nerozvonia.
				








        
											Jak snadno oloupat česnek

		

","1"
"","16","



					Pridáme na polovice pokrájané mini paradajky a zmiešame.
				

","2"
"","16","



					Ďalej pridáme obe plechovky fazulí aj so šťavou, vodu, oregano a mleté korenie. Zmiešame a necháme priviesť k varu. 
Varíme, pokým sa rajčiny nezačnú rozpadať, asi 5 minút.
				

","3"
"","16","



					Pridáme parmezán a miešame, kým sa neroztopí. 
Ak sa bude zdať omáčka veľmi hustá, pridáme troška vody.
				

","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/druhy-lustenin-a-recepty-z-nich/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Druhy luštěnin a recepty z nich
</span>
</a>
</p>","16","



					Pridáme špenát a miešame, kým nezvädne. Nakoniec dosolíme podľa chuti.
				



TIP 					Druhy luštěnin a recepty z nich



","5"
"","16","



					Rohlíky nakrájíme na kolečka.
				

","1"
"","16","



					Sýry a máslo pokojové teploty dáme do misky a vidličkou nebo metličkou vytvoříme hladkou krémovou pomazánku. Pomocí vidličky navrstvíme pomazánku na kolečka rohlíků.
				

","2"
"","16","



					Šunku překrájíme podélně na užší proužky a jako harmoniku položíme na pomazánku. K jednomu konci vtiskneme kousek zeleného a červeného salátu a k druhému malý kousek okurky.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/zdobeni-chlebicku-a-jednohubek-tipy-a-rady/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Poradíme, jak ozdobit chlebíčky a jednohubky
</span>
</a>
</p>","16","



					Podáváme k vínu, pivu nebo čaji jako malé pohoštění.
				



TIP 					Poradíme, jak ozdobit chlebíčky a jednohubky



","4"
"","16","



					Tresčí játra vyndáme opatrně z plechu a položíme na papírové utěrky odsát olej.
				

","1"
"","16","



					Máslo se sardelovou pastou utřeme. Cibuli nakrájíme na tenká kolečka, spaříme a ihned zchladíme ledovou vodou.
				

","2"
"","16","



					Toastový chléb opečeme v topinkovači, vychladlý lehce potřeme sardelovým máslem a rozkrojíme na 4 čtverečky (lze vykrájet malá kolečka vykrajovátkem na cukroví, ale jsou zbytečné odkrojky).
				

","3"
"","16","



					Na každý potřený čtvereček položíme plátek jatýrek, cibulku, kousek citronu a petrželky.
				

","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/originalni-jednohubky/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Inspirace na originální jednohubky
</span>
</a>
</p>","16","



					Podáváme jako malé pohoštění a pro nečekanou návštěvu můžeme použít půlkrajíčky, nebo celé krajíčky toastového chleba. Vždy ale chléb opečeme, aby se nerozmočil.
				



TIP 					Inspirace na originální jednohubky



","5"
"","16","



					Připravíme marinádu smícháním všech ingrediencí (česnek prolisujeme), do které pak krevety alespoň na 15-30 minut naložíme.
				

","1"
"","16","



					Na pánvi na rozehřátém oleji krevety spolu s marinádou orestujeme.
				

","2"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/topinky/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Jak snadno upéct topinky. Jde to i bez tuku
</span>
</a>
</p>","16","



					Podáváme s topinkami nebo jsou výborné i samotné.
				



TIP 					Jak snadno upéct topinky. Jde to i bez tuku



","3"
"","16","



					Bravčové kotlety z oboch strán osolíme a okoreníme čiernym korením.
				

","1"
"","16","



					V miske zmiešame med, vodu, soľ, ocot a kajenské korenie.
				

","2"
"","16","



					Na panvici na vysokej teplote zohrejeme olej a jednu lyžicu masla. 
Pridáme kotlety a z každej strany smažíme aspoň 4 minúty, alebo kým budú hnedé.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/veprove-maso-rozdeleni-a-pouziti/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Rozdělení a použití vepřového masa
</span>
</a>
</p>","16","



					Kotlety dáme na stranu panvice a pridáme zvyšnú lyžicu masla a nakrájaný cesnak, smažíme ho asi 10 sekund. 
Nakoniec pridáme rozmiešaný med a smažíme, kým omáčka nezhnedne. 
Kotlety v nej vymažeme a ihneď podávame.
				



TIP 					Rozdělení a použití vepřového masa



","4"
"","16","



					Z mléka, pudinkového prášku a cukru uvaříme pudink.
				

","1"
"","16","



					Do horkého přidáme horkou kávu, žloutek a kostku tvarohu. Ručním šlehačem ušleháme.
				

","2"
"","16","



					Pak vmícháme strouhanou čokoládu, naplníme 2 poháry a necháme vychladnout.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/varime-s-detmi-pudinkovy-pohar/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Pudinkové poháry pro děti
</span>
</a>
</p>","16","



					Po vychladnutí rozetřeme na každý pohár polovinu kysané smetany a posypeme strouhanou čokoládou.
				



TIP 					Pudinkové poháry pro děti



","4"
"","16","



					Kuracie prsia jemne naklepeme a z oboch strán posypeme korením na taco.
				

","1"
"","16","



					Na panvici zohrejeme olej a na strednej teplote prso osmažíme 5 minút, otočíme a osmažíme i z druhej strany.
				

","2"
"","16","



					Nakrájame papričku a jarné cibulky. 
Nadrobno nasekáme i čerstvý koriander. 
Avokádo nakrájame na kocky a tie polejeme šťavou z limetky.
				

","3"
"","16","



					Kuracie prsia vyberieme z panvice a nakrájame ich na menšie kúsky.
				

","4"
"","16","



					Plech vystelieme papierom na pečenie. 
Naspodok naukladáme polovicu balenia chipsov, polovicu čedaru a polovicu mäsa a celé zopakujeme so zvyšnou polovicou.
				

","5"
"","16","



					Vložíme do vyhriatej rúry na 200 °C na zhruba 10 minút kým, sa roztopí syr.
				

","6"
"","16","



					Vyberieme z rúry a navrch naukladáme zeleninu, pokvapkáme zvyškom limetky, pridáme kyslú smotanu a celé posypeme ricottou.
				

","7"
"","16","



					Oloupeme brambory a dáme je vařit do osolené vody. Uvaříme je do poloměkka. Vedle povaříme brokolici nakrájenou na velké růžičky, též do poloměkka.
				

","1"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-nakrajet-cibuli/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak nakrájet cibuli

		</a>
</p>","16","



					V hlubší míse vyšleháme smetanu s vejci, kořením a prolisovaným česnekem. Slaninu nakrájíme na kostky a cibuli nadrobno.
				








        
											Jak nakrájet cibuli

		

","2"
"","16","



					Až je všechno ""předvařené"", brambory nakrájíme na silnější kolečka a růžičky brokolice nakrájíme nadrobno. Olejem vymažeme zapékací misku, na dno mísy dáme slaninu, trochu cibulky, překryjeme vrstvou brambor (nemusí pokrývat celou plochu mísy), přidáme vrstvu brokolice a posypeme nastrouhaným sýrem. 
				

","3"
"","16","



					Opět dáme vrstvu brambor a vrstvu brokolice, zalijeme smíchanou smetanou s vajíčkem a celé to zasypeme opět sýrem. Přikryjeme alobalem.
				

","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/nejlepsi-recepty-z-brokolice/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Nejlepší recepty z brokolice
</span>
</a>
</p>","16","



					Misku vložíme do středně předehřáté trouby a pečeme  asi 20 minut.  Poté alobal sundáme a necháme dalších 15-20 minut péct.
				



TIP 					Nejlepší recepty z brokolice



","5"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-snadno-oloupat-cesnek-jednoduchy-navod/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak snadno oloupat česnek

		</a>
</p>","16","



					Vo väčšej panvici si dáme zohriať olej. Pridáme pretlačený cesnak a smažíme na strednom plameni kým nám rozvonia. Pridáme plechovku rajčín aj so šťavou, sušenú bazalku, sušené oregano a mleté čierne korenie. Zmiešame a varíme kým nie sú rajčiny horúce.
				








        
											Jak snadno oloupat česnek

		

","1"
"","16","



					Krémový syr si nakrájame na menšie kocky a pridáme k omáčke. Pokračujeme vo varení kým sa syr neroztopí a omáčku nezjemní. Ak je treba použijeme metličku.
				

","2"
"","16","



					Medzitým si uvaríme cestoviny podľa návodu na obale.
				

","3"
"","16","



					Špenát si nakrájame na menšie kúsky a pridáme ho k omáčke. Dalej k omáčke pridáme scedené cestoviny zmiešame a necháme prejsť varom aby sa chute skombinovali.
				

","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/jak-ukladat-syry/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Jak ukládat sýry
</span>
</a>
</p>","16","



					Nakoniec pridáme nastrúhaný parmezán, premiešame a dochutíme soľou podľa potreby.
				



TIP 					Jak ukládat sýry



","5"
"","16","



					Kuřecí maso umeleme, osolíme, opepříme, přidáme nadrobno nakrájenou cibuli, vajíčko, nasekanou pažitku, majoránku, prolisovaný česnek, hořčici a strouhanku.
				

","1"
"","16","



					Dobře propracujeme a uděláme koule. V kastrůlku rozehřejeme olej s kouskem másla a koule krátce opečeme.
				

","2"
"","16","



					Zalijeme vývarem a povaříme asi 15 minut. Pak přidáme smetanu smíchanou s moukou, paprikou, kari kořením a špetkou soli. Provaříme a nakonec zjemníme kouskem másla.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-se-dela-karlovarsky-knedlik/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak se dělá karlovarský knedlík

		</a>
</p>","16","



					Rohlíky nakrájíme na kostičky, zalijeme mlékem ve kterém rozmícháme žloutky, rozpuštěné máslo, sůl a špetku pepře. Promícháme a necháme 10 minut odstát.
				








        
											Jak se dělá karlovarský knedlík

		

","4"
"","16","



					Pak vmícháme sníh z bílků a nasekanou petrželku. Promícháme a tvoříme koule (asi 10 ks).
				

","5"
"","16","



					Pařák potřeme olejem a poklademe knedlíky, necháme mezi nimi mezery, aby se neslepily. Ideální na vaření je parní hrnec.
				

","6"
"","16","



					Vaříme v páře 20 minut.
				

","7"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-varit-testoviny/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak správně uvařit těstoviny

		</a>
</p>","16","



					Těstoviny uvaříme v osolené vodě podle návodu na obalu. Pokud použijeme domácí flíčky nebo mašličky, uvaříme jak jsme zvyklí. Uvařené těstoviny scedíme a dáme do větší mísy.
				








        
											Jak správně uvařit těstoviny

		

","1"
"","16","



					Než se těstoviny uvaří, rozebereme zelenou část brokolice na růžičky a nastrouháme sýr nahrubo. 
Zapneme troubu na 180 °C .
				

","2"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-spravne-blansirovat/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak správně blanšírovat

		</a>
</p>","16","



					Růžičky brokolice vložíme do hrnce s vroucí vodou, povaříme 4-5 minut, scedíme přes síto s listy mangoldu a ihned obojí zchladíme studenou vodou, aby zůstaly růžičky i listy zelené.
				








        
											Jak správně blanšírovat

		

","3"
"","16","



					Okapané růžičky i listy přidáme do mísy, osolíme, opepříme, přidáme prolisovaný česnek, muškátový květ,  2/3 sýra a vše promícháme. Poté přendáme do pekáčku, který předem vymažeme kouskem másla a vysypeme strouhankou.
				

","4"
"","16","



					Navrch směsi poklademe plátky másla, zalijeme smetanou s rozkvedlanými vejci a posypeme zbylým sýrem.
				

","5"
"","16","



					Dáme do trouby a pečeme cca 20 minut. Pak zvýšíme teplotu na 200 °C a dopečeme dozlatova.
				

","6"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/nejlepsi-recepty-z-brokolice/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Nejlepší recepty z brokolice
</span>
</a>
</p>","16","



					Podáváme se salátem podle chuti.
				



TIP 					Nejlepší recepty z brokolice



","7"
"","16","



					Brambory oloupeme a nakrájíme na tenká kolečka cca 4-5 mm (ne moc tenké).
				

","1"
"","16","



					Vyrovnáme je na plech vyložený pečicím papírem, trochu osolíme, pokapeme olivovým olejem a štětcem nebo mašlovačkou rozetřeme.
				

","2"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/jak-skladovat-brambory/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Jak skladovat brambory
</span>
</a>
</p>","16","



					Pečeme v troubě vyhřáté na 170 °C do zlatova.
				



TIP 					Jak skladovat brambory



","3"
"","16","



					Maso nakrájíme na větší kousky.
				

","1"
"","16","



					Umícháme bílý jogurt se strouhaným zázvorem, utřeným česnekem, mletým chilli, kurkumou, lžičkou soli a citronovou šťávou. 
Do směsi vnícháme maso a necháme nejméně 2 hodiny marinovat. Ještě lépe přes noc.
				

","2"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/co-s-krouticim-se-papirem-na-peceni/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Co dělat, aby se pečicí papír nekroutil

		</a>
</p>","16","



					Kuřecí kousky vyskládáme na plech vyložený pečicím papírem.
				








        
											Co dělat, aby se pečicí papír nekroutil

		

","3"
"","16","



					Dáme na chvíli do trouby vyhřáté na 170 °C. 
Po cca 5 minutách potřeme olejem, postupně obracíme, příp. potíráme olejem. 
Pečeme do zlatava.
				

","4"
"","16","



					Podáváme s kouskem limetky nebo citronu a posypané čerstvým koriandrem.
				

","5"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/stouchane-brambory-oblibeny-postup/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Oblíbený postup na šťouchané brambory
</span>
</a>
</p>","16","



					Jako přílohu jsem zvolila šťouchané brambory.
				



TIP 					Oblíbený postup na šťouchané brambory



","6"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-udelat-kvasek-z-drozdi/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak udělat kvásek

		</a>
</p>","16","



					Mléko ohřejeme, vložíme rozdrobené droždí, cukr, trochu hladké mouky a necháme vzejít kvásek.
				








        
											Jak udělat kvásek

		

","1"
"","16","



					Až kvásek vzejde, dáme zbytek hladké mouky, všechno koření, a další suroviny, polohrubou mouku s práškem do pečiva.
Zadělané těsto necháme 20 minut odpočinout.
				

","2"
"","16","



					Pak lžící odebíráme malé kousky těsta a vkládáme do horkého oleje, smažíme z obou stran.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/domaci-langose-oblibene-recepty/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Oblíbené recepty na domácí langoše
</span>
</a>
</p>","16","



					Hotové osušíme papírovou utěrkou a pocákáme kečupem.
				



TIP 					Oblíbené recepty na domácí langoše



","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-nakrajet-cibuli/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak nakrájet cibuli

		</a>
</p>","16","



					Cibuľu, mrkvu, zeler a cesnak nakrájame nadrobno. 
Do hrnca dáme zohriať olej a pridáme nakrájanú zeleninu.
Dusíme 5 minút na miernom ohni, pokým cibuľa nezosklovatie.
				








        
											Jak nakrájet cibuli

		

","1"
