"step_link","recipe_id","name","order"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-dlouho-varit-brambory/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak dlouho vařit brambory

		</a>
</p>","8","



					Nejprve uděláme salát, aby se chutě rozležely cca 1 hodinu předem. 
Brambory očistíme a uvaříme ve slupce, ještě teplé oloupeme a nakrájíme do mísy na asi 5 mm plátky, zalijeme zálivkou, aby se vsákla do brambor.
				








        
											Jak dlouho vařit brambory

		

","1"
"","8","



					Přidáme jemně nakrájenou spařenou a okapanou cibuli, na kolečka nakrájené malé okurčičky a vše promícháme. 
Dáme do lednice vychladit.
				

","2"
"","8","



					Sumečka osušíme papírovou utěrkou, nakrájíme na pruhy, mírně osolíme a pokapeme citronem.
				

","3"
"","8","



					Nastrouháme parmezán a smícháme s čerstvě nastrouhanou strouhankou, přidáme ostrouhanou žlutou část citronové kůry. 
Můžeme přidat petrželku nebo pažitku, ale nedala jsem.
				

","4"
"","8","



					Kousky sumečka namočíme postupně v rozšlehaném, osoleném vejci, ve strouhance, dobře přitiskneme a zopakujeme ve vejci a strouhance. Ihned smažíme na sníženém stupni (4-5) tepla dozlatova.
				

","5"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/ryby-v-kuchyni/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Ryby v naší kuchyni
</span>
</a>
</p>","8","



					Podáváme se salátem.
				



TIP 					Ryby v naší kuchyni



","6"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-nakrajet-cibuli/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Videonávod: Jak nakrájet cibuli

		</a>
</p>","8","



					V kastrolu rozškvaříme nakrájený špek, přidáme sádlo a nakrájenou cibuli, osmahneme do světle hnědé barvy a přidáme nakrájené maso obalené v mouce.
				








        
											Videonávod: Jak nakrájet cibuli

		

","1"
"","8","



					Osolíme a opepříme a za stálého míchání orestujeme.
				

","2"
"","8","



					Přidáme tymián, zalijeme vývarem a dusíme doměkka.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/jak-snadno-oloupat-cesnek-jednoduchy-navod/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Jak snadno oloupat česnek
</span>
</a>
</p>","8","



					Přidáme prolisovaný česnek a 
povaříme.
				



TIP 					Jak snadno oloupat česnek



","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/jak-vykostit-kure/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Videonávod: Jak vykostit kuře
</span>
</a>
</p>","8","



					Kuřecí stehna zbavíme kůže, vykostíme a maso nakrájíme na větší kostky. Osolíme, opepříme, okmínujeme a ze všech stran také posypeme kořením na kuře.
				



TIP 					Videonávod: Jak vykostit kuře



","1"
"","8","



					V hlubší pánvi zpěníme na másle nadrobno nakrájenou cibuli, přidáme maso a necháme zatáhnout. Podlijeme vývarem a necháme cca 30-40 minut dusit, dokud maso není téměř měkké.
				

","2"
"","8","



					Jakmile je maso téměř měkké, přilijeme černé pivo a nahrubo nastrouhanou mrkev, necháme dusit do změknutí mrkve. Můžeme podlít vodou podle potřeby.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/nizkokaloricke-potraviny-mrkev-chutna-a-levna-zelenina/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Inspirace na recepty s mrkví
</span>
</a>
</p>","8","



					Nakonec zahustíme Maizenou (Solamylem). Podáváme s hranolky z trouby.
				



TIP 					Inspirace na recepty s mrkví



","4"
"","8","



					Zeleninu očistíme, brambory a mrkev nakrájíme na širší čtvrtkolečka (jednu bramboru nastrouháme kvůli zahuštění), cibuli nasekáme nadrobno.
				

","1"
"","8","



					Párky nebo klobásy nakrájíme na kolečka a fazole slijeme přes cedník, propláchneme a necháme okapat.
				

","2"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-nakrajet-cibuli/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Videonávod: Jak nakrájet cibuli

		</a>
</p>","8","



					V rozehřáté velké hluboké pánvi nebo v rendlíku na sádle osmahneme cibuli spolu s mrkví do světle zlaté barvy, přidáme uzeninu a necháme rozvonět. Za stálého míchání zpěníme krátce i papriku a česnek.
				








        
											Videonávod: Jak nakrájet cibuli

		

","3"
"","8","



					Podlijeme vodou, promícháme, vložíme brambory, přidáme kmín, osolíme a dolijeme vodu tak, aby byly brambory zalité. 
Přivedeme k varu, snížíme teplotu a vaříme. dokud brambory nezměknou.
				

","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/jake-jsou-varne-typy-brambor-typy-brambor-a-jejich-vyuziti/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Varné typy brambor a jejich využití
</span>
</a>
</p>","8","



					Vmícháme okapané fazole, necháme přejít varem, dochutíme dle potřeby solí nebo pepřem a podáváme posypané nasekanou natí cibulky samotné, nebo s krajícemi čerstvého chleba.
Doplníme salátem dle vlastní chuti.
				



TIP 					Varné typy brambor a jejich využití



","5"
"","8","



					Připravíme si menší misku, nejlépe skleněnou, která bude tvořit hlavu Pikachu.
				

","1"
"","8","



					Oloupeme slupku manga. Následně škrabkou  získáváme tenké dužinaté žluté plátky, kterými zcela vyložíme stěny misky.
				

","2"
"","8","



					Smícháme smetany s vanilkovými cukry a dobře promícháme.
				

","3"
"","8","



					Troškou smetanové směsi vyplníme misku s mangem tak, aby zcela zakryla plátky. Stačí tenká vrstva.
				

","4"
"","8","



					Na smetanu pokládáme oblíbené ovoce (jahody, banán, kiwi...). Každou vrstvu ovoce přikryjeme opět smetanovou směsí.
				

","5"
"","8","



					Úplně poslední vrstvu by mělo tvořit pevnější ovoce (banán) nebo piškoty. Poté misku zakryjeme a dáme do lednice přes noc. Zbytek manga zabalíme do sáčku a rovněž dáme do lednice.
				

","6"
"","8","



					Další den vyndáme mango a vykrojíme z něj uši a ocásek. Ve vodní lázni rozehřejeme 2-3 kostičky kvalitní hořké čokolády, namočíme do něj ""uši"" a ""ocásek"". 
Dva piškoty nabodneme na párátko a obalíme v čokoládě. Vše necháme vychladnout, aby čokoláda ztuhla.
				

","7"
"","8","



					Stejně připravíme i kostičku bílé čokolády, kterou kápneme na čokoládové piškoty a tím vytvoříme duhovku.
				

","8"
"","8","



					Z jahody vykrojíme dvě kolečka coby tvářičky a pusu.
				

","9"
"","8","



					Vyndáme misku s krémem z lednice a opatrně vyklepneme obsah na talířek. Přidáme uši, ocásek, tvářičky, pusu a oči. Pokud nedrží, můžeme je ""přilepit"" za pomocí kapky medu, či napíchneme na párátka.
				

","10"
