"recipe_id","name","description","amount"
"19","","['']","
"
"19","Zelí bílé čerstvé","['1/2', '1/2 ', ' menší hlávky bílého zelí']","1/2"
"19","Mrkev čerstvá","['1', '1 ', ' velká mrkev']","1"
"19","Cibule červená čerstvá","['1', '1 ', ' červená cibule']","1"
"19","Kukuřice sterilovaná","['1 hrst', '1 hrst ', ' kukuřice (vařené)']","1 hrst"
"19","Petržel nať čerstvá","['1 lžíce', '1 lžíce ', ' petrželky']","1 lžíce"
"19","","['']","
"
"19","Majonéza","['150 g', '150 g ', ' majonézy']","150 g"
"19","Mléko kravské polotučné 1,5%","['150 ml', '150 ml ', ' mléka']","150 ml"
"19","Med nepasterovaný","['1 lžíce', '1 lžíce ', ' medu']","1 lžíce"
"19","Ocet vinný bílý","['1 lžíce', '1 lžíce ', ' vinného octa']","1 lžíce"
"19","Šťáva z limetky","['šťáva z 1 limetky']","
"
"19","Sůl mořská","['sůl']","
"
"19","Pepř černý","['pepř']","
"
"19","Špagety pšeničné","['500 g', '500 g ', ' špaget']","500 g"
"19","Sůl mořská","['sůl']","
"
"19","Pepř černý","['pepř']","
"
"19","Olej řepkový","['olej']","
"
"19","Cibule čerstvá","['1', '1 ', ' cibule']","1"
"19","Česnek čerstvý","['česnek']","
"
"19","Vepřová plec uzená","['300 g', '300 g ', ' uzeného masa']","300 g"
"19","Niva 50% t. v s.","['200-250 g', '200-250 g ', ' nivy']","200-250 g"
"19","Smetana kravská zakysaná 12%","['300-400 g', '300-400 g ', ' kysané smetany']","300-400 g"
"19","Máslo kravské","['50 g', '50 g ', ' másla']","50 g"
"19","Cibule čerstvá","['2', '2 ', ' větší cibule']","2"
"19","Pórek čerstvý","['1', '1 ', ' pórek']","1"
"19","Česnek čerstvý","['3 stroužky', '3 stroužky ', ' česneku']","3 stroužky"
"19","Droždí pekařské lisované","['3 kostky', '3 kostky ', ' droždí (po 42 g)']","3 kostky"
"19","Rohlík pšeničný bílý","['1', '1 ', ' starší rohlík']","1"
"19","Smetana kravská sladká 12%","['100 ml', '100 ml ', ' smetany']","100 ml"
"19","Vejce slepičí","['6', '6 ', ' vajec']","6"
"19","Sůl mořská","['sůl']","
"
"19","Pepř černý","['pepř']","
"
"19","Zelí bílé čerstvé","['6 listů', '6 listů ', ' bílého zelí']","6 listů"
"19","Mrkev čerstvá","['1', '1 ', ' mrkev']","1"
"19","Sůl mořská","['sůl']","
"
"19","Pepř černý","['pepř']","
"
"19","Cukr bílý","['cukr krupice']","
"
"19","Cibule červená čerstvá","['1', '1 ', ' červená cibule']","1"
