"author","recipe_id","date","text"
"Anna Kocikova","9","24. 3. 2023 20:34","Jaromira18: Jaruško děkuji"
"Jaromira18","9","24. 3. 2023 14:08","Banány miluji, vynikající dobrůtka."
"Anna Kocikova","9","23. 3. 2023 21:17","RubyRom: Romanko,moc ti děkuji
Marie Svarcova: Maruško,já také neale manžel je velký mlsounDěkuji za pochvalu"
"RubyRom","9","22. 3. 2023 12:52","Já bych si dala "
"Marie Svarcova","9","22. 3. 2023 09:43"," můj problém je, že nemám ráda sladké banány, ale zasloužíš pochvalu za recept"
"Anna Kocikova","9","23. 3. 2023 21:24","Marie Svarcova: Děkuji
magdalenka: Magdalenko děkuji tiMěla jsem větší množství rohlíků a strouhanky mám zatím dost.Na rohlíkové placičky nebyla chuť a tak rohlíky skončily takto
Jen manžel,když viděl u receptu fotky rozmixovaných rohlíků,prohlásil,že je moc rád,že to vidí až teď,když už je po jídle"
"magdalenka","9","22. 3. 2023 12:26","Si kreativna, skvely recept."
"Marie Svarcova","9","22. 3. 2023 09:45"," dobrý nápad "
"Nadja","9","24. 3. 2023 23:36","Anna Kocikova:  Mne lákala kvůli hranolkům bez tuku, ale dáváme si je jen jednou za čas, tak to nestojí za to. A jakmile přístroj nemám při ruce, tedy na lince, tak ho vpodstatě nepoužívám."
"Anna Kocikova","9","24. 3. 2023 20:44","kevikula: DěkujiJsem ráda,že se recept líbí"
"Anna Kocikova","9","24. 3. 2023 20:40","Nadja: Byl to dárekTaké nemám v kuchyni moc místa a když něco v HF dělám,tak ji musím mít položenou na jídelním stoleAle jsem ráda,že ji mám.Když dělám méně porcí než 4 tak je to úspornější než v  té klasické "
"kevikula","9","24. 3. 2023 19:25","Mám novou HF děkuji za dobrý tip "
"Nadja","9","24. 3. 2023 03:16"," Anna Kocikova:  děkuji za odpověď. Uvažovala jsem o koupi fritézy, ale je to zase další, docela velký přístroj, který by mi jen zabíral místo v mé minikuchyni. Tak z toho asi nic nebude."
"Anna Kocikova","9","23. 3. 2023 21:11","Nadja: Naděnko,HF používám už pár letAle sýr jsem takto dělala poprvé a nevěděla jsem,jestli náhodou nepraskne a nevytečeMiska to jistila a vešla se do ní akorát jedna porce
Jinak dávám  suroviny přímo do děrovaného koše,nebo do nízkého kulatého pekáčku,který jsem si přikoupila"
"Anna Kocikova","9","23. 3. 2023 21:03","Marie Svarcova: Maruško děkuji"
"Nadja","9","22. 3. 2023 14:59","  Drahuško, že Ty sis tu HF koupila před pár dny a teď jedeš a zkoušíš, co obě vydržíte? To se Luba má ........ 
Ještě se zeptám - má nějaký zvláštní význam, že jídlo dáváš v kameninové misce do drátěného koše, nikoliv suroviny rovnou do nádoby HF? "
"Marie Svarcova","9","22. 3. 2023 09:46"," recept i foto se mi líbí "
"Gabina","9","22. 3. 2023 22:56","Eja57: díky "
"Eja57","9","22. 3. 2023 09:56","Gabina: horkovzdušná friteza"
"Gabina","9","22. 3. 2023 09:04","Co to je HF?"
"Marie Svarcova","9","21. 3. 2023 21:15"," recept se mi líbí "
"mika59","9","21. 3. 2023 17:30","Píšu, že se otáčí, jde to dobře. Buchtu v tom nepeču, na to je fakt lepší trouba, alespoň za mně. A zapínat troubu pro jednoho na tři brambory, je nehospodárné. Bylo to rychlé a křupavé."
"Nadja","9","21. 3. 2023 17:26","Brambory se v HF zespodu neudělají, musí se otáčet - nebo je to jen pro opečení vrchní vrstvy? 
Někde jsem četla, že je v ní možné i upéct nějakou buchtu - ta se musí také otáčet? Pokud ano, tak je podle mne lepší péct v troubě."
"RubyRom","9","22. 3. 2023 11:53","Eja57: moc děkuji "
"Eja57","9","22. 3. 2023 09:53","Pečené brambory a mrkev mohu kdykoli a v jakémkoli množství. A tyhle vypadají moc dobře. Hvězdičky letí"
"RubyRom","9","21. 3. 2023 21:20","Marie Svarcova: děkuji, my moc párky nejíme, to bylo po dlouhé době."
"RubyRom","9","21. 3. 2023 21:19","Anna Kocikova: moc děkuji, nějak se mi nechtělo vařit, tak jen jednoduše a bylo to moc dobré."
"Marie Svarcova","9","21. 3. 2023 21:13"," Mňam ani k tomu nemusím ten párek  ale hezky to vypadá"
"Anna Kocikova","9","21. 3. 2023 20:39","Mám ráda jednoduchá jídla a tohle navíc hezky barevné se mi moc líbí"
"Majkaa","9","21. 3. 2023 22:00","Děkuji"
"Marie Svarcova","9","21. 3. 2023 21:10"," Tu kombinaci mám ráda "
"Marie Svarcova","9","25. 3. 2023 12:40","houba: houba:  díky za komentář , také dělám červené - z řepy  krásný den"
"houba","9","25. 3. 2023 12:15","Miluju palacinky, horke pomazane maslem, sypane skorici a krastal cukrem. Nebo pomazane rozvarenymi jablky. Jinak nepecu, na sladke si u nas nepotrpime. ALE!! Tohle se mi faaakt libi! Neznam cerne kakao, ale mam vyborne kakao a urcite palacinky udelam. Uz delam zelene, spenatove, tak proc ne kakaove, ze jo!  "
"Nadja","9","21. 3. 2023 22:44","Marie Svarcova:  nikdy neříkej nikdy - kdo ví? třeba někdy ano."
"Marie Svarcova","9","21. 3. 2023 21:22","Nadja:  Souhlasím a o tom to přece je , že každý má rád něco jiného  Nikdy předem nic neodsuzuji až po ochutnání řeknu - jo tohle je skvělé  -- nebo už nikdy víc. Jen co nikdy neochutnám  - nějaký hmyz, pavouky apod. "
"Nadja","9","21. 3. 2023 20:35","Marie Svarcova:  jj, ne, že bych cokoliv nesnědla, když mi někdo nabídne, ale nevím, zda bych si opravdu pochutnala. I když se mi už stalo, že jsem si to jídlo potom zamilovala. Ale je to jen můj problém, někomu jinému zase chutná, co mně ne a naopak."
"Marie Svarcova","9","21. 3. 2023 19:09","Nadja: OK chápu každý  má jinou chuť a to je dobře jinak by to byla nuda. Hezký večer"
"Nadja","9","21. 3. 2023 16:21","Marie Svarcova:  vím, že se jedná o černé kakao - dostala jsem ho k vánocům, uvařila jsem si z  něj kakao na pití, ale nechutnalo mi. Už ta barva .....  Potom jsem ho přidala do černé buchty, ale jen trochu (namíchala jsem ho s klasickým kakaem) a buchta byla dobrá, jen trochu tmavší než obvykle. Raději mám klasiku."
"Marie Svarcova","9","21. 3. 2023 15:37","Nadja: děkuji za komentář , není to barveno je to černé kakao a velmi dobré,  Krásný zbatek dne"
"Nadja","9","21. 3. 2023 15:34"," Určitě moc dobré palačinky, hlavně s tou pomerančovou marmeládou a omáčkou, ale asi by mne odrazovala ta černá, sépiová barva...."
"Marie Svarcova","9","21. 3. 2023 13:42","Eja57:  děkuji - vždyť jsou to obyčejné palačinky jen s kakaem  Krásný den"
"Eja57","9","21. 3. 2023 13:30","Ty jsi hračička krása"
"Marie Svarcova","9","22. 3. 2023 15:56","Nadja:  děkuji za komentář, také dělám a máme všichni rádí chlebíčky s tresčími játry ale to je fakt velká spotřeba tak jen o svátcích nebo na nějakou oslavu, tohle jsem udělala pro návštěvu ,  ve všední den ,nestihla bych jít do obchodu a doma byla jen 1 krabička těch uzených. Sýr do toho rozmačkám vidličkou jak je v 1.ods. nějaký šotek mi podstčil strouhání  jdu to opravit . Díky a přeji krásný zbytek dne ."
"Nadja","9","22. 3. 2023 15:20","Určitě moc dobrá pomazánka. My milujeme tresčí játra, ale do pomazánky by mi jich bylo líto dávat - dělám z nich jednoduché chlebíčky - dám kousky jater na máslem pomazaný plátek veky a navrch kroužky cibule.
Ze zbytku surovin dělám samostatnou sýrovovajíčkovou pomazánku.
Ještě dotaz ke strouhání taveného sýra - to ho dáváš předem zmrazit, aby se nechal strouhat? - já ho jenom spolu s majonézou nebo máslem rozetřu vidličkou (kupuji takový měkkoučký ve střívku).
Ale asi si někdy ""ukradnu"" kousek jater z plechovky a vyzkouším. "
"Marie Svarcova","9","21. 3. 2023 21:06","Anna Kocikova:  Bylo to napsané na té plechovce a opravdu voněla uzením, moc dobrá a asi jsem je koupila v Albertu  krásný večer"
"Anna Kocikova","9","21. 3. 2023 20:42","Tresčí játra s uzenou příchutí neznám,ale pomazánka vypadá velice dobře"
"Marie Svarcova","9","21. 3. 2023 13:40","ing.zdenek.trojan@seznam.cz:   Moc děkuji a přeji krásný den "
"ing.zdenek.trojan@seznam.cz","9","21. 3. 2023 13:33","Delikatesa"
"Marie Svarcova","9","20. 3. 2023 19:10","RubyRom:  děkuji, napřed jsem myslela , že je to stejná jako máš Ty a nakonec jsem ji zkusila přidat, je trochu jiná Měj se krásně pohodově"
"RubyRom","9","20. 3. 2023 19:04","Výborná pomazánka "
"Marie Svarcova","9","20. 3. 2023 19:05","RubyRom:  moc děkuji a přeji krásný večer"
"RubyRom","9","20. 3. 2023 19:04","Skvěle navařeno "
"Marie Svarcova","9","20. 3. 2023 18:55","Jaromira18:  moc děkuji za komentář, kdyby jsi přidala foto měla bych radost.  Přeji krásný večer "
"Jaromira18","9","20. 3. 2023 18:44","Je to vynikající."
"tejaja","9","21. 3. 2023 20:04","Nadja: Ahoj Naďka, ja keď som teraz čítala tvoju prvú vetu, tak ma až striaslo, čo za blbosť som napísala. 
Ale...ono to nie je zlý nápad s tou marmeládou, vyskúšam a dám vedieť. "
"Nadja","9","21. 3. 2023 17:12","Ahoj Terezko, dívala jsem se v katalogu na nové recepty a zaujal mne ""Rybí filety s pikantní marmeládou"" - říkala jsem si, že to bude zajímavé spojení ryb a marmelády - až teprve při čtení receptu mi došlo, že jsem ""četla"" něco úplně jiného. To je tak, když člověk vidí několik prvních písmenek, a zbytek si domyslí podle svého.....
Ale i s marinádou bude rybička moc fajn. Mám v mrazáku ještě kapra, tak si ho udělám."
"ing.zdenek.trojan@seznam.cz","9","31. 3. 2023 18:20","Celou směs jsem ""opálil"" práškem z Chilli Doktor Moruga Reaper  od Semínka-chilli.cz. K večernímu posezení při víně anebo drinku IDEÁL"
"RubyRom","9","21. 3. 2023 21:21","Anna Kocikova: děkuji"
"Anna Kocikova","9","21. 3. 2023 21:04","Tresčí játra máme rádi a pomazánku z nich takéMáš ji pěkně nazdobenou"
"RubyRom","9","20. 3. 2023 19:05","Marie Svarcova: moc děkuji "
"Marie Svarcova","9","20. 3. 2023 08:42","Zapomněla jsem poslat "
"Marie Svarcova","9","20. 3. 2023 08:36"," to jsi mě tedy dostala , dělala jsem podobnou v sobotu pro návštěvu ale jsi prostě rychlejší  máš to moc pěkné"
"RubyRom","9","20. 3. 2023 19:29","Marie Svarcova: přesně tak "
"Marie Svarcova","9","20. 3. 2023 19:15","RubyRom:  nemusí být vidět ta skvělá chuť i vůně stačí  má to spoustu obměn a všechny dobré"
"RubyRom","9","20. 3. 2023 19:11","Marie Svarcova: ano dělám taky různě. Jen to zelí se nějak smrsklo a není ani vidět, ale chuť toho zelí v těstovinách je fakt skvělá."
"Marie Svarcova","9","20. 3. 2023 08:41"," Nádhera , to mám také ráda (ještě tam kápnu Worcester a někdy přidám i zeleninu)"
"Marie Svarcova","9","20. 3. 2023 08:46"," Zajímavé a moc pěkné  "
"Marie Svarcova","9","20. 3. 2023 08:48"," jsou nádherné - o chuti není pochyb "
"RubyRom","9","20. 3. 2023 19:27","Marie Svarcova: Naši vnuci tomu říkali, když byli menší, že jsou to žížaly  a říkali paní prodavačce u nás v krámě, že babička bude vařit žížaly, že to mají moc rádi. No prodavačka se divila , musela jsem jí vysvětlit, že jsou to špecle."
"Marie Svarcova","9","20. 3. 2023 08:56"," Mňam, moc pěkné, když jsem to dělala vnoučatům ta nejmladší vždy chtěla udělat ty ""sirky""  Ten čas letí ..."
"mojetara","9","20. 3. 2023 19:08","Marie Svarcova: Děkuji "
"Marie Svarcova","9","20. 3. 2023 08:59","Líbí se mi recept i foto "
"Marie Svarcova","9","25. 4. 2023 13:53","Moanka:  moc děkuji za milý komentář a krásné foto- potěšilo mě, že chutnaly díky  přeji krásné odpoledne"
"Moanka","9","25. 4. 2023 13:32","Výborné, nepřeslazené řezy. 😋 Luxus!! 👌 Děkuji za krásný recept… 👩‍🍳📝 Za mne jasně pět hvězdiček… 😃"
"Marie Svarcova","9","20. 4. 2023 21:35","Moanka:  moc děkuji za milý komentář a přeji krásnou dobrou noc"
"Moanka","9","20. 4. 2023 21:31","Tak to musím ochutnat! 😋 Už jdu spát, nebo se neudržím… 😁 Určitě upeču, snad se povede… 🙏😉😋"
"Marie Svarcova","9","20. 3. 2023 08:30","Marcela Kecka:  Moc děkuji za komentář a prosím pak přidat foto  Přeji krásný den"
"Marcela Kecka","9","20. 3. 2023 06:52","Také se mi recept moc libi. Určitě někdy vyzkouším. 👍 "
"Marie Svarcova","9","19. 3. 2023 11:03","RubyRom:  Děkuji Romanko a přeji krásnou neděli "
"RubyRom","9","19. 3. 2023 10:44","Nádherné řezy, recept se mi líbí. "
"Moanka","9","20. 3. 2023 21:27","RubyRom: Aha, tak to ani neznám. Děkuji za radu… 🙂 Hezký večer… 🍀"
"RubyRom","9","19. 3. 2023 13:00","Moanka: používám naložený ve smetaně, koupený a je výborný."
"Marie Svarcova","9","19. 3. 2023 09:55"," pěkný salátek , máme také rádi "
