"author","recipe_id","date","text"
"Anna Kocikova","15","22. 2. 2023 21:33","Pěkně připravená vitamínová bomba"
"tejaja","15","20. 2. 2023 21:22","Eja57: Marie Svarcova: Ďakujem.  "
"Eja57","15","20. 2. 2023 09:53","Moc hezké"
"Marie Svarcova","15","20. 2. 2023 09:15","Pěkný salátek, určitě moc dobrý "
"RubyRom","15","20. 2. 2023 10:29","Marie Svarcova: Moc děkuji, máme rádi oba krémy tak to různě střídám. 
Tento dort je tak lahodný, že je u nás nejoblíbenější "
"Marie Svarcova","15","20. 2. 2023 09:22"," Moc krásný dort, nechala bych se i já na kousek zlákat, krém z mascarpone do dortu je skvělý, do nepečeného ze sušenek je zase skvělý ten tvarohový. Prostě paráda, "
"Marie Svarcova","15","19. 2. 2023 12:54","Dajda:  děkuji - je to vše jednoduché jen je to napsané pro začátečníky, aby zvládl každý.  hezký den"
"Marie Svarcova","15","19. 2. 2023 12:51","RubyRom:  moc děkuji, byly dělané pro kamarádku k narozeninám, prý moc dobré  Hezkou neděli "
"Dajda","15","19. 2. 2023 12:32","JOJ  "
"RubyRom","15","19. 2. 2023 12:28","Nádhera "
"Komtesina","15","21. 2. 2023 20:36","Bylo to výborné, mňam."
"Marie Svarcova","15","19. 2. 2023 09:47"," Super, máš to moc pěkné (příště zkus přidat ještě lžičku rýžového octa)"
"Majkaa","15","19. 2. 2023 10:51","Marie Svarcova: Děkuji"
"Marie Svarcova","15","19. 2. 2023 09:50",""
"Anna Kocikova","15","22. 2. 2023 21:36","Marie Svarcova: Jaromira18: Moc děkuji"
"Marie Svarcova","15","19. 2. 2023 09:52"," pěkný recept i foto "
"Jaromira18","15","18. 2. 2023 17:13","Vynikající, moc ráda nám ho uvařím."
"Marie Svarcova","15","21. 2. 2023 12:09","Janina123:  moc děkuji za hezký komentář, vložila jsem recept v době masopustu, aby měli něco i ti co maso nemusí a jsem ráda, že chutnalo.  Krásný den"
"Janina123","15","21. 2. 2023 12:02","Marie Svarcova: Právě uvařeno. Je to velmi dobré,  my máme tyhle kombinace rádi. A jako bohus .. je to rychlé. Určitě zopakuji "
"Marie Svarcova","15","19. 2. 2023 10:03","Janina123:  děkuji a přeji hezký den "
"Janina123","15","19. 2. 2023 09:51","Zkusím "
"Marie Svarcova","15","17. 2. 2023 11:16"," těstoviny se zelím máme moc rádi ale bez tofu (chápu, že je to můj problém ale tofu nesnáším)."
"Marie Svarcova","15","17. 2. 2023 11:17"," dobrý recept "
"Hanis","15","17. 2. 2023 13:15","Dala bych si "
"Marie Svarcova","15","17. 2. 2023 11:18"," moc pěkné "
"Marie Svarcova","15","15. 2. 2023 17:57"," moc pěkné poháry, jednoduché a krásné "
"Eja57","15","16. 2. 2023 09:32","Kurkuma nebo kari? Neshodují se suroviny a koření v postupu.
Ale jinak"
"Marie Svarcova","15","15. 2. 2023 17:58"," líbí se mi recept i foto "
"Marie Svarcova","15","15. 2. 2023 18:00",""
"Marie Svarcova","15","16. 2. 2023 15:06","RubyRom:  děkuji za komentář , u nás chutná všem a hlavně ji vařím pro syna ten takové věci miluje. přeji hezký den"
"RubyRom","15","16. 2. 2023 11:33","Takové polévky mám ráda, určitě by mi chutnalo. "
"RubyRom","15","15. 2. 2023 09:14","Marie Svarcova: Moc děkuji "
"Marie Svarcova","15","15. 2. 2023 09:04"," Pěkný recept a krásné foto, moc se mi to líbí "
"Marie Svarcova","15","14. 2. 2023 19:07","RubyRom:  moc děkuji a přeji krásný večer "
"RubyRom","15","14. 2. 2023 19:02","Moc pěkné "
"Marie Svarcova","15","14. 2. 2023 19:08"," pěkný recept"
"magdalenka","15","15. 2. 2023 09:02","Trochu mi to pripomenulo môj recept, kde však nepridávam vývar, je to bez šťavy. www.toprecepty.cz/recept/22466-veprova-jatra-restovana-s-cibuli/
Nenapadlo ma, že aj hovädzia pečeň sa dá obdobne pripraviť. Ďakujem za recept, jedlo bude určite výborné."
"Nadja","15","15. 2. 2023 01:03"," Krásná fotka. Asi i dobrá játra, ale já je nemusím, zvláště hovězí. Možná Tvůj rcp někdy zkusím z drůbežích jater."
"Marie Svarcova","15","14. 2. 2023 19:10",""
"Marie Svarcova","15","14. 2. 2023 19:11"," recept i foto se mi líbí"
"Marie Svarcova","15","14. 2. 2023 19:14",""
"ingi79","15","4. 12. 2021 12:09","Pochutnali jsme si."
"Pepino65","15","26. 9. 2021 20:41","Jsem spokojen. Nikdy před tím jsem ho nevařil, přestože jsem ho hodněkrát konzumoval. No a dnes jsem se odhodal  a pochutnal jsem si, tedy pochutnali jsme si. Jen pár postřehů: není se třeba bát přidat více masa, ne o moc. Další, rýži jsem dal basmati, protože jsem jinou neměl, ale asi to chce rýži, která trochu více lepí, přesto, i tak to bylo chutné. Jsem rád, že jsem recept použil, díky."
"MaminkaVladuska","15","10. 9. 2021 12:28","Včera jsem tento recept vařila a moc nám chutnalo "
"chiara","15","5. 6. 2021 15:31","Misha1221: rýže se přidává syrová,  jak je uvedeno v bodu 2), tak na 1 hrnek rýže přijdou 2 hrnky vývaru,  vše se upeče v troubě"
"Misha1221","15","4. 3. 2021 22:46","Rýži k masu dáváte prosím syrovou a dovaří se v troubě nebo ji k masu dáváte už uvařenou? Děkuji"
"Dana1977","15","24. 1. 2021 21:17","Vypadá to dobře :) škoda, že maso nemohu, ale užívám si naprosto toto dýňové rizoto https://bestrecepty.cz/recept/dynove-rizoto-s-opra..."
"Martina68","15","7. 1. 2021 16:26","Vařím stejně a chutná vždy všem, za mně "
