"step_link","recipe_id","name","order"
"","4","



					Mražené fazolky propláchneme na cedníku, vložíme do vařící osolené vody a povaříme cca 2 minuty. Slijeme, propláchneme studenou vodou a okapané dáme do mísy.
				

","1"
"","4","



					Klobásu nakrájíme na tenká kolečka, opečeme na pánvi a přidáme k fazolkám.
				

","2"
"","4","



					Přidáme nadrobno nakrájená vejce, brambory, papriku a tatarskou omáčku. Osolíme a opepříme podle chuti, zlehka promícháme a dáme vychladit.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/fazolky-oblibene-recepty/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Fazolky v naší kuchyni
</span>
</a>
</p>","4","



					Salát podáváme samotný s tmavým pečivem nebo jako přílohu k pečenému a grilovanému masu nebo rybám.
				



TIP 					Fazolky v naší kuchyni



","4"
"","4","



					Plátky masa  naklepeme, osolíme, opepříme a štědře  posypeme  zázvorem.
				

","1"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-rychle-oloupat-cibuli-jednoduchy-navod/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak rychle oloupat cibuli

		</a>
</p>","4","



					Cibuli oloupeme, nakrájíme a orestujeme na sádle dozlatova.  Přidáme maso a po obou stranách osmahneme.
				








        
											Jak rychle oloupat cibuli

		

","2"
"","4","



					Podlijeme nejlépe domácím vývarem a pod pokličkou dusíme doměkka.
				

","3"
"","4","



					Když je maso měkké tak ho vyjmeme, dáme bokem a přikryjeme.
				

","4"
"","4","



					Šťávu necháme vydusit, zaprášíme moukou a po opražení zalijeme vývarem.
				

","5"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/hovezi-zadni-maso-rozdeleni-a-pouziti/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Rozdělení a použití hovězího zadního masa
</span>
</a>
</p>","4","



					Povaříme, vložíme zpět maso a prohřejeme.
				



TIP 					Rozdělení a použití hovězího zadního masa



","6"
"","4","



					Sóju zalijeme vodou a necháme cca 12 hodin nabobtnat.
				

","1"
"","4","



					Uzený ocásek uvaříme a doměkka uvaříme taktéž sóju. Sóju vaříme cca 60 minut v tlakovém hrnci a po uvaření ji scedíme.
				

","2"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-nakrajet-cibuli/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Videonávod: Jak nakrájet cibuli

		</a>
</p>","4","



					Na pánvi s olivovým panenským olejem osmahneme nakrájenou cibuli do sklovita, přidáme rajčata nakrájená na plátky a necháme vysmahnout na tuk.
				








        
											Videonávod: Jak nakrájet cibuli

		

","3"
"","4","



					Pak přidáme mletou papriku, chvíli osmahneme a přidáme scezenou sóju. Promícháme a přidáme rybí omáčku, opepříme a přisypeme nakrájenou petrželovou nať. Prohřejeme a je hotovo.
				

","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/tipy-jak-si-usetrit-praci-pri-vareni-lustenin-jednoduche-rady/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Jak ušetřit čas při vaření luštěnin
</span>
</a>
</p>","4","



					Uzený vykostěný ocásek nakrájíme na plátky a přidáme na talíř k sóji.
				



TIP 					Jak ušetřit čas při vaření luštěnin



","5"
"","4","



					Dýni pokrájíme na kousky a buď uvaříme nebo upečeme doměkka tak, aby šla rozmixovat na pyré.
				

","1"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-spravne-smazit-cibuli-jednoduchy-navod-a-video/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Videonávod: Jak správně usmažit cibuli

		</a>
</p>","4","



					V pánvi rozehřejeme máslo, přihodíme nakrájenou cibuli a necháme ji 5 minut restovat. Rýži zásadně neproplachujeme a přidáváme asi na třikrát, aby se vždy nejdřív spojila s tukem a cibulkou. Zalijeme vínem a chvíli povaříme, dokud úplně nevyprchá alkohol.
				








        
											Videonávod: Jak správně usmažit cibuli

		

","2"
"","4","



					Dále postupně přilíváme po částech vývar, promícháme a vždy počkáme, až se vyvaří. V polovině vaření přidáme k rýži sušené brusinky. Rizoto stále mícháme a doléváme vývarem. Po cca 15-20 minutách, když je rýže měkká (na skus), přimícháme dýňové pyré.
				

","3"
