"step_link","recipe_id","name","order"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-nakrajet-zeli/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak nakrájet zelí - jednoduchý postup

		</a>
</p>","19","



					Zelí zbavíme vnějších zvadlých listů, ukrojíme půlku a vyndáme košťál. Očištěné zelí pak velkým nožem nakrájíme na co nejtenčí nudličky.
				








        
											Jak nakrájet zelí - jednoduchý postup

		

","1"
"","19","



					Cibulku nakrájíme na středně silné proužky a mrkev nastrouháme nahrubo. Vše ve velké míse smícháme dohromady spolu s vařenou kukuřicí a petrželkou.
				

","2"
"","19","



					Smícháme zálivku, kterou přelijeme připravený salát. Promícháme a necháme alespoň hodinu uležet v chladu.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-varit-testoviny/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak správně uvařit těstoviny

		</a>
</p>","19","



					Špagety uvaříme podle návodu na obalu. Cibuli a uzené maso nakrájíme.
				








        
											Jak správně uvařit těstoviny

		

","1"
"","19","



					Na oleji zpěníme cibuli, přidáme nakrájené uzené maso. Orestujeme. Přendáme do pekáčku a přidáme uvařené špagety.
				

","2"
"","19","



					Kysanou smetanu pokud je hodně hustá malinko zředíme vodou z těstovin a vmícháme nadrobenou nivu. 
Přidáme do těstovin a smícháme.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/top-7-jidla-z-jednoho-pekacku/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Oblíbené pokrmy z jednoho pekáčku
</span>
</a>
</p>","19","



					Pekáček vložíme do trouby a zapékáme asi 20 minut na 180 °C.
				



TIP 					Oblíbené pokrmy z jednoho pekáčku



","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-nakrajet-cibuli/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak jemně nakrájet cibuli

		</a>
</p>","19","



					Na másle zpěníme nakrájenou cibuli, přidáme nakrájený pórek, česnek a podusíme.
				








        
											Jak jemně nakrájet cibuli

		

","1"
"","19","



					Pak přidáme rozdrobené droždí a necháme ho za stálého míchání rozpustit a rozvonět. Odstavíme a ještě chvilku necháme.
				

","2"
"","19","



					Přisypeme na jemno nastrouhaný rohlík a zalijeme smetanou. Uvaříme kaši.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/jak-uchovat-drozdi/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Droždí - jak ho uchovat snadno a beze ztrát
</span>
</a>
</p>","19","



					Vklepneme vejce a osolíme a opepříme. Promícháme a necháme vychladnout.
				



TIP 					Droždí - jak ho uchovat snadno a beze ztrát



","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-nakrajet-zeli/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak snadno nakrájet zelí

		</a>
</p>","19","



					Zelné listy zbavíme silné středové části a velmi jemně je nakrájíme na proužky. Očištěnou mrkev nakrájíme na julienne a v misce promícháme s 1 lžičkou soli a 1 lžičkou cukru. Necháme stranou změknout.
				








        
											Jak snadno nakrájet zelí

		

","1"
"","19","



					Cibuli rozkrojíme, sloupneme, nakrájíme na měsíčky a propláchneme vřelou vodou. Následně na sítku studenou vodou, aby nebyla štiplavá a zůstala křehká.
				

","2"
"","19","



					Boby propláchneme horkou vodou a necháme okapat na sítu.
				

","3"
"","19","



					Změklé zelí s mrkví propláchneme studenou vodou a vymačkané dáme do čisté misky.
				

","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/zelny-salat/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Jednoduchý zelný salát - recept
</span>
</a>
</p>","19","



					Přidáme cibuli, boby, promícháme, zakápneme 1 lžičkou octa smíchaného se špetkou cukru. Podle chuti dosolíme a opepříme.
				



TIP 					Jednoduchý zelný salát - recept



","5"
"","19","



					Řepu tence okrájíme a opláchneme. Mrkev umyjeme kartáčkem pod tekoucí studenou vodou, jablka a citón pořádně umyjeme.
				

","1"
"","19","



					Mimo citronu vše nastrouháme na velkých slzách.
				

","2"
