"step_link","recipe_id","name","order"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/snih-z-bilku/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak připravit sníh z bílků

		</a>
</p>","2","



					Vejce rozdělíme na žloutky a bílky. Z bílků vyšleháme tuhý sníh.
				








        
											Jak připravit sníh z bílků

		

","1"
"","2","



					Do zakysané smetany zašleháme žloutky, sůl a cukr.
				

","2"
"","2","



					Za stálého šlehání metlou přisypáváme krupičku s kypřicím práškem.  
Těsto necháme 25 minut odpočinout.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-vmichat-snih-do-testa-rady-a-tipy/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak vmíchat sníh do těsta

		</a>
</p>","2","



					Do odpočinutého těsta vmícháme rozpuštěné máslo a sníh z bílků.
				








        
											Jak vmíchat sníh do těsta

		

","4"
"","2","



					Na malém množství přepuštěného másla smažíme palačinky.
				

","5"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/jak-upect-nejlepsi-palacinky/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Jak péct nejlepší palačinky
</span>
</a>
</p>","2","



					Tvaroh, mléko, smetanu a cukr společně ušleháme. 
Naplníme palačinky a ozdobíme ovocem.
				



TIP 					Jak péct nejlepší palačinky



","6"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/jak-spravne-smazit-cibuli-jednoduchy-navod-a-video/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Videonávod: Jak orestovat cibuli

		</a>
</p>","2","



					Na sádle orestujeme nakrájenou cibuli.
				








        
											Videonávod: Jak orestovat cibuli

		

","1"
"","2","



					Když je cibule dozlatova, přidáme na malé kousky  nakrájené maso, osolíme, opepříme a orestujeme.
				

","2"
"","2","



					Přidáme nakrájené papriky, mletou uzenou papriku, propláchnutou rýži a ještě osolíme.
				

","3"
"","2","



					Chvíli restujeme za stálého míchání a pak podlijeme vínem a vývarem nebo vodou.
				

","4"
