"recipe_source_id","recipe_name","recipe_link","recipe_image","recipe_batch-id","id","recipe_stars","recipe_rating_cnt","recipe_author","recipe_created","recipe_comment_cnt","recipe_time","serve_cnt","serve_unit","sections","favourites_cnt","ingredient_nutrition_url"
"73922","Sumeček v parmezánové strouhance a salát","https://www.toprecepty.cz/recept/73922-sumecek-v-parmezanove-strouhance-a-salat/","https://static.toprecepty.cz/fotky/recepty/0650/sumecek-v-parmezanove-strouhance-a-salat-245088-270-160-exact.jpg","7","8","5,0","(1×)","Marie Svarcova","29. 3. 2023 09:23","4 názory","






        
												25 min
							
							
 (10 min 
 příprava + 15 min 
 tepelná úprava) 
				
","2","porce","['Suroviny', 'Salát', 'Zálivka']","





Přidat do oblíbených (2x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73922"
"73921","Vepřové maso na špeku a tymiánu","https://www.toprecepty.cz/recept/73921-veprove-maso-na-speku-a-tymianu/","https://static.toprecepty.cz/fotky/recepty/0650/veprove-maso-na-speku-a-tymianu-245086-270-160-exact.jpg","7","8","5,0","(1×)","RubyRom","28. 3. 2023 18:04","3 názory","






        
												85 min
							
							
 (35 min 
 příprava + 50 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (11x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73921"
"73919","Kuřecí maso v mrkvi s černým pivem","https://www.toprecepty.cz/recept/73919-kureci-maso-v-mrkvi-s-cernym-pivem/","https://static.toprecepty.cz/fotky/recepty/0650/kureci-maso-v-mrkvi-s-cernym-pivem-245082-270-160-exact.jpg","7","8","0,0","(0×)","Lenka Škulinová","28. 3. 2023 17:20","0 názorů","






        
												65 min
							
							
 (15 min 
 příprava + 50 min 
 tepelná úprava) 
				
","4","porce","['Suroviny', 'Na zahuštění']","





Přidat do oblíbených (6x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73919"
"73918","Bramborový guláš s mrkví a fazolemi","https://www.toprecepty.cz/recept/73918-bramborovy-gulas-s-mrkvi-a-fazolemi/","https://static.toprecepty.cz/fotky/recepty/0650/bramborovy-gulas-s-mrkvi-a-fazolemi-245078-270-160-exact.jpg","7","8","5,0","(3×)","Marie Svarcova","28. 3. 2023 08:48","6 názorů","






        
												35 min
							
							
 (10 min 
 příprava + 25 min 
 tepelná úprava) 
				
","3","porce","['Suroviny']","





Přidat do oblíbených (7x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73918"
"73917","Ovocný dort Pikachu","https://www.toprecepty.cz/recept/73917-ovocny-dort-pikachu/","https://static.toprecepty.cz/fotky/recepty/0650/ovocny-dort-pikachu-245066-270-160-exact.jpg","7","8","0,0","(0×)","khazara","27. 3. 2023 20:51","0 názorů","






        
												40 min
							
							
 (40 min 
 příprava, +odležení) 
				
","2","porce","['Suroviny']","





Přidat do oblíbených (1x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73917"
"73916","Vepřová panenka s pórkem","https://www.toprecepty.cz/recept/73916-veprova-panenka-s-porkem/","https://static.toprecepty.cz/fotky/recepty/0650/panenka-s-porkem-245059-270-160-exact.jpg","7","8","5,0","(1×)","Lenka Škulinová","27. 3. 2023 15:38","2 názory","






        
												45 min
							
							
 (15 min 
 příprava + 30 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (10x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73916"
"73915","Citronové řezy s kokosovým krémem","https://www.toprecepty.cz/recept/73915-citronove-rezy-s-kokosovym-kremem/","https://static.toprecepty.cz/fotky/recepty/0650/citronove-rezy-s-kokosovym-kremem-245054-270-160-exact.jpg","7","8","5,0","(3×)","Marie Svarcova","27. 3. 2023 09:47","6 názorů","






        
												40 min
							
							
 (15 min 
 příprava + 25 min 
 tepelná úprava, bez doby chladnutí korpusu) 
				
","1","plech","['Suroviny', 'Těsto', 'Krém', 'Dále']","





Přidat do oblíbených (11x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73915"
"73914","Vepřové maso s bambusovými výhonky","https://www.toprecepty.cz/recept/73914-veprove-maso-s-bambusovymi-vyhonky/","https://static.toprecepty.cz/fotky/recepty/0650/veprove-maso-s-bambusovymi-vyhonky-245049-270-160-exact.jpg","7","8","0,0","(0×)","tejaja","26. 3. 2023 19:11","0 názorů","






        
												35 min
							
							
 (15 min 
 příprava + 20 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (2x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73914"
"73911","Linecký mřížkový koláč s marmeládou","https://www.toprecepty.cz/recept/73911-linecky-mrizkovy-kolac-s-marmeladou/","https://static.toprecepty.cz/fotky/recepty/0650/linecky-mrizkovy-kolac-s-marmeladou-245047-270-160-exact.jpg","7","8","0,0","(0×)","matyldaa","26. 3. 2023 16:44","1 názor","






        
												75 min
							
							
 (30 min 
 příprava + 45 min 
 tepelná úprava) 
				
","1","plech","['Suroviny', 'Těsto', 'Dále']","





Přidat do oblíbených (8x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73911"
"73910","Krůtí řízky marinované v jogurtu, obalené v kukuřičné strouhance","https://www.toprecepty.cz/recept/73910-kruti-rizky-marinovane-v-jogurtu-obalene-v-kukuricne-strouhance/","https://static.toprecepty.cz/fotky/recepty/0650/kruti-rizky-marinovane-v-jogurtu-obalene-v-kukuricne-strouhance-245038-270-160-exact.jpg","7","8","5,0","(2×)","Marie Svarcova","26. 3. 2023 10:54","4 názory","






        
												30 min
							
							
 (15 min 
 příprava + 15 min 
 tepelná úprava, bez doby marinování masa a vyndání před přípravou) 
				
","2","porce","['Suroviny', 'Na obalení', 'Dále']","





Přidat do oblíbených (6x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73910"
"73907","Fantastické Koka sušenky z různých nemouk, otrub a podobně","https://www.toprecepty.cz/recept/73907-fantasticke-koka-susenky-z-ruznych-nemouk-otrub-a-podobne/","https://static.toprecepty.cz/fotky/recepty/0650/fantasticke-koka-susenky-z-ruznych-nemouk-otrub-a-podobne-245034-270-160-exact.jpg","7","8","5,0","(1×)","Marcela Kr.","26. 3. 2023 04:40","1 názor","






        
												45 min
							
							
 (30 min 
 příprava + 15 min 
 tepelná úprava) 
				
","1","dávka","['Suroviny']","





Přidat do oblíbených (18x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73907"
"73906","Rýžové rohlíčky bez lepku","https://www.toprecepty.cz/recept/73906-ryzove-rohlicky-bez-lepku/","https://static.toprecepty.cz/design/img/bg/no-photo-270-160.png","7","8","5,0","(1×)","Autor/ka fotky","25. 3. 2023 19:17","0 názorů","






        
												40 min
							
							
 (30 min 
 příprava + 10 min 
 tepelná úprava) 
				
","50","kusů","['Suroviny', 'Dále']","





Přidat do oblíbených
","https://www.toprecepty.cz/nutricni-hodnoty/73906"
"73903","Drůbeží kapsičky pečené v remosce","https://www.toprecepty.cz/recept/73903-drubezi-kapsicky-pecene-v-remosce/","https://static.toprecepty.cz/fotky/recepty/0649/drubezi-kapsicky-pecene-v-remosce-245027-270-160-exact.jpg","7","8","5,0","(2×)","Jaromira18","25. 3. 2023 16:59","4 názory","






        
												90 min
							
							
 (15 min 
 příprava + 75 min 
 tepelná úprava) 
				
","2","porce","['Suroviny', 'Na obalení']","





Přidat do oblíbených (10x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73903"
"73902","Indické kuřecí biryani","https://www.toprecepty.cz/recept/73902-indicke-kureci-biryani/","https://static.toprecepty.cz/fotky/recepty/0649/indicke-kureci-biryani-245019-270-160-exact.jpg","7","8","0,0","(0×)","Marie Svarcova","25. 3. 2023 10:11","2 názory","






        
												50 min
							
							
 (15 min 
 příprava + 35 min 
 tepelná úprava, bez doby marinování masa) 
				
","2","porce","['Suroviny', 'Dále']","





Přidat do oblíbených (11x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73902"
"73901","Šťavnatý salát z červené řepy a křenu","https://www.toprecepty.cz/recept/73901-stavnaty-salat-z-cervene-repy-a-krenu/","https://static.toprecepty.cz/fotky/recepty/0649/stavnaty-salat-z-cervene-repy-a-krenu-245016-270-160-exact.jpg","7","8","0,0","(0×)","janky3","24. 3. 2023 17:56","2 názory","






        
												15 min
							
							
 (15 min 
 příprava) 
				
","4","porce","['Suroviny', 'Na ozdobu']","





Přidat do oblíbených (5x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73901"
"73900","Mrkvový salát s jablkem a pistáciemi","https://www.toprecepty.cz/recept/73900-mrkvovy-salat-s-jablkem-a-pistaciemi/","https://static.toprecepty.cz/fotky/recepty/0649/mrkvovy-salat-s-jablkem-a-pistaciemi-245015-270-160-exact.jpg","7","8","0,0","(0×)","RubyRom","24. 3. 2023 15:24","1 názor","






        
												35 min
							
							
 (35 min 
 příprava, + 1 hodina odležení) 
				
","2","porce","['Suroviny']","





Přidat do oblíbených (5x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73900"
"73899","Brambory zapečené s uzeným masem a sýrem","https://www.toprecepty.cz/recept/73899-brambory-zapecene-s-uzenym-masem-a-syrem/","https://static.toprecepty.cz/fotky/recepty/0649/brambory-zapecene-s-uzenym-masem-a-syrem-245014-270-160-exact.jpg","7","8","0,0","(0×)","RubyRom","24. 3. 2023 13:11","1 názor","






        
												65 min
							
							
 (40 min 
 příprava + 25 min 
 tepelná úprava) 
				
","4","porce","['Suroviny']","





Přidat do oblíbených (11x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73899"
"73898","Smažený camembert s bramborovo-celerovou kaší","https://www.toprecepty.cz/recept/73898-smazeny-camembert-s-bramborovo-celerovou-kasi/","https://static.toprecepty.cz/fotky/recepty/0649/smazeny-camembert-s-bramborovo-celerovou-kasi-245013-270-160-exact.jpg","7","8","0,0","(0×)","RubyRom","24. 3. 2023 12:16","4 názory","






        
												55 min
							
							
 (35 min 
 příprava + 20 min 
 tepelná úprava) 
				
","2","porce","['Suroviny', 'Kaše']","





Přidat do oblíbených (11x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73898"
"73897","Zapečené penne se zeleninou a kuřecím masem","https://www.toprecepty.cz/recept/73897-zapecene-penne-se-zeleninou-a-kurecim-masem/","https://static.toprecepty.cz/fotky/recepty/0649/zapecene-penne-se-zeleninou-a-kurecim-masem-245010-270-160-exact.jpg","7","8","0,0","(0×)","Marie Svarcova","24. 3. 2023 11:44","14 názorů","






        
												45 min
							
							
 (5 min 
 příprava + 40 min 
 tepelná úprava) 
				
","3","porce","['Suroviny']","





Přidat do oblíbených (8x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73897"
"73896","Bezlaktózové rolky z tortilly","https://www.toprecepty.cz/recept/73896-bezlaktozove-rolky-z-tortilly/","https://static.toprecepty.cz/fotky/recepty/0649/bezlaktozove-rolky-z-tortilly-245005-270-160-exact.jpg","7","8","5,0","(2×)","Ev_Ca_pek","23. 3. 2023 21:34","0 názorů","






        
												10 min
							
							
 (10 min 
 příprava, bez doby odležení) 
				
","16","kusů","['Suroviny']","





Přidat do oblíbených (2x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73896"
"73895","Zkaramelizované kapustičky","https://www.toprecepty.cz/recept/73895-zkaramelizovane-kapusticky/","https://static.toprecepty.cz/fotky/recepty/0649/zkaramelizovane-kapusticky-245004-270-160-exact.jpg","7","8","5,0","(2×)","lenka-k","23. 3. 2023 20:33","3 názory","






        
												30 min
							
							
 (10 min 
 příprava + 20 min 
 tepelná úprava) 
				
","2","porce","['Suroviny']","





Přidat do oblíbených (10x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73895"
"73894","Plněné perníčky s ledovou polevou","https://www.toprecepty.cz/recept/73894-plnene-pernicky-s-ledovou-polevou/","https://static.toprecepty.cz/fotky/recepty/0649/plnene-pernicky-s-ledovou-polevou-245000-270-160-exact.jpg","7","8","5,0","(1×)","Vladka321","23. 3. 2023 15:45","2 názory","






        
												78 min
							
							
 (70 min 
 příprava + 8 min 
 tepelná úprava, bez doby odležení těsta) 
				
","40","kusů","['Suroviny', 'Těsto', 'Na plnění', 'Na plnění']","





Přidat do oblíbených (4x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73894"
"73893","Kuřecí paprikáš z receptů slovenské kuchyně","https://www.toprecepty.cz/recept/73893-kureci-paprikas-z-receptu-slovenske-kuchyne/","https://static.toprecepty.cz/fotky/recepty/0649/kureci-paprikas-z-receptu-slovenske-kuchyne-244995-270-160-exact.jpg","7","8","5,0","(3×)","Marie Svarcova","23. 3. 2023 08:33","8 názorů","






        
												40 min
							
							
 (5 min 
 příprava + 35 min 
 tepelná úprava) 
				
","2","porce","['Suroviny']","





Přidat do oblíbených (17x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73893"
"73892","Vepřová pečeně s vejci, okurkou a párkem","https://www.toprecepty.cz/recept/73892-veprova-pecene-s-vejci-okurkou-a-parkem/","https://static.toprecepty.cz/fotky/recepty/0649/veprova-pecene-s-vejci-okurkou-a-parkem-244987-270-160-exact.jpg","7","8","5,0","(4×)","Marie Svarcova","22. 3. 2023 09:39","6 názorů","






        
												55 min
							
							
 (15 min 
 příprava + 40 min 
 tepelná úprava) 
				
","3","porce","['Suroviny']","





Přidat do oblíbených (13x)
					","https://www.toprecepty.cz/nutricni-hodnoty/73892"
"55162","Telecí guláš s houbami","https://www.toprecepty.cz/recept/55162-teleci-gulas-s-houbami/","https://static.toprecepty.cz/fotky/recepty/0111/teleci-gulas-s-houbami-188885-413-295-exact.jpg","7","8","4,7","(8×)","mika59","13. 1. 2018 18:50","2 názory","","","","['Suroviny']","





Přidat do oblíbených (19x)
					","https://www.toprecepty.cz/nutricni-hodnoty/55162"
