"author","recipe_id","date","text"
"RubyRom","18","7. 2. 2023 12:45","Marie Svarcova: děkuji "
"Marie Svarcova","18","7. 2. 2023 09:02"," nádhera, na to bych se dala zlákat "
"Marie Svarcova","18","11. 2. 2023 17:55","Eja57:  moc děkuji za komentář a mám radost, že chutnalo  Přeji krásný večer"
"Eja57","18","11. 2. 2023 17:08","Uvařeno, moc dobre to bylo"
"Marie Svarcova","18","6. 2. 2023 09:10"," Mám ji ráda a tato vypadá skvěle a nepochybuji, že tak i chutná, klidně i bez masa "
"Anna Kocikova","18","7. 2. 2023 18:59","Nadja: Naděnko,no...podařilo seDíky zdravotní indispozici nejsem schopna dát,zkontrolovat a vytáhnout věci z trouby a v polovině pečení musel manžel narychlo z barákuAle mohla být dobrá,byla s vaječným koňakem"
"Nadja","18","7. 2. 2023 01:14"," Aničko - Drahuško, neříkej, že Tobě se něco nepovedlo, a to až tak, že jsi bábovku zlikvidovala jinak než ke kafíčku. Nicméně bábovkové kuličky určitě byly moc dobré.
Já kuličky dělám z dětských piškotů, ať už s máslem nebo bez tuku."
"Anna Kocikova","18","6. 2. 2023 21:23","Marie Svarcova: Maruško,děkuji Ti
Také kuličky děláváme z piškotů a másla.Ale měla jsem zbytek strouhanky z nepodařené bábovky,od vánoc zbytek rumu a tak měl manžel malý mlsanec"
"Marie Svarcova","18","6. 2. 2023 09:07"," Dělám je ale z piškotů, z bábovky jsou určitě lepší "
"RubyRom","18","5. 2. 2023 21:03","Marie Svarcova: Děkuji, ráda dělám králíky na hodně způsobů a tento byl fakt skvělý. Příští víkend bude další. "
"Marie Svarcova","18","5. 2. 2023 19:54"," to je nádhera, už bych zase potřebovala dostat králíka  "
"Moanka","18","25. 4. 2023 07:51","U nás byla o víkendu zase...   Přeji krásný den... "
"Marie Svarcova","18","5. 2. 2023 19:50"," líbí se mi recept a už se na ní těším "
"Marie Svarcova","18","5. 2. 2023 19:48","  moc se mi líbí ale musím jít koupit camembert - včera jsme měli smažený"
"Marie Svarcova","18","5. 2. 2023 19:04","Anna Kocikova:  děkuji za komentář a přeji krásný večer"
"Anna Kocikova","18","5. 2. 2023 18:59","I u nás je takové jídlo vítané,mňam"
"Marie Svarcova","18","5. 2. 2023 11:10","RubyRom: :- Romanko, moc děkuji za milý komentář a přeji krásnou s lunečnou neděli "
"RubyRom","18","5. 2. 2023 10:48","Další z Tvých skvělých receptů "
"RubyRom","18","5. 2. 2023 09:24","Marie Svarcova: Moc děkuji "
"Marie Svarcova","18","5. 2. 2023 08:50"," recept i foto se mi moc líbí - neznám, tak brzy zkusím "
"RubyRom","18","5. 2. 2023 09:25","Marie Svarcova: Moc děkuji za pochvalu. Od skvělé kuchařky jakou jsi Ty si toho moc vážím."
"Marie Svarcova","18","5. 2. 2023 08:51"," krásná práce "
"RubyRom","18","10. 2. 2023 15:01","Petra Dvor.: děkuji "
"Petra Dvor.","18","10. 2. 2023 14:00","Moc dobré "
"RubyRom","18","5. 2. 2023 09:27","Marie Svarcova: Ano dělám taky jako náplň, ale tvaroh dávám v kostce, a ano trochu méně mléka. Může se přidat i kousek másla."
"Marie Svarcova","18","5. 2. 2023 08:55"," recept se mi moc líbí, dalo by se použít jako náplň (asi míně mléka nezkoušele 
jsi ?)"
"Marie Svarcova","18","5. 2. 2023 08:58"," recept se mi líbí, určitě zkusím "
"Marie Svarcova","18","5. 2. 2023 08:43","Nadja: Nadja: děkuji za komentář a přeji krásnou neděli, Youtube jsem neviděla, možná je to jiné nebo stejné, netuším ale znám to od kamarádky z dovolené "
"Nadja","18","5. 2. 2023 00:32","Už jsem to viděla někde na youtubu, ale nezkoušela jsem, i kdy mě to docela zaujalo. "
"Marie Svarcova","18","4. 2. 2023 16:37","zdenka.s: tak to asi nepůjde - já mám nějaký obyčejný asi za 300 Kč  už spoustu let a má troje různé plotýnky  - na toasty, na vafle a tyto proužky na maso. Zkoušela jsem to dělat na steakové pánvi ale to nejde - tozteklo se to těsto do drážek jako třásně.  to je škoda"
"zdenka.s","18","4. 2. 2023 16:07","Jejda, Maruško,teď mi došlo, že mám toustovač na dva kostkaté tousty ,co teď ?"
