"author","recipe_id","date","text"
"Anna Kocikova","12","9. 3. 2023 21:39","Krásné foto k pěknému receptu"
"RubyRom","12","8. 3. 2023 09:33","Pěkné "
"maris","12","8. 3. 2023 08:04","Marie Svarcova: Maruško, moc děkuji"
"Marie Svarcova","12","7. 3. 2023 16:16"," pěkný recept a jako vždy krásné foto"
"Marie Svarcova","12","7. 3. 2023 18:32","RubyRom:  Romanko moc děkuji, ta se musí povést každému. Nikde tady neměli čerstvý baby špenát tak jsem použila pak choi a bylo to výborné, také ji máme rádi. Tvoje pochvala mě opravdu potěšila  krásný zbytek dne a pohodový večer s vnuky."
"RubyRom","12","7. 3. 2023 18:15","Maruško to je bomba. Miluju panenku a Tobě se opravdu povedla! Máš to luxusní "
"Marie Svarcova","12","7. 3. 2023 12:27","cathleen (moderátorka):  Ivuško moc děkuji za komentář. Tá bílá část je svěží a křupavá, dávám ji do jakéhokoliv zeleninového salátu. Salát si každý udělá kjaký má rád. Na fotce je můj oblíbený obyčejný okurkový s česnekem, do kterého jsem ji nakrájela na drobné nudličky, dá se klidně sníst i samotná jako jiná zelenina jen mírně osolit ale na tepelné zpracování by jí bylo škoda.  Přeji krásný den"
"cathleen (moderátorka)","12","7. 3. 2023 12:09","Maruško, prosím tě, bílá část pak choi přijde zvlášť do nějakého salátu, který se podáv k panence? Něco takového máš na fotce "
"Marie Svarcova","12","7. 3. 2023 08:43"," paráda "
"RubyRom","12","7. 3. 2023 12:08","Marie Svarcova: Jasně, co by pro ně babička neudělala ..."
"Marie Svarcova","12","7. 3. 2023 09:13"," pěkný recept a krásné foto - když přijeli kluci tak vždy chtěli : ""babi udělej kuře a kuličky""  ale kuře pečené celé. "
"Marie Svarcova","12","6. 3. 2023 20:50"," Líbí se mi "
"RubyRom","12","9. 3. 2023 23:29","Anna Kocikova: Moc děkuji "
"Anna Kocikova","12","9. 3. 2023 21:35","Romi,také chci být u tebe na prázdnináchRoláda je moc hezká a ten krém bych mohla i samostatně"
"RubyRom","12","8. 3. 2023 23:03","Moanka: Moanka: Moc děkuji za vyzkoušení a mám radost, že Vám roláda chutnala  Děkuji také za foto. "
"RubyRom","12","8. 3. 2023 23:02","Moanka: Moc děkuji za vyzkoušení a mám radost, že Vám roláda chutnala "
"Moanka","12","8. 3. 2023 22:19","Povedla se!  A je výborná!  Děkuji za recept a vděčím za novou zkušenost.  Mějte se krásně. "
"RubyRom","12","7. 3. 2023 10:36","Marie Svarcova: Jsem šťastná, že ty kluky máme, je jim 9 let a je s nimi veselo. "
